"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Fiery Runes","evocation","","fire","alchemist 2, bloodrager 2, druid 2, magus 2, sorcerer/wizard 2","1 standard action","V, S","0","touch","","","melee weapon touched","1 minute/level or until discharged (see text)","0","0","none","yes (see text)","You charge a weapon with a magic rune of fire. When the wielder of the weapon successfully strikes a foe in melee with the weapon, the wielder can discharge the rune as a swift action to deal 1d4+1 points of fire damage to the target. This damage isn't multiplied on a critical hit. If the target has spell resistance, you attempt a caster level check (1d20 + caster level) against that spell resistance when the rune is discharged. If the rune is successfully resisted, the spell is dispelled; otherwise, the rune deals damage normally.  For every 2 caster levels beyond 3rd the caster possesses, the rune deals an additional 1d4+1 points of fire damage (2d4+2 at caster level 5th, 3d4+3 at 7th, and so on) to a maximum of 5d4+5 points of fire damage at caster level 11th.","Melee Tactics Toolbox"
"Instant Weapon","conjuration","creation","force","bard 2, bloodrager 2, cleric/oracle 2, inquisitor 2, magus 2, sorcerer/wizard 2","1 standard action","V, S","0","0 ft.","","melee weapon of opaque force","","1 minute/level","0","0","","","You create a melee weapon sized appropriately for you from opaque force. You are considered proficient with this weapon, which acts in all ways as a masterwork weapon typical of its type. The instant weapon has hardness 20 and the same number of hit points as a typical weapon of its type. As a force effect, it can strike and damage incorporeal creatures. If the instant weapon leaves your hand at any time, the spell ends at the beginning of your next turn.","Melee Tactics Toolbox"
"Reaper's Coterie","necromancy","","evil","antipaladin 2, bloodrager 2, cleric/oracle 3, inquisitor 3, witch 3","1 standard action","V, S, DF","0","touch","","","weapon touched","1 round/level","0","0","none","no","The target weapon becomes a reservoir of spiritual energy, fueling its destructive power by drawing in a tiny fragment of the essence of each creature it is used to defeat. When the targeted weapon is used to reduce a living creature to 0 or fewer hit points, it gains a +1 profane bonus on damage rolls. This bonus increases by 1 for each creature reduced to 0 hit points or fewer with that weapon, up to a maximum bonus equal to 1/2 your caster level.","Melee Tactics Toolbox"
"Rubberskin","transmutation","","","alchemist 4, magus 4, sorcerer/wizard 5, witch 5","1 standard action","V, S, M (a piece of rubber or drop of tar)","0","personal","","","","10 minutes/level","0","0","","","Your skin becomes more elastic, distributing crushing damage efficiently. For the duration of the spell, all bludgeoning and falling damage you take is converted into nonlethal damage. This spell has no effect if you're immune to nonlethal damage.","Melee Tactics Toolbox"
"Umbral Weapon","illusion","","cold, shadow","antipaladin 2, bard 2, magus 2, sorcerer/wizard 2, witch 2","1 standard action","V, S, M (a pair of miniature swords)","0","touch","","","melee weapon touched","1 round/level","0","0","none","yes","A shadowy afterimage trails behind the targeted weapon, potentially damaging foes even when the weapon misses. Once per round, when the weapon's wielder misses a creature with the target weapon, the wielder can reroll the attack. If the reroll hits, the spell hits the targeted creature and deals 1d8 points of cold damage, plus 1 additional point per 2 caster levels (maximum +10). If an attacked creature has spell resistance, you must attempt a caster level check (1d20 + caster level) against that spell resistance the first time the spell damages the target. If the creature successfully resists umbral weapon, the spell is dispelled. If not, the creature takes damage as normal.","Melee Tactics Toolbox"
"Cheetah's Sprint","transmutation","","","bloodrager 1, druid 1, ranger 1, shaman 1, witch 1","1 swift action","V","0","personal","","","you","1 round","0","0","","","A wild surge of energy courses through your body and propels you into a sprint. If you take a charge or run action before the end of your turn, you can move a total distance of up to 10 times your base land speed. This adjustment is an enhancement bonus. There is no effect on other modes of movement, such as burrow, climb, fly, or swim. As with other effects that increase your speed, this spell affects your jumping distance.","Heroes Of The Wild"
"Clear Grove","transmutation","","","druid 3, ranger 2, shaman 3, witch 3","10 minutes","V, S, M/DF (a miniature hoe)","0","close (25 ft. + 5 ft./2 levels)","","20-ft.-radius clearing","","2 hours/level (D)","1","0","none","no","Trees, shrubs, and other thick vegetation move out of the spell's area. The affected area is cleared of all vegetation thick enough to provide cover or concealment. This also creates a hole in any tree canopy, allowing sunlight to pass through. Affected trees and undergrowth form a 5-foot-wide ring along the edge of the clearing, which may provide cover or concealment based on the thickness of the vegetation (at the GM's discretion).  This spell doesn't affect creatures of the plant type. The spell can affect vegetation altered with spells of equal or lower level (such as entangle or spike growth). When the spell ends, the trees and undergrowth move back to their original places unless they're destroyed or somehow restrained (the amount of time this takes is subject to the GM's discretion).","Heroes Of The Wild"
"Globe Of Tranquil Water","abjuration","","","cleric/oracle 4, druid 4, shaman 4, sorcerer/wizard 5, witch 4","1 standard action","V, S, M/DF (a glass globe)","0","20 ft.","20-ft.-radius emanation, centered on you","","","1 minute/level (D)","1","0","none","no","Upon casting this spell, a rippling bubble of calm water extends outward from you to a radius of 20 feet and remains centered on you when you move. The bubble blocks all natural and magical precipitation such as rain, snow, and hail (including spells such as ice storm). This bubble also pushes out any fog or mist within the area, though it does not affect temperature and can't block natural or magical lightning.  All water in this radius counts as calm water for the purposes of Swim checks, and the bubble prevents sprays and blasts of mundane and magic water from striking with enough force to deal damage, move creatures or halt their movement, or perform any action that requires an attack roll or combat maneuver check.  Water elementals are affected by a globe of tranquil water the same way creatures of the plant type are affected by an antiplant shell.","Heroes Of The Wild"
"Oasis","transmutation","","","cleric/oracle 6, druid 5, sorcerer/wizard 6","30 minutes","V, S, M/DF (1 gallon of water)","0","close (25 ft. + 5 f t./2 levels)","","water source similar to a natural spring","","instantaneous","0","0","none","no","This spell functions in any natural terrain on the Material Plane. It redirects the flow of water in the ground toward the surface at the designated point, creating a permanent water source similar to a natural spring. The spring discharges 5 gallons of pure drinking water per caster level each hour. If the shape of the terrain is suitable, a pond forms around the spring. If there is already a natural spring within 1 mile, its water output is reduced by an amount equal to the water produced by this spell's spring. A spring that has its water output reduced to 0 gallons per hour dries up and ceases to be a spring.  This spell functions differently depending on the terrain in which it's cast. In a desert, you must succeed at a DC 25 caster level check to actually create the spring, and its output is 1 gallon of drinking water per caster level each day. Furthermore, in dry areas, erosion may cause the flow of water to be blocked if the affected area is left untended before a sufficient amount of vegetation has grown around it to keep the soil in place. In an arctic environment, low temperatures may cause the water to freeze. In a tropical environment, parasites may contaminate the water if the spring is created in a place where the water stands in a stagnant pool.","Heroes Of The Wild"
"Planar Refuge","conjuration","creation","","cleric/oracle 7, druid 7, sorcerer/wizard 7, shaman 7, summoner/unchained summoner 6, witch 7","1 hour","V, S, M (precious stones worth 500 gp)","1","close (25 ft. + 5 ft./2 levels)","","50-ft.-radius area of safe environment","","1 day/level","0","0","none","no","This spell enforces the rules of the Material Plane on other planes of existence. Upon casting this spell on another plane, a spherical pocket of wilderness terrain forms around the designated point. The affected area defies the local climate and planar traits, suppressing any harmful environmental effects such as toxicity, extreme temperatures, or lack of air (though this spell doesn't affect gravity). The area also becomes lush with edible plants whose appearance, taste, and smell bear characteristics distinct to the environment. On a negative-dominant planeGMG, for example, the plants grow ghastly white leaves and taste bitter. Though planar refuge can be cast on any plane of existence other than the Material Plane, it requires a body of solid matter at least as large as its area to function.  Planar refuge can be made permanent with a permanency spell cast by a caster of 11th level or higher at a cost of 7,500 gp.","Heroes Of The Wild"
"Raven's Flight","transmutation","","","bard 3, druid 3, inquisitor 3, magus 2, ranger 2, shaman 2, sorcerer/wizard 2, witch 2","1 swift action","V","0","personal","","","you","1 round","0","0","","","You can cast this spell only if it is the first action you take on your turn. In a burst of shadowy feathers, you turn into a Tiny blurred shape reminiscent of a black raven until the beginning of your next turn. You gain a fly speed of 50 feet with good maneuverability, and apply appropriate size modifiers (though your ability scores don't change). Until the beginning of your next turn, you can take only the 5-foot step, move, run, or withdraw actions. If the spell is dispelled while you are still aloft, the power of flight dissipates slowly; you float downward 60 feet on your next turn, then fall any remaining distance.","Heroes Of The Wild"
"Wild Instinct","divination","","","bloodrager 2, druid 2, ranger 2, shaman 2","standard action","V, S, DF","0","personal","","","you","8 hours","0","0","","","This spell sharpens your senses, allowing you to perceive threats you would otherwise miss. You become aware of sounds and smells you would normally overlook, and even retain the ability to detect threats when soundly asleep. For the duration of the spell, you gain a +5 bonus on Perception checks to act in a surprise round. Additionally, you don't take a penalty on Perception checks while sleeping, and can choose to wake if you notice a threat while asleep.","Heroes Of The Wild"
"Gravel Vortex","conjuration","creation","earth","druid 4, sorcerer/wizard 4","1 standard action","V, S, M (handful of pebbles)","0","long (400 ft. + 40 ft./level)","cylinder (20-ft. radius, 40 ft. high)","","","1 round/level (D)","1","0","none","yes","You create a hail of tiny pieces of rock and dust that batter and scrape against all things in the area, dealing 5d6 points of bludgeoning damage. This damage is dealt only once, on the round the spell is cast. For the remaining duration of the spell, fine dust rains down in the area. Creatures other than stone giants inside this area take a -4 penalty on Perception skill checks, and the entire area is treated as difficult terrain. At the end of the spell's duration, the gravel and dust disappear, leaving no trace of their presence.","AP 93"
"Daywalker","necromancy","","","antipaladin 4, cleric/oracle 5, sorcerer/wizard 5, witch 5","1 standard action","V, S, M (a black glass vial containing unholy water)","0","touch","","","undead creature touched","24 hours (D)","1","0","none","yes (harmless)","You reshape the substance of a willing undead creature to resemble a living, breathing creature of the same size. This is a physical change to the undead creature's bone, flesh, or incorporeal ectoplasm, adding new flesh or bone and even hair, teeth, and blood, all of which demonstrate false signs of life that mimic a living creature's breathing and other physiological processes. An incorporeal undead creature using daywalker ceases to be incorporeal for the duration of the spell, gaining a physical corpse body. Creatures interacting with the undead can attempt a Perception check (DC = 30 or DC = 21 + the undead's Disguise modifier, whichever is higher) to realize that the signs of life are false, and a close examination with a Heal check always reveals the truth of the dead flesh.  If the undead has the frightful presence, incorporeal, light blindness, light sensitivity, stench, sunlight powerlessness, or unnatural aura abilities, the spell suppresses them. An undead creature whose touch normally deals damage, ability drain, or energy drain doesn't do so while under the spell's effects. The target of this spell may end its duration at any time as a standard action.","Cohorts & Companions"
"Plant Voice","transmutation","","","cleric/oracle 3, druid 2, shaman 2, witch 3","1 standard action","V, S, M (a small root cutting)","0","close (25 ft. + 5 ft./2 levels)","","","one plant creature","10 minutes/level","0","0","Will negates (harmless)","yes (harmless)","You grant one plant creature the ability to speak, hear, and understand any of the languages you know. If you know more than one language, you may grant the plant creature up to one language per 2 caster levels and you decide which languages to grant when the spell is cast. This spell does not cause the plant creature to be predisposed toward you in any way, but allows you to interact with them with Charisma-based skills normally. Plant creatures with an Intelligence score of 2 or lower can communicate and understand only the simplest of concepts, such as ""friend,"" ""food,"" and ""danger."" This spell has no effect on ordinary plants and fungus.","Cohorts & Companions"
"Spore Burst","conjuration","","poisonUM","druid 2, ranger 3, shaman 2, witch 2","1 standard action","V, S, M (a tiny puffball mushroom)","0","touch","","","one plant creature; see text","see text","0","0","special; see text","no","You cause a willing plant creature's body to sprout small, puffy mushrooms that remain for 1 round per caster level or until the creature uses them. As a standard action, the target can cause these mushrooms to burst open, releasing a cloud of toxic spores that affect all creatures in a 20-foot-radius spread. Those in the area must succeed at Fortitude saves or be sickened for 1d6 rounds as they are overcome by sneezing and coughing. The caster is immune to this poison effect, as are all creatures of the plant type.","Cohorts & Companions"
"Alter Summoned Monster","conjuration","summoning","","antipaladin 2, bard 2, cleric/oracle 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2","1 standard action","V, S","0","close (25 ft. + 5 ft./ 2 levels)","","","one summoned creature","instantaneous","0","0","Will negates","yes","You swap a creature summoned by a conjuration (summoning) spell for a creature you could summon with a summon monster or summon nature's ally spell. The new creature must be an option from a spell of the same level or lower as the spell that summoned the target. The new creature cannot be summoned into an environment that cannot support it. The target can attempt a Will saving throw to negate this effect, but if the target is under your control, it receives no saving throw. Alter summoned monster does not alter the duration of the spell that summoned the target, nor does it affect any additional creatures summoned by the same spell as the target. The new creature has the same conditions and amount of damage as the target creature, and remains affected by all curses, diseases, poisons, and penalties that affected the target, but no other spells or effects carry over. Alter summoned monster is a spell of the same alignment type or types as the creature for which you exchange the target. An eidolon can't be targeted by this spell.","Monster Summoner's Handbook"
"Final Sacrifice","evocation","","","antipaladin 3, bloodrager 2, cleric/oracle 3, shaman 3, sorcerer/wizard 3, summoner/unchained summoner 2, witch 4","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one summoned creature","instantaneous","0","0","Fortitude negates, then Reflex half (see text)","yes","You disrupt the conjuring energies within a summoned creature, causing it to violently explode. If the target fails its Fortitude save, it is immediately slain and all creatures within 20 feet of the target take 1d4 points of damage per spell level of the  summoning spell that conjured the target. This damage is fire damage unless the target creature has the cold or water subtype, in which case it's cold damage. Creatures caught in this explosion take half damage if they succeed at their Reflex saves against this spell's DC. Final sacrifice can detonate a summoner's eidolon, though an eidolon receives a +4 bonus on its Fortitude save unless the spell is cast by the eidolon's own summoner. If this spell targets an eidolon, creatures within 20 feet of the eidolon take an amount of damage equal to 1d4 + 1/2 the caster level of the summoner who controlled the eidolon.","Monster Summoner's Handbook"
"Gird Ally","abjuration","","","cleric/oracle 2, druid 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one summoned creature you control/level, no two of which can be more than 30 ft. apart","1 round/level (D)","1","0","none","no","You create a magical field around summoned creatures you control that deflects attacks made against them. The targets gain a deflection bonus to their AC equal to 1 + 1 for every 6 caster levels you possess (maximum +4 deflection bonus at 18th level). A summoner can target his eidolon with this spell.","Monster Summoner's Handbook"
"Instant Restoration","conjuration","healing","","cleric/oracle 4, druid 4, shaman 4, summoner/unchained summoner 4, witch 4","1 immediate action","V, S, F/DF (a thimble of water and a seed)","0","close (25 ft. + 5 ft./2 levels)","","","one summoned creature you control","1 round/level (D)","1","0","none","no","Instant restoration channels planar energy into a summoned creature. This spell can be cast as an immediate action when a summoned creature you control drops to 0 or fewer hit points. Rather than immediately disappear, the creature is healed for 4d8 hp + 1 hit point per caster level (maximum 4d8+10 hit points). If this healing brings your summoned creature's hit point total to 1 or more hit points, it remains as if its hit points had never dropped to 0 or fewer. Creatures slain by death effects cannot be saved by instant restoration. A summoner can target his eidolon with this spell.","Monster Summoner's Handbook"
"Master's Escape","conjuration","teleportation","","cleric/oracle 4, druid 4, sorcerer/wizard 4, summoner/unchained summoner 3, witch 4","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","you and one summoned creature you control","1 round/level (D)","1","0","none","no","You create an extradimensional link between yourself and one summoned creature you control that allows you to switch places. After casting master's escape, you can teleport to your summoned creature's space as a swift action, causing your summoned creature to teleport to your former space. If your summoned creature is reduced to 0 or fewer hit points before you can use this spell's effect, you can teleport to a space that you can see within 30 feet as an immediate action. After using either of these effects, the spell ends. A summoner can target his eidolon with this spell.","Monster Summoner's Handbook"
"Master's Mutation","transmutation","polymorph","","druid 5, sorcerer/wizard 5, summoner/unchained summoner 5, witch 5","1 standard action","V, S","0","close (25 ft. + 5 ft./level)","","","you and one summoned creature you control","1 round/level (D)","1","0","none","no","You can mold the ephemeral substance of the Outer Planes, mutating one summoned creature that you control to better suit your needs. Select up to two of the following abilities and grant them to the target for the spell's duration: burrow 30 feet, climb 40 feet, constrict, darkvision 90 feet, ferocity, fly 60 feet (average maneuverability), grab, jet, low-light vision, poison, rake, scent, swim 60 feet, trample, trip, or water breathing. Additionally, instead of selecting an ability, you can replace one of the target's primary natural attacks with another natural attack that deals the same amount of damage, such as replacing a Medium target's bite attack (1d6) with a gore attack (1d6). If you choose to alter a creature's natural attacks, all attacks of the chosen type are altered. A summoner can target his eidolon with this spell.","Monster Summoner's Handbook"
"Summon Laborers","conjuration","summoning","","cleric/oracle 6, shaman 6, summoner/unchained summoner 6, witch 6","10 minutes","V, S, F/DF (a strip of rune-inscribed parchment)","0","close (25 ft. + 5 ft./2 levels)","","one summoned petitioner/caster level","","8 hours (D)","1","0","none","no","Summon laborers summons one humanoid petitioner per caster level. These petitioners hail from one plane of your choice and perform tasks at your direction. The petitioners cannot fight or travel to dangerous lands, but do assist your downtime activities (Pathfinder RPG Ultimate Campaign 8 4) w ithin a s ettlement, increasing the effect of Influence or Labor you spend by 50%, to  a maximum of 1 additional point of Influence or Labor for every 2 caster levels you possess. This stacks with any increase to the effect of Influence or Labor that you receive from your followers within the settlement where the downtime activity takes place (if any). Summon laborers is a spell of the same alignment type as the plane from which the summoned petitioners hail (chaotic and evil for the Abyss, lawful and good for Heaven, and so on). Effects that increase the number of creatures summoned by a spell (such as Superior SummoningUM) do not affect summon laborers.","Monster Summoner's Handbook"
"Illusory Maze","illusion","figment","","bard 2, sorcerer/wizard 2, witch 2","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","20-ft.-radius spread","","","1 round/level","0","0","Will disbelief (if interacted with)","yes","This spell creates the illusion of a translucent, ever-changing maze of glass in the target area. Creatures in the area who believe the maze to be real cannot move more than 5 feet continuously in any one direction and can't move diagonally, forcing them to take a circuitous route to their destination.","Inner Sea Monster Codex"
"Make Lost","enchantment","compulsion","mind-affecting","bard 2, druid 2, ranger 1","1 round","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature/level, no two of which can be more than 30 ft. apart","instantaneous","0","0","Will negates","yes","You strip the targets of their senses of direction and recent memories of travel. They immediately forget the route they  took in the last hour (but not details of encounters along the way) and become lost (Pathfinder RPG Core Rulebook 424).","Inner Sea Monster Codex"
"Mind Maze","enchantment","compulsion","mind-affecting","bard 3, cleric/oracle 3, shaman 3, witch 3","1 standard action","V, S, M/DF (a chicken skull)","0","medium (100 ft. + 10 ft./level)","","","one living creature","1 round/level","0","0","Will negates","yes","This spell causes the target to act as though it's wandering through a maze. While under the effects of the spell, the target can't make attacks or cast spells and must take at least one move action each round to walk in a random direction determined using the guidelines for missed splash weapons (Core Rulebook 202). The target must move at its maximum speed during this required movement, though additional move actions after the first can cover shorter distances. If this movement takes the target into a dangerous area, such as through a threatened square or off a ledge, the target receives a second saving throw to end the effect before moving into peril. Walking into a harmless obstacle, such as a wall, ends the target's movement.","Inner Sea Monster Codex"
"Puzzle Box","enchantment","compulsion","curseUM, mind-affecting","bard 2, sorcerer/wizard 3, witch 3","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels) or touch; see text","","","one creature or one object up to 5 lbs./level","1 round/level or permanent; see text","0","0","Will negates or none","yes","This spell causes even commonly used objects to become conundrums. When cast on a creature, the target loses all weapon and shield proficiencies. The target also forgets how to use all spell-completion, spell-trigger, and use-activated magic items, as well as any mundane items used as part of a skill check, imposing a -5 penalty on all ability and skill checks attempted with such items. These effects last for 1 round per level. As a move action, the target can attempt a skill check to negate the effects of this spell for one object. Weapons, shields, and mundane objects require a successful Craft skill check of the type required to craft the item in question, with a DC equal to the spell's save DC. Magic items require a successful Spellcraft or Use Magic Device skill check against the spell's save DC.  Alternatively, this spell can be cast on a single touched object that weighs up to 5 pounds per the caster's level. Use of this object becomes a puzzle even to those previously familiar with it. Any creature attempting to use an item affected in this way is treated as though the creature was the target of puzzle box for that item only. When cast on an object, the duration of this spell is permanent.","Inner Sea Monster Codex"
