"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Monstrous Physique IV","transmutation","polymorph","","alchemist 6, magus 6, sorcerer/wizard 6","1 standard action","V, S, M (a piece of the creature whose form you plan to assume)","0","personal","","","you","1 minute/level (D)","1","0","","","This spell functions as monstrous physique III except it allows you to use more abilities. If the form you assume has any of the following abilities, you gain the listed ability: burrow 60 feet, climb 90 feet, fly 120 feet (good maneuverability), swim 120 feet, blindsense 60 feet, darkvision 90 feet, low-light vision, scent, tremorsense 60 feet, blood frenzy, breath weapon, cold vigor, constrict, ferocity, freeze, grab, horrific appearance, jet, leap attack, mimicry, natural cunning, overwhelming, poison, pounce, rake, rend, roar, sound mimicry, speak with sharks, spikes, trample, trip, and web. If the creature has immunity or resistance to any energy types, you gain resistance 20 to those energy types. If the creature has vulnerability to an energy type, you gain that vulnerability. If the creature has immunity to poison, you gain a +8 bonus on saves against poison.","Ultimate Magic"
"Murderous Command","enchantment","compulsion","mind-affecting","antipaladin 1, cleric/oracle 1, occultist 1, psychic 1, mesmerist 1, medium 1","1 standard action","V","0","close (25 ft. + 5 ft./2 levels)","","","one living creature","1 round","0","0","Will negates","yes","You give the target a mental urge to kill its nearest ally, which it obeys to the best of its ability. The target attacks its nearest ally on its next turn with a melee weapon or natural weapon. If necessary, it moves to or charges to the nearest ally in order to make this attack. If it is unable to reach its closest ally on its next turn, the target uses its turn to get as close as possible to the ally.","Ultimate Magic"
"Oppressive Boredom","enchantment","compulsion","emotion, mind-affecting","bard 2, sorcerer/wizard 2, psychic 2, mesmerist 2, medium 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature","1 round/level or until broken (see text)","0","0","Will negates (see text)","yes","You fill your target with boredom. The target loses all interest in its current task and must make a Will save against the spell's effect in order to perform its next action. If the target fails, it takes no action that round. The boredom lasts until the duration expires or the target breaks the spell's effect with a successful Will save.","Ultimate Magic"
"Oracle's Vessel","transmutation","","","oracle 4","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature","1 minute/level","0","0","Will negates (harmless)","yes (harmless)","The target gains all the benefits of your oracle's curse, with none of the penalties. In some cases, this has no effect (for example, a fighter with your haunted curse can't cast spells and doesn't gain any benefit from having additional spells known).","Ultimate Magic"
"Orb Of The Void","necromancy","","","cleric/oracle 8, sorcerer/wizard 8, psychic 8","1 standard action","V, S, M (a black gemstone of any kind worth 50 gp)","1","close (25 ft. + 5 ft./2 levels)","","1-ft.-diameter sphere","","1 round/level (D)","1","0","Fortitude negates","yes","You create a small weightless sphere of pure negative energy. As a move action, you can move it up to 30 feet per round in any direction. If it enters a space with a living creature, it stops moving for the round and that creature gains one negative level (Fortitude negates). Any creature passing through or ending its turn in the space occupied by the sphere gains one negative level (Fortitude negates). Twenty-four hours after gaining a negative level from the sphere, the subject must make a Fortitude saving throw (the DC of this save is equal to the DC of this spell) for each negative level. If the save succeeds, that negative level is removed. If it fails, that negative level becomes permanent.  If more than one orb (from different castings of the spell) enters the same space, the orbs automatically fuse together. The resulting orb uses the higher of the two orbs' DCs as its DC and whichever duration has more time left. If the orbs are from different casters, each must make an opposed Intelligence check to move the sphere.  An undead creature that passes through or ends its turn in the space occupied by the orb gains 2d4 x 5 temporary hit points for 1 hour.","Ultimate Magic"
"Overwhelming Grief","enchantment","compulsion","emotion, mind-affecting","bard 3, sorcerer/wizard 4, psychic 4, mesmerist 3","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature","1 round/level","0","0","Will negates (see text)","yes","You cause a single opponent to become profoundly stricken with intense grief. He can take no actions, takes a -2 penalty to Armor Class, and loses his Dexterity bonus (if any). He can attempt a new save each round to break the spell's effect.","Ultimate Magic"
"Overwhelming Presence","enchantment","compulsion","emotion, mind-affecting","bard 6, cleric/oracle 9, inquisitor 6, sorcerer/wizard 9, psychic 4, mesmerist 6","1 standard action","V, S, M (a swan feather)","0","medium (100 ft. + 10 ft./level)","","","one creature/level, no two of which can be more than 30 ft. apart","1 round/level","0","0","Will negates, see text","yes","Your presence inspires incredible awe in those nearby. A creature that fails a save against this spell falls to the ground and prostrates itself before you, believing it bows before a divine presence. A flying creature incapable of hovering must land immediately in order to prostrate itself. These creatures are considered to be helpless for the duration of the spell.  Each round on its turn, a target of this spell may attempt a new saving throw to end the effect; this is a full-round action that does not provoke attacks of opportunity. A creature that recovers from this spell early after being affected by it for at least 1 round takes 1d6 points of Wisdom drain and is staggered for 1d4 rounds. A creature that makes the initial save to resist this spell is merely staggered for 1 round.","Ultimate Magic"
"Pernicious Poison","necromancy","","poison","antipaladin 2, druid 2, sorcerer/wizard 2, witch 2, occultist 2","1 standard action","V, S, DF","0","touch","","","creature touched","10 minute/level","0","0","none","yes","You weaken the target's defenses against poison. The target gains a -4 penalty on saves against poison, and poisons affecting the target continue for another 2 frequency increments (for example, black adder venom lasts 8 rounds instead of 6, and arsenic lasts for 6 minutes instead of 4). Attempts to cure the poisoned target with skill or magic take a -4 penalty.","Ultimate Magic"
"Persuasive Goad","necromancy","","pain","inquisitor 1","1 standard action","V, S","0","close (25 ft. +5 ft./2 levels)","","","one creature","instantaneous and 1 minute","0","0","Fortitude negates","yes","Your eyes flash and the target takes 1d6 points of nonlethal damage. For the next minute, you gain a +4 circumstance bonus on Intimidate checks against the target.","Ultimate Magic"
"Piercing Shriek","evocation","","pain, sonic","bard 2, psychic 2","1 standard action","V","0","medium (100 ft. + 10ft./level)","","","one creature","1 round/level","0","0","Fortitude negates","yes","You emit an ear-splitting shriek which can be heard only by the target of this spell; all other observers merely see you screaming silently. The target suffers wracking pain from the scream, gaining the staggered condition. This spell has no effect on deaf creatures and cannot penetrate an area of silence.","Ultimate Magic"
"Plague Carrier","necromancy","","disease, evil","cleric/oracle 4, druid 4, sorcerer/wizard 5, witch 5","1 standard action","V, S","0","touch","","","creature touched","1 hour/level","0","0","Fortitude negates (harmless)","yes","The target's natural attacks carry filth fever (DC 10 + 1/2 of the creature's Hit Dice + creature's Con modifier)","Ultimate Magic"
"Plague Storm","necromancy","","disease, evil","cleric/oracle 6, druid 6, sorcerer/wizard 7, witch 6","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","","cloud spreads in 20-ft. radius, 20 ft. high","","1 minute/level and instantaneous (see text)","0","0","Fortitude negates","no","You create a hideous gray cloud, similar to fog cloud, that occasionally crackles with foul-smelling bolts of sickly green lightning. Creatures in the area must save or contract one of the following diseases: blinding sickness, bubonic plague, cackle fever, demon fever, devil chills, filth fever, leprosy, mindfire, red ache, shakes, or slimy doom (the disease is chosen by you when you cast the spell and applies to all creatures that fail the save). The disease is contracted immediately (the onset period does not apply) and is an instantaneous effect. Use the disease's listed frequency to determine further effects, but the disease's save DC increases by +2. For more information see page 557 of the Core Rulebook.  Unlike a fog cloud, the plague storm moves away from you at 10 feet per round, rolling along the surface of the ground.  Figure out the cloud's new spread each round based on its new point of origin, which is 10 feet farther away from the point of origin where you cast the spell.  Because the vapors are heavier than air, they sink to the lowest level of the terrain, even pouring down den or sinkhole openings. The cloud cannot penetrate liquids, nor can it be cast underwater.","Ultimate Magic"
"Play Instrument","divination","","","bard 1","1 standard action","V, S","0","personal","","","you","10 minute/level","0","0","","","You may play one instrument of your choice as if you had 1 rank in the appropriate Perform skill. Instead of a conventional instrument, you may use an object as an improvised instrument, such as using a barrel as a drum or a bow as a harp, playing it as if it were crafted to make music.","Ultimate Magic"
"Polar Midnight","transmutation","","cold, darkness","cleric/oracle 9, druid 9, witch 9, shaman 9","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","30-ft. spread","","1 round/level","0","0","Fortitude partial","yes","You plunge an area into the brutal chill of the arctic night.  Illumination conditions are dropped by two steps (though only to darkness, not supernatural darkness), and all creatures in the area take 5d6 points of cold damage and 1d6 points of Dexterity damage per round. A successful Fortitude save each round negates the Dexterity damage but not the cold damage.  Any creature that doesn't move on its turn becomes encased in a sheath of ice equivalent to wall of ice, is helpless, and cannot breathe. Corpses in the area for longer than 1 round are transmuted into solid ice; reviving the icy corpse requires true resurrection, miracle, or wish. As a move action, you may move the area of effect up to 10 feet in any direction.","Ultimate Magic"
"Polypurpose Panacea","transmutation","","","alchemist 1, sorcerer/wizard 1, psychic 1, mesmerist 1","1 standard action","S","0","personal","","","you","see below","0","0","","","This creates one of several cantrip-level effects relating to your health, well-being, and entertainment. The panacea has no side effects (for example, the intoxication panacea does not cause a hangover). When you use polypurpose panacea, choose one of the following effects.  Analgesic: You do not feel minor aches and pains, such as from arthritis, a cold, or a hangover, for 1 hour. For the duration, you gain a +2 resistance bonus against pain-related spells.  Clarity: You get a +1 competence bonus on a single attack roll, saving throw, or skill check within 1 minute. You must choose to use the bonus before making the roll to which it applies.  Hallucination: You have pleasant hallucinations for 1 hour, such as wandering lights, music, playful surreal animals, and so on. You can tell these are not real, but they are distracting, and you take a -2 penalty on Perception checks for the duration.  Intoxication: You feel comfortably intoxicated for 1 hour, as if you had a few alcoholic beverages.  Lucid Dream: If you take this panacea within 1 hour of going to sleep, you have a lucid dream that is under your control and lasts for an hour.  Resistance: You gain a +1 resistance bonus on saves for 1 minute.  Sleep: You enter a pleasant and restful sleep for at least 1 hour unless wakened. If you would normally begin sleeping at this time, when the panacea ends you continue sleeping normally.  Sobriety: You become completely sober for 1 hour, negating any penalties to your actions for being drunk (GameMastery Guide 237). Magical and alchemical methods (such as detect poison) still detect you as inebriated. Time spent under the effect of this panacea do not count toward the time necessary to sober up (it merely delays your intoxication).  Tenacity: You gain 1 temporary hit point for 1 minute.  Wakefulness: You remain awake for 2 hours without feeling sleepy, and without side effects such as jitteriness. You gain a +5 resistance bonus against sleep-related spells such as lullaby and sleep. This use of the panacea merely delays your need for sleep and does not count as rest or sleep. You can use it multiple times in succession, but as each effect wears off, you are as tired as you would be had you not used the panacea.","Ultimate Magic"
"Possess Object","necromancy","","","sorcerer/wizard 5, witch 5","1 standard action","V, S, F (a gem or crystal worth at least 100 gp)","1","medium (100 ft. + 10 ft./level)","","","one object; see text","1 hour/level or until you return to your body","0","0","","","This spell functions as magic jar, except you transfer your mind to a single object, animating it as if using animate objects, except your mind controls the object as if it were your own body. You cannot speak or cast spells while possessing the object. Because your original body is effectively dead while under the effect of this spell, this temporarily suspends disease, poisons, and other afflictions affecting you.","Ultimate Magic"
"Prediction of Failure","divination","","curse, fear, mind-affecting","sorcerer/wizard 8, witch 8, occultist 6, psychic 8","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature","permanent or 1 round/level (see text)","0","0","Will partial","yes","You wrack the target's body and mind with the anguish and suffering of every bitter failure it will ever experience, rendering it permanently shaken and sickened. A successful Will save reduces the duration to 1 round per level. If the target is a spellcaster, failing this saving throw means it also gains a random minor spellblight (see page 95).","Ultimate Magic"
"Primal Scream","abjuration","","mind-affecting, sonic","bard 4, mesmerist 4","1 standard action","V","0","personal","","","you","1 round/level","0","0","","","You voice a mighty yell from the depths of your soul, invigorating yourself and dispelling enchantment and paralysis effects. This functions as break enchantment, except it only affects you and only frees you from enchantment and paralysis effects. If the caster level check to break the hostile effect succeeds, you give voice to your scream and the spell takes effect normally; if not, this spell fails without further effect. You can cast this spell even when paralyzed or unable to speak because of an enchantment effect, but not in an area of silence , if you are unable to speak for reasons other than enchantments or paralysis (for example, if you are gagged), or if cast in an environment where speaking is not possible.","Ultimate Magic"
"Protective Penumbra","evocation","","darkness","cleric/oracle 2, sorcerer/wizard 2, witch 2, occultist 2, psychic 2, spiritualist 2","1 standard action","V, S,","0","touch","","","creature touched","10 minutes/level","0","0","Will negates (harmless)","yes","This spell keeps the target slightly in shadow. A target with light blindness, light sensitivity, or vulnerability to sunlight (such as vampires and wraiths) may ignore penalties from those qualities. The spell gives the target a +2 bonus on saving throws against nonmagical hazards related to bright light, such as glare or sunburn.","Ultimate Magic"
"Rain of Frogs","conjuration","summoning","","bard 3, druid 3, sorcerer/wizard 3, summoner/unchained summoner 3, witch 3, shaman 4, psychic 3","1 round","V, S, M/DF (a square of red cloth)","0","close (25 ft. + 5 ft./2 levels)","","one swarm of poisonous frogs","","concentration + 2 rounds","0","0","none","no","This spell functions as summon swarm, except you summon a swarm of poisonous frogs. This swarm has the statistics of a centipede swarm (Bestiary 43), except it has the animal type and its poison deals Constitution damage instead of Dexterity damage.","Ultimate Magic"
"Raise Animal Companion","conjuration","healing","","druid 5, paladin 4, ranger 4","1 minute","V, S, M (a diamond worth 1,000 gp)","1","touch","","","dead animal companion or bonded mount","instantaneous","0","0","none, see text","yes (harmless)","This spell functions as raise dead, but it only affects an animal companion, familiar, or paladin's bonded mount.","Ultimate Magic"
"Rapid Repair","transmutation","","","cleric/oracle 5, sorcerer/wizard 5, occultist 4","1 standard action","V, S, DF","0","touch","","","construct touched","1 round/level","0","0","Fortitude negates (harmless)","yes (harmless)","The targeted construct gains fast healing 5. This does not stack with any fast healing the construct already has. Fast healing has no effect on a construct that has been brought to 0 hit points or destroyed.","Ultimate Magic"
"Ray of Sickening","necromancy","","","cleric/oracle 1, druid 1, sorcerer/wizard 1, summoner/unchained summoner 1, witch 1, bloodrager 1, mesmerist 1","1 standard action","V, S, M (a drop of sweat)","0","close (25 ft. + 5 ft./2 levels)","","ray","","1 min./level","0","0","Fortitude partial; see text","yes","This spell functions as ray of exhaustion, except the target is sickened if it fails its save and unaffected if it makes its save.","Ultimate Magic"
"Reckless Infatuation","enchantment","compulsion","emotion, mind-affecting","bard 2, sorcerer/wizard 3, witch 3, psychic 3, mesmerist 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature","1 day/level","0","0","Will negates","yes","You fill your target with feelings of intense infatuation for a specific individual known to the target. At the time of the casting, you designate a single creature as the focus of the target's desire.  Thereafter, the target does all it can to remain within 30 feet of the object of its desire. If the target moves outside this range, it gains the staggered condition until it is again near the focus of its desire. If remaining within 30 feet of the focus of its affection would place the target in obvious physical danger, the target can attempt a second save to break the spell's effect.  Reckless infatuation counters unadulterated loathing.","Ultimate Magic"
"Remove Sickness","conjuration","healing","","cleric/oracle 1, druid 1, witch 1, mesmerist 1, spiritualist 1","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature","10 minutes/level; see text","0","0","Fortitude negates (harmless)","yes (harmless)","You quell feelings of illness and nausea in the target, giving it a +4 morale bonus on saving throws against disease, nausea, and sickened effects. If the subject is already under the influence of one of these effects when receiving the spell, that effect is suppressed for the duration of the spell.","Ultimate Magic"
"Reprobation","transmutation","","curse, see text","cleric/oracle 5, druid 5, inquisitor 4, paladin 4","1 minute","V, S, DF","0","close (25 ft. + 5 ft./2 levels)","","","one creature of your faith","permanent","0","0","none","yes","You cast the target out of your religion as a curse and punishment for acts or misdeeds against the tenets of your faith. This has three effects.  First, the target is marked with a magical symbol visible only to members of your faith. This symbol indicates that the target has transgressed and that the faithful should not help it. Likewise, the target is not to be persecuted because of the mark (though this would not keep members of a lawful faith from imprisoning a known criminal if these crimes were known to have taken place after he gained the mark).  Second, the target is no longer affected by helpful spells cast by the faithful and is always treated as an enemy for the purpose of other spells cast by those of your faith. For example, cure light wounds cast by a member of your faith has no effect on the target. If the target were traveling with a cleric of your faith who cast prayer, that spell would penalize rather than aid the target, despite the target's friendship with the cleric.  Third, if the target is a divine spellcaster, a member of a prestige class of your faith, or otherwise has some ability because the target belongs to your faith, it cannot use those abilities while the mark remains in place. For example, a paladin of your faith would be unable to cast paladin spells or use lay on hands or other class abilities. The target can join another faith to regain the use of these abilities, but the mark remains visible to those of your faith, even if those of the new faith accept the target.  This powerful spell with no saving throw is used to punish severe transgressions that do not deserve death or when you prefer to be merciful rather than meting out a more severe punishment. However, the spell has one drawback that prevents it from being overused. If the target did not commit any acts or misdeeds against your faith, the spell does not affect it but affects you instead, even if you are innocent of the charges.  This potential backlash prevents inquisitions run by corrupt members of the faith, and it means that most accusations of misconduct are carefully investigated (and usually verified with magic) before this sentence is handed down.  This mark can be removed like any other curse effect. In addition, a member of your faith can use atonement to break the curse if he makes a caster level check against your caster level; remove curse also requires a caster of your faith and a caster level check to end the reprobation.","Ultimate Magic"
"Resonating Word","transmutation","","sonic","bard 5, sorcerer/wizard 7, psychic 7","1 standard action","V","0","medium (100 ft. + 10 ft./level)","","","one creature","3 rounds","0","0","Fortitude partial","yes","You speak a terrible word of power, setting up potentially lethal vibrations in the chosen target. The target must save once each round on your turn, and the effects grow stronger for each saving throw the creature fails.  On the first round, the target takes 5d6 points of sonic damage and is staggered for 1 round. A successful save halves the damage and negates the staggered effect.  On the second round, the target takes 5d6 points of damage and is stunned for 1 round. A successful save halves the damage and negates the stunning effect.  On the third round, the target takes 10d6 points of damage and is stunned for 1d4+1 rounds. A successful save halves the damage and negates the stunning effect.  The resonating word has no power after the third round, even if the spell's duration is increased.","Ultimate Magic"
"Restore Corpse","necromancy","","","cleric/oracle 1, druid 1, sorcerer/wizard 1, witch 1, occultist 1, psychic 1, medium 1","1 standard action","V, S","0","touch","","","corpse touched","instantaneous","0","0","none","no","You grow flesh on a decomposed or skeletonized corpse of a Medium or smaller creature, providing it with sufficient flesh that it can be animated as a zombie rather than a skeleton. The corpse looks as it did when the creature died. The new flesh is somewhat rotted and not fit for eating.","Ultimate Magic"
"Restore Eidolon","conjuration","healing","","summoner/unchained summoner 3","1 minute","V, S, M (diamond dust worth 100 gp or 1,000 gp, see text)","1","touch","","","eidolon touched","instantaneous","0","0","Will negates (harmless)","yes (harmless)","This spell functions as restoration, except it only affects an eidolon.","Ultimate Magic"
"Restore Eidolon, Lesser","conjuration","healing","","summoner/unchained summoner 2","3 rounds","V, S","0","touch","","","eidolon touched","instantaneous","0","0","Will negates (harmless)","yes (harmless)","This spell functions as lesser restoration, except it only affects an eidolon.","Ultimate Magic"
"Ride the Lightning","evocation","","electricity","sorcerer/wizard 9","1 swift action","V, S","0","personal","","","you","1 round/level (D)","1","0","","","You may transform into lightning as a standard action and instantly travel in a straight line to a distance of up to 120 feet, rematerializing in the new location as a free action. This movement does not provoke attacks of opportunity. Creatures in this line take 10d6 points of electrical damage and are staggered for 1 round (a successful Reflex save halves the damage and negates the staggered condition, spell resistance applies).  Objects in your path are damaged as well, with combustible objects being set ablaze and metals with low melting points melted. If your path is interrupted by a barrier or otherwise deflected, you materialize short of your final destination in the nearest open space; targets in the line to that point take damage as normal. You are immune to electricity while this spell lasts.","Ultimate Magic"
"Ride The Waves","transmutation","","water","cleric/oracle 4, druid 4, sorcerer/wizard 4, witch 4, bloodrager 4, shaman 4","1 standard action","V, S","0","touch","","","creature touched","1 hour/level (D)","1","0","Will negates (harmless)","yes (harmless)","The target gains the ability to breathe water and a swim speed of 30 feet. This swim speed means the target also gains the standard +8 bonus on Swim checks and the ability to take 10 on Swim checks even while distracted or endangered. The target can use the run action while swimming, provided it swims in a straight line. The spell does not make the target unable to breathe air.","Ultimate Magic"
"Sanctify Corpse","evocation","","good","cleric/oracle 1, inquisitor 1, paladin 1, witch 1, spiritualist 1","1 standard action","V, S, DF, M (a pinch of silver dust)","0","touch","corpse touched","","","24 hours","0","0","none","no","This spell blesses a corpse with positive energy, preventing it from being turned into an undead creature. Attempts to raise the corpse as an undead automatically fail. If the corpse is of a person slain by a creature that creates undead out of its slain foes (such as a shadow, vampire, or wraith), that is delayed until the end of this spell. It is possible to protect a corpse for an extended time by casting this spell each day.  Sanctify corpse can be made permanent with a permanency spell by a caster of 9th level or higher for the cost of 500 gp.","Ultimate Magic"
