"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Wither Limb","necromancy","","","cleric/oracle 6, inquisitor 6, shaman 6, sorcerer/wizard 6, spiritualist 5, witch 6","1 standard action","V, S","0","touch","","","living creature touched","instantaneous","0","0","Fortitude negates","yes","You cause one limb of the target to shrivel and weaken. The target takes 2d6 points of damage. The points are permanently lost until the target's limb is restored by heal, limited wish, miracle,  regenerate, or wish. Wither limb affects only living creatures of the humanoid or monstrous humanoid type, or similar bipedal creatures at the GM's discretion. You choose the limb affected. This spell's effects stack, until all a target's arms and legs (or equivalent limbs) are withered.  Arm: The target looses the use of one arm, which might affect what weapons and shields it can use. The creature must immediately drop all objects held in the withered limb, though it can shift a two-handed weapon it is holding in both hands to a remaining arm as an immediate action. Worn objects-gauntlets, rings, and magic items in the wrist slot-remain. This prevents the creature from using two-weapon fighting, claw attacks from that arm, and so on. If multiple castings of this spell wither all of a creature's arms, it can't manipulate objects or cast spells requiring somatic components.  Leg: The creature's movement speeds are halved, except for flying or other speeds that don't involve its legs. If multiple castings of this spell wither all of a creature's legs, it can only crawl at a speed of 5 feet each round.  Wing: The creature loses access to any fly speed that depends on its wings if even a single wing is withered.","Horror Adventures"
"Besmara's Grasping Depths","necromancy","haunted","emotionUM, fear, mind-affecting","cleric/oracle 5, inquisitor 6, shaman 6, spiritualist 5, witch 6","1 standard action","V, S, M/DF (a vial of sea water)","0","close (25 ft. + 5 ft./2 levels)","one 5-ft. cube/level (S)","","","see text","0","1","Will partial; see text","yes","You call upon the restless souls of those who died at sea. This spell can be cast only on an area of deep water. When a creature enters the area, the haunt manifests, automatically grabbing the creature and dragging it under the water on initiative count 10. Each round, the haunt deals 1d6 points of nonlethal damage as it drags its victim down 10 feet; a successful DC 15 Swim check reduces the descent to 5 feet and negates the nonlethal damage. Each round in the haunt's clutches reduces the duration the victim can hold her breath by 2 rounds (Pathfinder RPG Core Rulebook 445). A victim can make a single move or standard action each round while in the haunt's grasp if she succeeds at a Will save; on a failed save, she can only struggle helplessly against the haunt. A victim cannot use her actions to swim toward the surface while the haunt is active. If the haunt reaches the bottom of its body of water, it pounds its victim against the bottom, dealing 2d6 points of nonlethal damage per round to the victim and reducing the  duration the victim can hold her breath by an additional round. This continues until either the haunt is neutralized (in which case the victim must still swim to the surface) or the victim drowns.  The haunt can grab and attempt to drown multiple creatures in its area on its initiative count. The magic holding the haunt together is unstable and deteriorates while the haunt is active. Each round at the end of its turn, the haunt automatically loses 1d6 hit points per creature it is currently affecting. Furthermore, the spell's haunt-like manifestation is active throughout the spell's duration, rendering it vulnerable to effects that damage haunts. When the haunt reaches 0 hit points, the spell ends.","Haunted Heroes Handbook"
"Crafter's Nightmare","necromancy","haunted","emotionUM, fear, mind-affecting","bard 2, druid 2, medium 1, mesmerist 2, occultist 2, psychic 2, sorcerer/wizard 2, spiritualist 2, witch 2","1 standard action","V, S, M (a broken tool)","0","close (25 ft. + 5 ft./2 levels)","one 5-ft. cube/level (S)","","","1 day/level (D)","1","1","Will negates","yes","You concentrate feelings of competitiveness, envy, and ill will into a poltergeist-like haunt that wreaks havoc on its victim's long-term endeavors. Every time a creature in the affected area attempts a Craft or Profession check to generate income, create an item, or earn capital (Pathfinder RPG Ultimate Campaign 85), any skill check required for crafting or repairing a magic item, or any skill check required for an occult ritual (Pathfinder RPG Occult Adventures 208), the haunt imposes a -5 penalty on the check. If the creature fails its check by 5 or more, the haunt's mischief deals 1d6 points of damage to the creature in addition to any other negative effects from such a failure. If the creature attempts to cast a spell with a casting time of 1 minute or longer, the haunt becomes similarly disruptive, requiring the caster to succeed at a concentration check (DC = 15 + spell level) or lose the spell and take 1d6 points of damage from the mischief. Each time the haunt is disruptive, the spell's haunt-like manifestation occurs during that round.","Haunted Heroes Handbook"
"Frigid Souls","necromancy","haunted","cold, emotionUM, fear, mind-affecting","cleric/oracle 4, druid 4, ranger 3, shaman 4, sorcerer/wizard 4, witch 4","1 standard action","V, S, DF/M (a bloody icicle)","0","close (25 ft. + 5 ft./2 levels)","one 5-ft. cube/level (S)","","","1 hour/level (D)","1","1","Will negates","yes","You harness the Irriseni people's palpable fear of their frozen environment and cruel Jadwiga overlords into a haunt that withers defenses against the cold. Any creature that enters the affected area must succeed at a Will save or gain spell resistance equal to 11 + your caster level against any abjuration effect that provides resistance to or protection against cold damage or cold climates. This spell resistance cannot be voluntarily lowered. Once every 30 minutes as an immediate action, the haunt attempts a dispel check (1d20 + your caster level) against an active abjuration effect currently protecting a creature in the affected area against cold, even if it was active before the creature was haunted or it successfully bypassed the spell resistance imposed by the haunt. Against creatures with multiple layers of protection, these dispel checks start with the highest-level abjuration effects and work their way down the list. Each time the haunt attempts a dispel check, the spell's haunt-like manifestation occurs during that round.","Haunted Heroes Handbook"
"Grim Stalker","necromancy","haunted","death, emotionUM, fear, mind-affecting","cleric/oracle 7, magus 6, shaman 7, sorcerer/wizard 7, summoner/unchained summoner 6, witch 7","1 minute","V, S, DF/M (a hound's fang)","0","touch","","","one object touched","1 day/level (D)","1","0","Will negates (object); see text","yes (object)","You bind spirits of ill fate to an object, focusing their wrath onto the next creature that touches the object. When a creature touches the target object, it can attempt a Will save to negate the spell's effect. Although a successful save prevents the creature from becoming haunted, the haunt still resides within the object, and targets either the next creature to touch the object or the same creature again if it still holds the object after 24 hours. The haunt remains within the object until a creature fails its save or the spell's duration ends.  Once a creature is affected by the haunt, it begins noticing a large, black mastiff with ominous green eyes watching and following it from a distance, always just beyond the range of focus or interaction. The grim stalker terrorizes the creature's sleep, affecting it as per nightmare every night during the spell's duration (Will negates for one night). Each time the creature takes hit point damage, the grim stalker lunges closer, causing the creature to become shaken for 1 round (Will negates). Each time the creature is reduced to less than one-tenth of its maximum hit points, the grim stalker lunges at the creature as an immediate action, affecting it as per phantasmal killer.  Each time the grim stalker lunges at the affected creature, the spell's haunt-like manifestation occurs during that round. Alternatively, a haunted creature can attempt to force the grim  stalker to manifest using a simple ritual that requires a successful Knowledge (arcana), Knowledge (religion), or Spellcraft check; occult reagents costing 450 gp (which are consumed as part of the ritual); and a full-round action. The DC for this check equals the spell's save DC. Successfully performing the ritual causes the grim stalker to manifest as a Nessian warhound (Pathfinder RPG Bestiary 173) in an available square 20 feet away from the victim, save that its only subtype is extraplanar, its alignment is neutral, its bite and breath weapon deal negative energy damage instead of fire damage, and it has negative energy affinity instead of fire immunity and vulnerability to cold. The grim stalker immediately attacks the affected creature, persisting until either it or the creature is slain, at which point the spell effect (and the warhound) disappears.","Haunted Heroes Handbook"
"Horrifying Visage","necromancy","haunted","emotionUM, fear, mind-affecting","bard 3, cleric/oracle 3, inquisitor 3, magus 3, psychic 3, shaman 3, sorcerer/wizard 3, spiritualist 3, witch 3","1 standard action","V, S, M (a live spider)","0","close (25 ft. + 5 ft./2 levels)","one 5-ft. cube/level (S)","","","1 day/level (D)","1","1","Will negates","yes","You channel residual feelings of terror into the minds of creatures within the area, causing those fears to manifest when confronted with a specific object. All creatures in the area must succeed at a Will save or acquire a phobia (Pathfinder RPG GameMastery Guide 250) for the spell's duration. You choose one kind of creature, object, or image within the area of the spell when it is cast that triggers the phobia. The kind of creature, object, or image that triggers the phobia must be named specifically. A creature type or subtype is not specific enough. The phobia can be cured using traditional methods of treating insanity, and spells or effects that prevent possession or mind control suppress the phobia for their duration. Each time the phobia is triggered in an affected creature, the spell's haunt-like manifestation occurs during that round.","Haunted Heroes Handbook"
"Mischievous Shadow","necromancy","haunted","emotionUM, fear, mind-affecting","bard 4, magus 4, medium 3, shaman 4, sorcerer/wizard 4, spiritualist 4, summoner/unchained summoner 4, witch 4","1 standard action","V, S, M (a black candle)","0","close (25 ft. + 5 ft./2 levels)","one 5-ft. cube/level (S)","","","1 day/level (D)","1","1","Will negates","yes","You direct spirits into the shadows of creatures. The shadows of creatures that fail their Will saving throws appear slightly different for the duration of the spell, bearing small horns, unusually long and slender arms, or other small discrepancies. This spell does not work on creatures that do not cast shadows or reflections. At will as an immediate action (but no more often than once every 10 minutes), a mischievous shadow can interfere with its host's actions or the actions of adjacent creatures by interacting with their shadows in ways that affect their physical counterparts, such as grabbing the shadow of a crossbow to redirect the physical weapon's aim. Each disruption either imposes a -8 penalty on a single attack roll, combat maneuver check, or Strength- or Dexterity-based skill check, or requires a spellcaster to succeed at a concentration check (DC = 15 + spell level) or lose a spell being cast. If you are within range of the spell effect, you can decide how these shadows interfere; otherwise, their actions are timed and decided by the GM as needed, typically manifesting during important or crucial roles. Each time a mischievous shadow makes such a disruption, the spell's haunt-like manifestation occurs during that round.","Haunted Heroes Handbook"
"Skin Tag","necromancy","haunted","emotionUM, fear, mind-affecting","alchemist 1, medium 1, occultist 1, shaman 1, sorcerer/wizard 1, witch 1","1 minute","V, S, M (beverage or food item, plus special reagents worth 25 gp)","1","touch (object); 1 mile (remote effects)","","","1 beverage or piece of food touched","1 day plus 1 day/level (D)","1","0","none (object), Fortitude negates; see text","no (object), yes (creature)","You mix a malign spirit into a piece of food, a drink, or some other item to be consumed (including alchemical items, potions, elixirs, or similar items). The skin tag spell discharges when the item is consumed, affecting the creature that used the item unless it succeeds at a Fortitude save. The spirit embeds itself somewhere in the affected creature's skin, forming a painless set of wrinkles and tags of skin that looks vaguely like a face when the haunt activates. You are considered to have a body part from the affected creature for the purpose of scrying and similar divination spells. Once per day as a standard action, you can remotely cause the spirit to make the affected creature's skin crawl, causing the creature to become sickened for 1d4 rounds + 1 round per 2 caster levels you have (to a maximum of 5 extra rounds at 10th level) unless it succeeds at a Fortitude save. Alternatively, once per day you can remotely use a hex, a mind-affecting spell, or a necromancy spell that causes disease or possession on the affected creature. Each time you use the  remote sickening or spell or hex effect, the spell's haunt-like manifestation occurs during that round.","Haunted Heroes Handbook"
"Unsettling Presence","necromancy","haunted","emotionUM, fear, mind-affecting","bard 2, medium 1, mesmerist 2, occultist 2, psychic 2, shaman 2, sorcerer/wizard 2, witch 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","one 5-ft. cube/level (S)","","","1 hour/level (D)","1","1","Will negates","yes","Those in this spell's area who fail their Will saving throws harbor a faint sense of paranoia and evoke the same feeling in others for the duration of the spell. Domesticated animals (not including familiars and animal companions) don't willingly approach affected creatures unless the animal's master succeeds at a DC 25 Handle Animal, Ride, or wild empathy check. Affected creatures take a -4 penalty on Handle Animal, Ride, and wild empathy checks against familiars, animal companions, animal cohorts, and other permanent companions provided by class abilities for the spell's duration. Anyone an affected creature interacts with must succeed at a Will save or have its initial attitude automatically worsened by one step for the spell's duration. Every time an affected creature attempts a Sense Motive check to get a hunch or detect a Bluff from another creature (or vice versa), it must succeed at a Will save or automatically assume the other party is lying or otherwise harbors ill will against it. Each time this spell causes an affected creature (or someone interacting with the affected creature) to attempt a Will saving throw, the spell's hauntlike manifestation occurs.","Haunted Heroes Handbook"
"Urgathoa's Beacon","necromancy","haunted","emotionUM, evil, fear, mind-affecting","antipaladin 2, cleric/oracle 2, inquisitor 2","1 standard action","V, S, DF","0","close (25 ft. + 5 ft./2 levels)","one 5-ft. cube/level (S)","","","1 hour/level (D)","1","1","Will negates","yes","You shroud an area in Urgathoa's unclean influence, rendering those who pass through it and fail their Will saving throws more enticing to ravenous undead. When an affected creature comes within 60 feet of an undead creature, the spell immediately draws the undead creature's attention, granting it a +4 bonus  on Perception checks to notice the affected creature and on saving throws to resist spells that hide or disguise the affected creature (such as hide from undead). Once the undead creature notices the affected creature, it feels compelled to kill and devour the affected creature, and gains a +1 profane bonus on attack rolls made against the affected creature and a +1 profane bonus on saving throws against the affected creature's spells and special abilities. The undead also ignores any concealment less than total concealment that an affected creature has. Each time the spell draws an undead creature's attention to an affected creature, the spell's haunt-like manifestation occurs during that round.","Haunted Heroes Handbook"
"Yellow Sign","enchantment","compulsion","mind-affecting","bard 6, cleric/oracle 9, sorcerer/wizard 9, witch 9","10 minutes","V, S, M (ochre and sulfur, plus powdered gold worth a total of 15,000 gp)","1","0 ft.; see text","","one symbol","","see text","0","0","Will negates","yes","This spell functions as per symbol of death, save that creatures that succumb to this spell become dominated (as per dominate monster) by Hastur. This causes such creatures to seek to aid any obvious minions or worshipers of Hastur in sight, and any true worshiper of Hastur can command the affected creatures as if that worshiper had been the one to  dominate them. In the case of conflicting commands issued from different true worshipers of Hastur, the commanders must attempt opposed Charisma checks, with the winner being able to command the targets for that round. If no worshipers or agents of Hastur are in sight, an affected creature can act normally. When affected by this spell's Yellow Sign in this way, the effects last for 1 round per level. Once triggered, the Yellow Sign remains active for 10 minutes per caster level.  There is a 1% chance when a creature fails its saving throw against this spell that Hastur takes note and, for reasons of his own, decides to control the target personally. In this case, the actions taken by the dominated creature are left to the GM to determine, but the effects of this spell's Yellow Sign persist for 1 day per level and the commands issued cannot be countermanded by any other creature, even if they are Hastur worshipers.  Regardless of how long the effects last or whether Hastur directly controls a victim, if a creature failed to resist this spell's effects, Hastur can target that victim for the rest of its life with his fulvous dreams ability (Pathfinder RPG Bestiary 4 140). Whether or not the Great Old One ever chooses to do so is left to the GM to determine.  Yellow Sign can be made permanent with a permanency spell by a caster of 18th level or higher for the cost of 40,000 gp.","AP 110"
"Janni's Jaunt","conjuration","teleportation","","cleric/oracle 4, medium 3, psychic 4, shaman 6, sorcerer/wizard 6, summoner/unchained summoner 5, witch 6","1 standard action","V, S, F (a forked metal rod attuned to the plane of travel)","0","touch","","","creature touched, or up to eight willing creatures joining hands","instantaneous","0","0","Will negates","yes","This spell functions as per plane shift, but with the following exceptions. First, you are able to transport only willing creatures. Second, the spell can transport you and any other willing targets only to an Elemental Plane, the Astral Plane, or the Material Plane.","Planes Of Power"
"Medusa's Bane","abjuration","","","sorcerer/wizard 4, witch 4","1 standard action","V, S, M (tiny fragment of a mirror)","0","personal","","","you","1 round/level","0","0","","","This spell causes your eyes to take on a silvery mirror-like quality, transforming your eyes into metallic-looking orbs that reflect the world you see. Your vision is in no way impaired while this spell is in effect, but you are granted immunity to gaze attacks for the spell's duration. As an immediate action, you can reflect a creature's gaze back on itself, forcing the target of the gaze attack to save against its own gaze weapon or be affected by it. This reflection bypasses the typical immunity creatures with gaze attacks have to their own race's gaze attack, but does not bypass any other resistances or immunities the creature might have. Once you choose to reflect a gaze attack in this manner, the effect of medusa's bane immediately ends.","Divine Anthology"
"Enlightened Step","transmutation","","air, meditative","cleric/oracle 6, druid 6, shaman 6","1 hour","V, M (soothing incense worth 600 gp)","1","personal","","","you","24 hours or until discharged","0","0","","","Through careful regulation of your body's mystical energies, thoughtful control of your poise and balance, and the focus in your mind on the surety of each and every step you take, you are able to make your steps lighter than air. This grants you the benefits of air walk, except as noted above. Additionally, at any time during the spell's duration, you can expend the spell's remaining duration as a swift action in order to gain a fly speed of 120 feet with perfect maneuverability for 1 minute. After this time, the spell ends.","Divine Anthology"
"Firewalker's Meditation","abjuration","","meditative","cleric/oracle 4, druid 4, paladin 3, shaman 4, wizard 4","1 hour","V, M (soothing incense worth 400 gp)","1","personal","","","you","24 hours or until discharged","0","0","","","You focus your mind on blocking out pain, allowing your body to endure punishments that would be otherwise unbearable. While under the effects of this spell, you continue to register pain-you simply don't suffer the deleterious effects such sensations bring. For example, if you were lit on fire as you slept, you would still wake from the pain of burning even though some of the fire damage you endured (perhaps all of it) would be negated by this spell.  You gain DR 5/magic, resist fire 10, and a +4 bonus on saving throws to resist pain effects. Once the spell has prevented a total of 10 points of damage per caster level (maximum 100 points), it is discharged. At any time during the spell's duration when you take damage that would be subject to the damage  reduction or energy resistance granted by this spell, you can expend the spell's remaining duration as an immediate action in order to increase the effects to DR 10/magic, resist fire 30, and immunity to pain effects. If you do so, these enhanced effects persist for 3 rounds. After this time, the spell ends.","Divine Anthology"
"Rite Of Bodily Purity","abjuration","","meditative","cleric/oracle 1, druid 1, paladin 1, ranger 1, shaman 1","1 hour","V, M (soothing incense worth 100 gp)","1","personal","","","you","24 hours or until discharged","0","0","","","You energize your body's immune system, improving your ability to resist toxins and ailments. You gain a +2 resistance bonus on saving throws to resist diseases, drugs, and poisons. Additionally, at any time during the spell's duration, whenever you fail a saving throw to resist a disease, drug, or poison, you can expend the spell's remaining duration as an immediate action in order to reroll that saving throw. You must take the second result, even if it's worse. The +2 resistance bonus granted by the spell applies to the reroll, but after you make this reroll, the spell ends.","Divine Anthology"
"Rite Of Centered Mind","abjuration","","meditative","cleric/oracle 1, druid 1, shaman 1, wizard 1","1 hour","V, M (soothing incense worth 100 gp)","1","personal","","","you","24 hours or until discharged","0","0","","","You heighten your awareness of your own thoughts, allowing you to more easily resist outside influences. You gain a +1 resistance bonus on saving throws to resist mind-affecting effects. This resistance bonus is increased to +2 if the effect is an emotion or fear effect. Additionally, at any time during the spell's duration, whenever you fail a saving throw to resist a mind-affecting effect, you can expend the spell's remaining duration as an immediate action in order to reroll that saving throw. You must take the second result, even if it's worse. The +2 resistance bonus granted by the spell applies to the reroll, but after you make this reroll, the spell ends.","Divine Anthology"
"See Beyond","divination","","meditative","cleric/oracle 3, shaman 3, witch 3, wizard 3","1 hour","V, M (soothing incense worth 300 gp)","1","personal","","","you","24 hours or until discharged","0","0","","","You attune your mind and your sight to the hidden world of spirits. You gain a +5 circumstance bonus on Perception checks; this circumstance bonus increases to a +10 circumstance bonus  on Perception checks to find invisible creatures or objects, incorporeal creatures or objects, or things that exist only on the Ethereal Plane. Additionally, at any time during the spell's duration, you can push your ethereal vision even further as a swift action. When you do, you can see through solid objects (as if using a ring of x-ray vision) for 5 rounds. After this time, the spell ends.","Divine Anthology"
