"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Surface Excursion","conjuration","teleportation","","magus 5, occultist 4, psychic 5, shaman 5, sorcerer/wizard 5, spiritualist 4, summoner/unchained summoner 4, witch 5","3 rounds","V, S, M (a handful of soil that has been in the sun for at least 6 hours)","0","touch","","you plus up to one willing creature per 3 levels","","1 hour/level (D)","1","0","Will negates (harmless)","no","You instantly transport yourself and touched allies onto the nearest sky-facing surface directly above you. The destination surface may be solid ground or the surface of a body of water (or other liquid), depending on your position. If reaching the surface would require crossing planar boundaries or no sky-facing surface exists directly above your position, the spell fails and has no effect.  When the spell is cast, a magical beacon appears at both your departure and arrival points, suspended 3 feet in the air. These beacons are invisible to everyone but you and those allies touched when the spell was cast. You and every creature originally targeted by the spell can touch the beacon at your arrival point to teleport back to your original departure point. Each creature that chooses to return in this manner is transported to a free space adjacent to the beacon at your original departure point. If the area around the departure beacon is occupied by a solid body (for instance, rubble from a cave-in), then you and each creature traveling with you take 1d6 points of damage and are shunted to a random open space on a solid surface within 100 feet of the beacon. If there is no free space within 100 feet, the spell effect ends with no return transportation.","Heroes Of The Darklands"
"Cold Iron Fetters","conjuration","creation","","cleric/oracle 5, inquisitor 4, occultist 5, ranger 3, shaman 5, sorcerer/wizard 5, summoner/unchained summoner 4, witch 5","1 standard action","V, S, M/DF (miniature cold iron shackle)","0","medium (100 ft. + 10 ft./level)","","","one creature","1 round/level (D)","1","0","Reflex negates","no","Cold iron shackles materialize around the target's limbs, reducing each of the target's movement speeds by half. Any flying target has its maneuverability worsened by two steps (from good to poor, for example, to a minimum of clumsy maneuverability). Additionally, if the target has DR/cold iron or DR/cold iron and magic, it is unable to use supernatural or spell-like means of movement (such as dimension door, teleport, or tree meld) for the duration of the spell.","Legacy Of The First World"
"Iron Spine","transmutation","","","cleric/oracle 4, magus 3, sorcerer/wizard 3, witch 3","1 standard action","V, S, M/DF (cold iron ingot)","0","medium (100 ft. + 10 ft./level)","","","one living creature","1 round/level","0","0","no","yes","You launch an ingot of iron at the target. If you succeed at a ranged touch attack, the target's skeleton or exoskeleton turns into jagged shards of cold iron. Whenever the target moves, it takes 1d6 points of piercing damage and is sickened for 1 round as metal spines stab into its flesh. This damage is subject to damage reduction, but it overcomes damage reduction as though it were a weapon of cold iron and magic. A creature affected by this spell can choose to remain motionless to avoid taking damage. Creatures with DR/cold iron or DR/cold iron and magic affected by this spell are nauseated instead of sickened. This spell has no effect on a creature that has neither a skeleton nor a hard carapace.","Legacy Of The First World"
"Mortal Terror","enchantment","","fear, mind-affecting","antipaladin 2, bard 2, cleric/oracle 2, inquisitor 2, mesmerist 2, psychic 2, shaman 2, sorcerer/wizard 2, witch 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature","1 round/level","0","0","Will partial (see text)","yes","You imbue the target with an exaggerated sense of its own mortality and a drive for self-preservation. The target is shaken, and the first time each round the target takes damage (including the first round of the spell's duration), it must succeed at another Will save or its fear level increases by one step (from shaken to frightened, and from frightened to panicked). If the target fails a saving throw against this effect while panicked, it is transfixed in terror and is helpless for the remainder of the spell's duration. If the target succeeds at the initial Will save, it is shaken for 1 round but its fear level cannot be further increased by this spell's effects during that round.","Legacy Of The First World"
"Alluring Spores","conjuration","creation","","druid 2, shaman 2, witch 2","1 standard action","V, S, M/DF (a clump of pollen)","0","medium (100 ft. + 10 ft./level)","20-ft.-radius spread","","","1 minute/level","0","0","Fortitude negates","yes","This spell creates a burst of spores that weaken the mind. Creatures within the area must succeed at a Fortitude save or take a -1 penalty on saving throws against your enchantment spells or effects for the duration of this spell. This penalty increases to -2 for any creature that is (or could be) sexually attracted to you.","Legacy Of The First World"
"Strand Of The Tangled Knot","abjuration","","","cleric/oracle 1, inquisitor 1, shaman 1, witch 1","1 standard action","V, S, M/DF (a small knot of twine)","0","personal","","","you","1 round/level (D)","1","0","","","You mimic tugging at the Green Mother's legendary Tangled Knot to subtly alter your fate. The next single attack made against you takes a -10 penalty. If that attack is a critical hit, it is instead treated as a normal hit.","Legacy Of The First World"
"Thirsting Entanglement","transmutation","","","druid 4, ranger 4, shaman 4","1 standard action","V, S, DF","0","long (400 ft. + 40 ft./level)","plants in a 40-ft.-radius spread","","","1 min./level (D)","1","0","Reflex partial; see text","no","This spell functions as entangle, except the plants latch on to targets and drain away their vitality. Any creature that fails a save to avoid becoming entangled or fails a check to break free takes 1d2 points of Constitution damage.","Legacy Of The First World"
"Threefold Face","transmutation","","","medium 3, sorcerer/wizard 3, witch 3","1 standard action","V, S, M/DF (a three-pointed knot)","0","personal","","","you","9 minutes","0","0","","","You grow two additional faces set equidistantly around your head, each embodying a different aspect of your personality that you choose (such as kindliness, joy, or wrath). You gain all-around vision and can't be flanked. Effects that would blind you, deafen you, block your mouth, or otherwise affect your face, including beneficial effects that grant you exceptional vision, only affect a single face (for example, it would take three castings of blindness/ deafness to blind you). You lose all-around vision if even a single face becomes blind. This spell doesn't grant you additional magic item slots or additional heads. When threefold face ends, you gain all the conditions from all three faces, for good or ill.","Legacy Of The First World"
"Threefold Form","divination","","","druid 9, psychic 9, witch 9","1 standard action","V, S, F (a green, three-pointed knot made of mithral worth 729 gp)","1","personal","","","you","9 rounds","0","0","","","You pull forth idealized versions of yourself at various ages from your mind, splitting into three copies of yourself. Threefold form functions as bilocation (Pathfinder RPG Occult Adventures 158), except there are three of you instead of two, and each of the three bodies is under the effect of threefold aspectAPG with a different idealized age. Other than the differences from threefold aspect, each body shares all other effects with you, as normal for bilocation.","Legacy Of The First World"
"Threefold Sight","divination","","","bard 3, medium 3, occultist 3, psychic 3, sorcerer/wizard 3, witch 3","1 standard action","V, S, M/DF (a three-pointed knot)","0","personal","","","you","3 minutes","0","0","","","You view several possible futures at once, allowing you to thread a needle around disasters by taking a middle path. For the duration of this spell, whenever you roll for an attack, saving throw, or skill check, roll three d20 and use the middle of the three rolls (or the highest, if more than one die shows the same highest value, or the lowest, if more than one die shows the same lowest value). If another ability would make you roll an attack roll, saving throw, or skill check twice and take the higher result, roll twice and take the lower result, or reroll, that ability has no effect and threefold sight ends immediately.","Legacy Of The First World"
"Ally Across Time","conjuration","summoning","","bard 2, cleric/oracle 2, inquisitor 2, medium 1, psychic 2, ranger 1, sorcerer/wizard 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","one 5-ft. cube of temporal possibility/2 levels","","1 round/level","0","0","none","no","You create one or more 5-foot cubes of temporal possibility where your timeline overlaps with those of your parallel existences. As a free action, you can summon a duplicate of yourself (not including any animal companions, familiars, intelligent items, or other creatures) from an alternate timeline in one of the cubes you can see, which lasts until the end of your turn. This duplicate has your statistics (though its hit points equal your caster level), threatens all squares adjacent to it, and has any teamwork feats you have. Although the duplicate appears with all of the equipment you currently carry, it cannot use any of its equipment and all its equipment disappears when the duplicate does. This duplicate cannot voluntarily move from the space in which it's summoned. During its brief existence, a duplicate can use the aid another action once to assist you, but it cannot take any other type of action. Once a duplicate disappears, the cube of temporal possibility it occupied dissipates.  You can summon only one duplicate before the spell ends. For every 4 caster levels you have beyond 3rd, you can summon an additional duplicate before the spell ends, though you cannot have more than one duplicate in existence at once.","Legacy Of The First World"
"Army Across Time","conjuration","summoning","","bard 4, cleric/oracle 5, inquisitor 4, medium 3, psychic 5, ranger 3, sorcerer/wizard 5","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","five 5-ft. cubes of temporal possibility plus one additional cube/level","","1 round/level","0","0","none","no","This spell functions as ally across time as noted above with  two exceptions. First, you can summon one duplicate per caster level before the spell ends. Second, you can have up to one duplicate in existence at a time for every 3 caster levels you have.","Legacy Of The First World"
"Temporal Divergence","transmutation","","","psychic 7, sorcerer/wizard 7, witch 7","1 swift action","V, S, M (mithral wishbone worth 100 gp)","1","personal","","","you","instantaneous","0","0","","","This spell allows you to witness two divergent decisions and choose which to pursue. Upon completing this spell, you must immediately choose two other different spells that you could cast at that moment and that each have a casting time of 1 standard action; these spells take effect simultaneously, and you must track all resulting effects, areas of effect, saving throws, and other outcomes separately as if each had been cast normally and the other spell had never happened. Once you've seen how each spell resolves, you must choose which version of reality occurred, expending the standard action, prepared spell, and material components as necessary. The other spell's results are ignored and do not require an action or expend the prepared spell, spell slot, or material components. If the targets of the spell you did not choose expended any resources or effects to resist your spell, those resources or effects are also not expended. If you cast this spell and do not or cannot immediately follow the instructions described above, this spell has no effect.  For example, after casting this spell, a wizard could cast temporal stasis on a demon and fireball on a group of orcs. Seeing that the demon succeeds at its saving throw against temporal stasis and that the fireball kills many orcs, the wizard chooses the fireball to take effect. The temporal stasis is treated as if it had not been cast, and its spell slot and costly material component are not expended.  Casting this spell more than once in a single day is risky. On the second and subsequent casting in a 24-hour period, you must succeed at a DC 25 Will saving throw or be exposed to a crippling array of possibilities and paradoxes that leave you confused for 24 hours. Whenever this confusion would cause you to attack the nearest creature, you instead expend your highest-level remaining prepared spell or spell slot, if any, with no effect.","Legacy Of The First World"
"Temporal Regression","conjuration","teleportation","","druid 9, psychic 8, sorcerer/wizard 8, witch 8","1 standard action","V, S, F (hourglass filled with powdered horacalcum worth 1,500 gp)","1","personal and close (25 ft. + 5 ft./2 levels; see below)","","","","1 round/level or until discharged","0","0","none","no","When you complete this spell, note your current location and condition, including your hit point total and any ongoing conditions affecting you as well as their durations (e.g. poison, sickened, ability damage, and spell effects). This spell creates a beacon in space-time that's imperceptible to anyone but you. As a standard action while you are within range of the beacon before the spell's duration expires, you can discharge the spell to transport yourself back to the marked location and restore yourself to the condition you were in when you cast the spell; this does not restore any expended items, charges, or spells you may have used during that time. This does not reverse effects for anyone else, and to bystanders it appears as though you teleported to the beacon location and regained conditions you had when the beacon was set. Temporal regression strains your body; when the spell is discharged, you gain 1 temporary negative level for every 2 rounds that passed since you cast the spell. These negative levels disappear after 24 hours.  You can discharge the spell to transport yourself back to your beacon as an immediate action instead of a standard action, but doing so utterly and entirely consumes the spell's focus.","Legacy Of The First World"
"Blade Of Light","transmutation","","good","cleric/oracle 4, inquisitor 4, paladin 4","1 standard action","V, S","0","touch","","","one melee weapon","1 round/level","0","0","none","no","This spell infuses a weapon with pure sunlight (the weapon need not be a bladed weapon). A weapon enhanced by this spell sheds light as if daylight had been cast on it. It functions as a magic and good weapon for the purposes of overcoming damage reduction. The weapon grants a +2 sacred bonus on attack rolls against undead and deals +1d6 points of damage on a successful hit against such foes; against incorporeal undead, it functions as if it had the ghost touch weapon special ability. The weapon automatically confirms critical hits against foes that are vulnerable to sunlight.","Adventurer's Guide"
"Burning Sands","conjuration","creation","earth, fire","druid 1, ranger 1, shaman 1, sorcerer/wizard 1, witch 1","1 standard action","V, S, M (a handful of sand)/DF","0","medium (100 ft. + 10 ft./level)","20-ft. radius","","","1 round/level","0","0","none","no","You cause sheets of hot sand to spread over the ground in the area of effect. This layer of sand is 1 foot deep and constantly shifts and churns, transforming the ground in the area into difficult terrain. The sand itself burns, and periodic flames rise from the grit. While these flames cannot ignite objects, they deal 1d4 points of fire damage to any creature that ends its turn in contact with the ground within the area of effect. At the end of the duration, the sand vanishes, leaving no aftereffects (other than damage dealt).","Adventurer's Guide"
"Cleansing Fire","evocation","","good, fire","cleric/oracle 5, inquisitor 4, paladin 4","1 standard action","V, S, DF","0","touch","30-ft. radius emanating from the touched point","","","concentration, up to 1 round/level","0","0","none","yes","A ring of fire surrounds the area affected by the spell. The flames radiate heat, but not enough to damage adjacent creatures. The flames deal 2d6 points of fire damage to any creatures that pass through them (or 4d6 points of damage to undead creatures). If you manifest a portion of the ring in a square that contains a creature, that creature takes damage as if it passed through the ring. The ring of flames attempts to dispel all ongoing spell effects with the evil descriptor within it, targeting each spell effect once per round as per dispel magic. Any attempt to cast a spell with the evil descriptor inside the ring of flames is targeted by a","Adventurer's Guide"
"Sun's Disdain","transmutation","","curseUM","bloodrager 2, cleric/oracle 2, inquisitor 2, shaman 2, sorcerer/wizard 2, witch 2","1 standard action","V, S, M (a piece of glass)/DF","0","touch","","","creature touched","permanent","0","0","Will negates","yes","You alter a creature so the touch of the sun is hostile to it. The cursed creature gains light blindness and is blinded for 1 round if exposed to bright light, such as sunlight or the daylight spell. The cursed creature is dazzled as long as it remains in areas of bright light, and it is treated as being particularly susceptible to sunlight for the purposes of resolving spells like searing light, sunbeam, and sunburst.","Adventurer's Guide"
"Sun's Disdain, Mass","transmutation","","curseUM","bloodrager 5, cleric/oracle 5, inquisitor 5, shaman 5, sorcerer/wizard 5, witch 5","1 standard action","V, S, M (a piece of glass)/DF","0","long (400 ft. + 40 ft./level)","","","one creature/level, no two of which can be more than 30 ft. apart","permanent","0","0","Will negates","yes","This spell functions like sun's disdain, except that it can affect multiple creatures.","Adventurer's Guide"
"Sunstalker","illusion","glamer","","bard 3, ranger 3, sorcerer/wizard 3","1 standard action","V, S, M/DF","0","touch","","","creature touched","1 round/level","0","0","Will negates (harmless)","yes","A touched creature becomes invisible (as per invisibility) as long as it is in direct sunlight (or bright light shed by a daylight spell). If an action the target creature takes causes the invisible creature to become visible but does not end the sunstalker spell's duration, the creature can use this spell's magic to become invisible again as a standard action as long as it stands in an area of sunlight (as defined above). The creature gains only concealment (20% miss chance) in normal light.","Adventurer's Guide"
"Aldori Alacrity","transmutation","","","alchemist 2, bard 2, magus 2","1 standard action","V, S, M (ginger root shavings)","0","personal","","","you","1 minute/level","0","0","","","This spell's energy quickens your steps, allowing fancy footwork. You gain a +10-foot enhancement bonus to your speed and a +1 dodge bonus to your AC. These bonuses do not stack with those granted by haste or similar effects. While under the effects of Aldori alacrity, you can take 5-foot steps in difficult terrain.","Adventurer's Guide"
"Contest Of Skill","transmutation","","curseUM","bard 2, cleric/oracle 3, magus 2, paladin 2","1 standard action","V, S, M (a tiny gong)","0","close (25 ft. plus 5 ft./2 levels)","","","one creature","1 minute/level","0","0","Will negates","yes","The randomness of critical hits has long vexed certain duelists in the Aldori school who consider luck to be an unwelcome addition to duels, which they view as contests of skill rather than chance. The creature targeted by this spell is infused with magical power, altering the odds of combat to weaken lucky strikes. Critical threats made by the affected creature automatically fail to confirm. Critical threats that automatically confirm due to class features or feats, such as the fighter's weapon mastery, are unaffected by this spell. In addition, when the initial target of this spell fails its Will save to resist contest of skill, it can select one additional creature within range of the spell to suffer the effects of the spell as well (Will negates). If this secondary target negates this spell with a successful save, the duration of contest of skill on the primary target is reduced to 1 round.","Adventurer's Guide"
"Deivon's Parry","transmutation","","","bard 1, magus 1","1 immediate action","V, S","0","personal","","","you","instantaneous","0","0","","","Originally designed by an Aldori magus who had long admired swashbucklers for their ability to deflect blows, Deivon's parry has swiftly gained popularity among bards and magi alike. Your reflexes snap into action, allowing you to deflect a blow. This spell can be cast only when an opponent makes a melee attack against you, and only before the attack roll has been made. Make a parry attempt with a light or one-handed weapon you're wielding, as if using the swashbuckler's opportune parry and riposte deed (except that this does not require panache). You cannot riposte as part of this spell's effect.","Adventurer's Guide"
"Tactical Adaptation","transmutation","","","magus 3","1 standard action","V, S, F (a gold and sapphire ring worth 500 gp, which the caster must wear for the spell's duration)","1","personal","","","you","1 minute/level","0","0","","","This spell was developed by an Aldori Academy student after several weeks of observing (and occasionally joining) Restov barroom brawls. You draw on your mind's hidden reserves, instantaneously mastering advanced combat techniques. When you cast this spell, choose a combat feat. You must meet all prerequisites for this feat, treating your magus level as your base attack bonus for this purpose. For the duration of this spell, you are treated as if you had the chosen feat. Once you cast this spell, you cannot change the chosen feat (or any decisions related to that feat) for additional castings of this spell on the same day. A creature can benefit from only one tactical adaptation spell at a time.","Adventurer's Guide"
"Tieldlara's Feint","enchantment","charm","mind-affecting","bard 2","1 standard action","V, S","0","20 ft.","","","one creature","1 round/level","0","0","Will negates","yes","With a lascivious wink and a sensuous sway, you flood a foe's mind with lustful thoughts of you, distracting your target and rendering that creature vulnerable to your attacks. An affected creature takes a penalty equal to half your caster level on concentration checks and to its CMD against dirty trickAPG, grapple, and stealAPG combat maneuvers you perform. The creature is also denied its Dexterity bonus to AC for the first melee attack you make against it each round. If the target would not normally be sexually attracted to you, it receives a +4 bonus on its saving throw. If you end your turn more than 20 feet from the target or end your turn where your target cannot see you, this spell immediately ends.","Adventurer's Guide"
"Deceptive Redundancy","illusion","glamer","","bard 5, mesmerist 5, psychic 5, sorcerer/wizard 5","1 standard action","V, S","0","personal","","","","10 minutes/level or until triggered, then 1 round/level","0","0","none","no","You create a contingent ward that defies those who would dispel your magic, convincing them that their spell worked. When a spell such as dispel magic would end one of your spells that's affecting you, you can dismiss deceptive redundancy as an immediate action to attempt an opposed caster level check against the spellcaster. If you succeed, the dispelling effect fails to end your spell, and your spell's aura becomes difficult to detect for 1 round per caster level. Any divination attempted during this time fails to perceive the spell's aura unless the caster succeeds at a caster level check (DC = 15 + your caster level). Deceptive redundancy is most effective when hiding auras for spells that don't have easily perceived effects, rather than visually obvious spells such as enlarge person or fire shield.","Adventurer's Guide"
"Haunting Reminder","enchantment","","fear, mind-affecting","antipaladin 1, bard 2, inquisitor 2, mesmerist 2, psychic 2, sorcerer/wizard 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature","12 hours + 2 hours/level or until triggered, then 1 day/level","0","0","Will negates","yes","As part of casting this spell, you can attempt a single Intimidate check to make the target act friendly to you. If you succeed, the target assists you normally, but it remains fearful of your retribution even after its attitude shifts to unfriendly. If the creature reports your coercion to authorities, attacks you, or otherwise acts in a purposeful way that threatens you or your objectives (at the GM's discretion), the spell triggers, inflicting the creature with the unshakable certainty that you will find and punish it. This imposes the shaken condition on the creature for 1 day per caster level; during this time, the creature takes a -2 penalty on saving throws against spells you cast with the fear descriptor.","Adventurer's Guide"
"Obscured Script","illusion","phantasm","","bard 2, mesmerist 2, occultist 2, psychic 2, sorcerer/wizard 2","1 standard action","V, S, M (a scrap of paper bearing a simple sentence written in at least five languages)","0","touch","","","one touched page, scroll, inscription, book, or other document no more than 3 feet in any dimension","24 hours (D)","1","0","none; see text","no","You create a latent illusion that clouds the judgment and reading ability of any creature that examines a targeted text. While casting the spell, you can designate up to one creature other than yourself per level to be immune to the effects. All other creatures that read the text must succeed at a Will save or find it difficult to properly parse and decipher the contents. This increases the DC of Linguistics checks to decipher the text by an amount equal to your caster level (maximum +10), and it increases the DC of the Wisdom check to avoid drawing a false conclusion by an equal amount. Unaffected creatures gain a circumstance bonus equal to your caster level (maximum +10) on Bluff checks to deceive affected creatures about the text's contents. The spell obscures any magical glyphs, runes, or symbols within the text, increasing the Perception DC to find such traps by an amount equal to half your caster level (maximum +5). Obscured script can be made permanent with a permanency spell by a caster of 10th level or higher for the cost of 5,000 gp.","Adventurer's Guide"
"Sympathetic Aura","illusion","glamer","","bard 2, mesmerist 2, occultist 2, psychic 2, sorcerer/wizard 2","1 standard action","V, S, F (a small square of silk that must be passed over the object that receives the aura)","0","touch","","","one touched object weighing up to 5 lbs./level","1 day/level (D)","1","0","none (see text)","no","This spell functions like magic aura, except it extends its altered aura to similar items in a 5-foot radius. For this purpose, similar items must be alike in approximate shape, composition, and function, so a potion of cure light wounds targeted by this spell to appear nonmagical would also obscure the auras of nearby potions, elixirs, and oils, as well as flasks. Items other than the targeted item retain their altered aura for 1 round per caster level after being removed from the spell's area.","Adventurer's Guide"
"Fungal Blisters","transmutation","","","alchemist 2, druid 2, sorcerer/wizard 2, witch 2","1 standard action","V, S","0","personal","","","you","1 minute/level or until discharged (see text)","0","0","","","When you cast this spell, horrible, fungal growths sprout forth all over your body. You develop 1d2+1 of these blisters per 2 caster levels. Each time you are dealt more than 5 points of bludgeoning, piercing, or slashing damage from a single attack, one of these blisters bursts, releasing a cloud of harmful spores in a 5-foot-radius burst centered on you. These spores enter the lungs of all living creatures within the cloud that need to breathe and deal 1d6+1 points of damage for every 2 caster levels you have (Fortitude negates). This is a disease effect, and you and plants aren't affected by the spores. It is possible for more than one blister to burst in a single round. If you are reduced to 0 or fewer hit points, all remaining blisters burst, and the resulting spores deal the cumulative amount of damage.  You are not able to cast this spell while wearing heavy armor. If you don heavy armor during the spell's duration, all remaining blisters burst as if you had been reduced to 0 or fewer hit points.","AP 119"
