"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Lightning Bolt","evocation","","electricity","sorcerer/wizard 3, witch 3, magus 3, bloodrager 3, occultist 3","1 standard action","V, S, M (fur and a glass rod)","0","120 ft.","120-ft. line","","","instantaneous","0","0","Reflex half","yes","You release a powerful stroke of electrical energy that deals 1d6 points of electricity damage per caster level (maximum 10d6) to each creature within its area. The bolt begins at your fingertips.  The lightning bolt sets fire to combustibles and damages objects in its path. It can melt metals with a low melting point, such as lead, gold, copper, silver, or bronze. If the damage caused to an interposing barrier shatters or breaks through it, the bolt may continue beyond the barrier if the spell's range permits; otherwise, it stops at the barrier just as any other spell effect does.","PFRPG Core"
"Limited Wish","universal","","","sorcerer/wizard 7, psychic 7","1 standard action","V, S, M (diamond worth 1,500 gp)","1","see text","see text","see text","see text","see text","0","0","none, see text","yes","A limited wish lets you create nearly any type of effect. For example, a limited wish can do any of the following things.  • Duplicate any sorcerer/wizard spell of 6th level or lower, provided the spell does not belong to one of your opposition schools.  • Duplicate any non-sorcerer/wizard spell of 5th level or lower, provided the spell does not belong to one of your opposition schools.  • Duplicate any sorcerer/wizard spell of 5th level or lower, even if it belongs to one of your opposition schools.  • Duplicate any non-sorcerer/wizard spell of 4th level or lower, even if it belongs to one of your opposition schools.  • Undo the harmful effects of many spells, such as geas/quest or insanity.  • Produce any other effect whose power level is in line with the above effects, such as a single creature automatically hitting on its next attack or taking a -7 penalty on its next saving throw.  A duplicated spell allows saving throws and spell resistance as normal, but the save DC is for a 7th-level spell. When a limited wish spell duplicates a spell with a material component that costs more than 1,000 gp, you must provide that component (in addition to the 1,500 gp diamond component for this spell).","PFRPG Core"
"Liveoak","transmutation","","","druid 6, shaman 7","10 minutes","V, S","0","touch","","","tree touched","1 day/level","1","0","none","no","This spell turns an oak tree into a protector or guardian. The spell can only be cast on a single tree at a time; while liveoak is in effect, you can't cast it again on another tree. Liveoak must be cast on a healthy, Huge oak. A triggering phrase of up to one word per caster level is placed on the targeted oak. The liveoak spell triggers the tree into animating as a treant.  If liveoak is dispelled, the tree takes root immediately wherever it happens to be. If released by you, the tree tries to return to its original location before taking root.","PFRPG Core"
"Locate Object","divination","","","bard 2, cleric/oracle 3, sorcerer/wizard 2, witch 3, inquisitor 3, occultist 2, psychic 2, mesmerist 2, spiritualist 2, medium 2","1 standard action","V, S, F/DF (a forked twig)","0","long (400 ft. + 40 ft./level)","circle, centered on you, with a radius of 400 ft. + 40 ft./level","","","1 min./level","0","0","none","no","You sense the direction of a well-known or clearly visualized object.  You can search for general items, in which case you locate the nearest of its kind if more than one is within range. Attempting to find a certain item requires a specific and accurate mental image; if the image is not close enough to the actual object, the spell fails.  You cannot specify a unique item unless you have observed that particular item firsthand (not through divination).  The spell is blocked by even a thin sheet of lead. Creatures cannot be found by this spell. Polymorph any object and nondetection fool it.","PFRPG Core"
"Locate Creature","divination","","","bard 4, sorcerer/wizard 4, summoner 3, witch 4, occultist 4, psychic 4, mesmerist 4, spiritualist 4, unchained summoner 4, medium 3","1 standard action","V, S, M (fur from a bloodhound)","0","long (400 ft. + 40 ft./level)","circle, centered on you, with a radius of 400 ft. + 40 ft./level","","","10 min./level","0","0","none","no","This spell functions like locate object, except this spell locates a known creature. You slowly turn and sense when you are facing in the direction of the creature to be located, provided it is within range. You also know in which direction the creature is moving, if any.  The spell can locate a creature of a specific kind or a specific creature known to you. It cannot find a creature of a certain type. To find a kind of creature, you must have seen such a creature up close (within 30 feet) at least once.  Running water blocks the spell. It cannot detect objects. It can be fooled by mislead, nondetection, and polymorph spells.","PFRPG Core"
"Longstrider","transmutation","","","druid 1, ranger 1","1 standard action","V, S, M (a pinch of dirt)","0","personal","","","you","1 hour/level","1","0","","","This spell gives you a +10 foot enhancement bonus to your base speed. It has no effect on other modes of movement, such as burrow, climb, fly, or swim.","PFRPG Core"
"Lullaby","enchantment","compulsion","mind-affecting","bard 0, psychic 0, mesmerist 0","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","living creatures within a 10-ft.-radius burst","","","concentration + 1 round/level","1","0","Will negates","yes","Any creature within the area that fails a Will save becomes drowsy and inattentive, taking a -5 penalty on Perception checks and a -2 penalty on Will saves against sleep effects while the lullaby is in effect. Lullaby lasts for as long as the caster concentrates, plus up to 1 round per caster level thereafter.","PFRPG Core"
"Mage Armor","conjuration","creation","force","sorcerer/wizard 1, summoner/unchained summoner 1, witch 1, bloodrager 1, occultist 1, psychic 1, spiritualist 1","1 standard action","V, S, F (a piece of cured leather)","0","touch","","","creature touched","1 hour/level (D)","1","0","Will negates (harmless)","no","An invisible but tangible field of force surrounds the subject of a mage armor spell, providing a +4 armor bonus to AC.  Unlike mundane armor, mage armor entails no armor check penalty, arcane spell failure chance, or speed reduction. Since mage armor is made of force, incorporeal creatures can't bypass it the way they do normal armor.","PFRPG Core"
"Mage Hand","transmutation","","","bard 0, sorcerer/wizard 0, summoner/unchained summoner 0, magus 0, occultist 0, psychic 0, mesmerist 0, spiritualist 0, medium 0","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one nonmagical, unattended object weighing up to 5 lbs.","concentration","0","0","none","no","You point your finger at an object and can lift it and move it at will from a distance. As a move action, you can propel the object as far as 15 feet in any direction, though the spell ends if the distance between you and the object ever exceeds the spell's range.","PFRPG Core"
"Mage's Disjunction","abjuration","","","sorcerer/wizard 9, psychic 9","1 standard action","V","0","close (25 ft. + 5 ft./2 levels)","all magical effects and magic items within a 40-ft.-radius burst, or one magic item (see text)","","","1 minute/level","0","0","Will negates (object)","no","All magical effects and magic items within the radius of the spell, except for those that you carry or touch, are disjoined.  That is, spells and spell-like effects are unraveled and destroyed completely (ending the effect as a dispel magic spell does), and each permanent magic item must make a successful Will save or be turned into a normal item for the duration of this spell.  An item in a creature's possession uses its own Will save bonus or its possessor's Will save bonus, whichever is higher. If an item's saving throw results in a natural 1 on the die, the item is destroyed instead of being suppressed.  You also have a 1% chance per caster level of destroying an antimagic field. If the antimagic field survives the disjunction, no items within it are disjoined.  You can also use this spell to target a single item. The item gets a Will save at a -5 penalty to avoid being permanently destroyed. Even artifacts are subject to mage's disjunction, though there is only a 1% chance per caster level of actually affecting such powerful items. If successful, the artifact's power unravels, and it is destroyed (with no save). If an artifact is destroyed, you must make a DC 25 Will save or permanently lose all spellcasting abilities. These abilities cannot be recovered by mortal magic, not even miracle or wish. Destroying artifacts is a dangerous business, and it is 95% likely to attract the attention of some powerful being who has an interest in or connection with the device.","PFRPG Core"
"Mage's Faithful Hound","conjuration","creation","","sorcerer/wizard 5, summoner 4, spiritualist 5, unchained summoner 5","1 standard action","V, S, M (a tiny silver whistle, a piece of bone, and a thread)","0","close (25 ft. + 5 ft./2 levels)","","phantom watchdog","","1 hour/caster level or until discharged, then 1 round/caster level; see text","0","0","none","no","You conjure up a phantom watchdog that is invisible to everyone but yourself. It then guards the area where it was conjured (it does not move). The hound immediately starts barking loudly if any Small or larger creature approaches within 30 feet of it. (Those within 30 feet of the hound when it is conjured may move about in the area, but if they leave and return, they activate the barking.) The hound sees invisible and ethereal creatures. It does not react to figments, but it does react to shadow illusions.  If an intruder approaches to within 5 feet of the hound, the dog stops barking and delivers a vicious bite (+10 attack bonus, 2d6+3 points of piercing damage) once per round. The dog also gets the bonuses appropriate to an invisible creature (see invisibility).  The dog is considered ready to bite intruders, so it delivers its first bite on the intruder's turn. Its bite is the equivalent of a magic weapon for the purpose of damage reduction. The hound cannot be attacked, but it can be dispelled.  The spell lasts for 1 hour per caster level, but once the hound begins barking, it lasts only 1 round per caster level. If you are ever more than 100 feet distant from the hound, the spell ends.","PFRPG Core"
"Mage's Lucubration","transmutation","","","wizard 6","1 standard action","V, S","0","personal","","","you","instantaneous","0","0","","","You instantly prepare any one spell of 5th level or lower that you have used during the past 24 hours. The spell must have been actually cast during that period. The chosen spell is stored in your mind as through prepared in the normal fashion.  If the recalled spell requires material components, you must provide them. The recovered spell is not usable until the material components are available.","PFRPG Core"
"Mage's Magnificent Mansion","conjuration","creation","","sorcerer/wizard 7, psychic 7","1 standard action","V, S, F (a miniature ivory door, a piece of polished marble, and a silver spoon, each worth 5 gp)","1","close (25 ft. + 5 ft./2 levels)","","extradimensional mansion, up to three 10-ft. cubes/level (S)","","2 hours/level","1","0","none","no","You conjure up an extradimensional dwelling that has a single entrance on the plane from which the spell was cast. The entry point looks like a faint shimmering in the air that is 4 feet wide and 8 feet high. Only those you designate may enter the mansion, and the portal is shut and made invisible behind you when you enter. You may open it again from your own side at will. Once observers have passed beyond the entrance, they are in a magnificent foyer with numerous chambers beyond. The atmosphere is clean, fresh, and warm.  You can create any floor plan you desire to the limit of the spell's effect. The place is furnished and contains sufficient foodstuffs to serve a nine-course banquet to a dozen people per caster level.  A staff of near-transparent servants (as many as two per caster level), liveried and obedient, wait upon all who enter. The servants function as unseen servant spells except that they are visible and can go anywhere in the mansion.  Since the place can be entered only through its special portal, outside conditions do not affect the mansion, nor do conditions inside it pass to the plane beyond.","PFRPG Core"
"Mage's Private Sanctum","abjuration","","","sorcerer/wizard 5, psychic 5, mesmerist 5, spiritualist 5, medium 4","10 minutes","V, S, M (a sheet of lead, a piece of glass, a wad of cotton, and powdered chrysolite)","0","close (25 ft. + 5 ft./2 levels)","30-ft. cube/level","","","24 hours","1","1","none","no","This spell ensures privacy. Anyone looking into the area from outside sees only a dark, foggy mass. Darkvision cannot penetrate it. No sounds, no matter how loud, can escape the area, so nobody can eavesdrop from outside. Those inside can see out normally.  Divination (scrying) spells cannot perceive anything within the area, and those within are immune to detect thoughts. The ward prevents speech between those inside and those outside (because it blocks sound), but it does not prevent other communication, such as a sending or message spell, or telepathic communication, such as that between a wizard and her familiar.  The spell does not prevent creatures or objects from moving into and out of the area.  Mage's private sanctum can be made permanent with a permanency spell.","PFRPG Core"
"Mage's Sword","evocation","","force","sorcerer/wizard 7, psychic 7","1 standard action","V, S, F (a miniature platinum sword worth 250 gp)","1","close (25 ft. + 5 ft./2 levels)","","one sword","","1 round/level","1","0","none","yes","This spell brings into being a shimmering, sword-like plane of force. The sword strikes at any opponent within its range, as you desire, starting in the round that you cast the spell. The sword attacks its designated target once each round on your turn. Its attack bonus is equal to your caster level + your Intelligence bonus or your Charisma bonus (for wizards or sorcerers, respectively) with an additional +3 enhancement bonus. As a force effect, it can strike ethereal and incorporeal creatures. It deals 4d6+3 points of force damage, with a threat range of 19-20 and a critical multiplier of x2.  The sword always strikes from your direction. It does not get a bonus for flanking or help a combatant get one. If the sword goes beyond the spell range from you, goes out of your sight, or you are not directing it, it returns to you and hovers.  Each round after the first, you can use a standard action to switch the sword to a new target. If you do not, the sword continues to attack the previous round's target.  The sword cannot be attacked or harmed by physical attacks, but dispel magic, disintegrate, a sphere of annihilation, or a rod of cancellation affects it. The sword's AC is 13 (10, +0 size bonus for Medium object, +3 deflection bonus).  If an attacked creature has spell resistance, the resistance is checked the first time mage's sword strikes it. If the sword is successfully resisted, the spell is dispelled. If not, the sword has its normal full effect on that creature for the duration of the spell.","PFRPG Core"
"Magic Aura","illusion","glamer","","bard 1, sorcerer/wizard 1, occultist 1, psychic 1, mesmerist 1","1 standard action","V, S, F (a small square of silk that must be passed over the object that receives the aura)","0","touch","","","one touched object weighing up to 5 lbs./level","1 day/level","1","0","none; see text","no","You alter an item's aura so that it registers to detect spells (and spells with similar capabilities) as though it were nonmagical, or a magic item of a kind you specify, or the subject of a spell you specify. If the object bearing magic aura has identify cast on it or is similarly examined, the examiner recognizes that the aura is false and detects the object's actual qualities if he succeeds on a Will save. Otherwise, he believes the aura and no amount of testing reveals what the true magic is.  If the targeted item's own aura is exceptionally powerful (if it is an artifact, for instance), magic aura doesn't work.  Note: A magic weapon, shield, or suit of armor must be a masterwork item, so a sword of average make, for example, looks suspicious if it has a magical aura.","PFRPG Core"
"Magic Circle against Evil","abjuration","","good","cleric/oracle 3, paladin 3, sorcerer/wizard 3, summoner/unchained summoner 3, inquisitor 3, shaman 3, occultist 3, spiritualist 3, medium 3","1 standard action","V, S, M/DF (a 3-ft.-diameter circle of powdered silver)","0","touch","10-ft.-radius emanation from touched creature","","","10 min./level","0","0","Will negates (harmless)","no; see text","All creatures within the area gain the effects of a protection from evil spell, and evil summoned creatures cannot enter the area either. Creatures in the area, or who later enter the area, receive only one attempt to suppress effects that are controlling them.  If successful, such effects are suppressed as long as they remain in the area. Creatures that leave the area and come back are not protected. You must overcome a creature's spell resistance in order to keep it at bay (as in the third function of protection from evil), but the deflection and resistance bonuses and the protection from mental control apply regardless of enemies' spell resistance.  This spell has an alternative version that you may choose when casting it. A magic circle against evil can be focused inward rather than outward. When focused inward, the spell binds a nongood called creature (such as those called by the lesser planar binding, planar binding, and greater planar binding spells) for a maximum of 24 hours per caster level, provided that you cast the spell that calls the creature within 1 round of casting the magic circle. The creature cannot cross the circle's boundaries. If a creature too large to fit into the spell's area is the subject of the spell, the spell acts as a normal protection from evil spell for that creature only.  A magic circle leaves much to be desired as a trap. If the circle of powdered silver laid down in the process of spellcasting is broken, the effect immediately ends. The trapped creature can do nothing that disturbs the circle, directly or indirectly, but other creatures can. If the called creature has spell resistance, it can test the trap once a day. If you fail to overcome its spell resistance, the creature breaks free, destroying the circle.  A creature capable of any form of dimensional travel (astral projection, blink, dimension door, etherealness, gate, plane shift, shadow walk, teleport, and similar abilities) can simply leave the circle through such means. You can prevent the creature's extradimensional escape by casting a dimensional anchor spell on it, but you must cast the spell before the creature acts. If you are successful, the anchor effect lasts as long as the magic circle does. The creature cannot reach across the magic circle, but its ranged attacks (ranged weapons, spells, magical abilities, and the like) can. The creature can attack any target it can reach with its ranged attacks except for the circle itself.  You can add a special diagram (a two-dimensional bounded figure with no gaps along its circumference, augmented with various magical sigils) to make the magic circle more secure. Drawing the diagram by hand takes 10 minutes and requires a DC 20 Spellcraft check. You do not know the result of this check. If the check fails, the diagram is ineffective. You can take 10 when drawing the diagram if you are under no particular time pressure to complete the task.  This task also takes 10 full minutes. If time is no factor at all, and you devote 3 hours and 20 minutes to the task, you can take 20.  A successful diagram allows you to cast a dimensional anchor spell on the magic circle during the round before casting any summoning spell. The anchor holds any called creatures in the magic circle for 24 hours per caster level. A creature cannot use its spell resistance against a magic circle prepared with a diagram, and none of its abilities or attacks can cross the diagram. If the creature tries a Charisma check to break free of the trap (see the lesser planar binding spell), the DC increases by 5. The creature is immediately released if anything disturbs the diagram-even a straw laid across it. The creature itself cannot disturb the diagram either directly or indirectly, as noted above.  This spell is not cumulative with protection from evil and vice versa.","PFRPG Core"
"Magic Circle against Chaos","abjuration","","lawful","cleric/oracle 3, paladin 3, sorcerer/wizard 3, summoner/unchained summoner 3, inquisitor 3, shaman 3, occultist 3, spiritualist 3, medium 3","1 standard action","V, S, M/DF (a 3-ft.-diameter circle of powdered silver)","0","touch","10-ft.-radius emanation from touched creature","","","10 min./level","0","0","Will negates (harmless)","no; see text","This spell functions like magic circle against evil, except that it is similar to protection from chaos instead of protection from evil, and it can imprison a nonlawful called creature.","PFRPG Core"
"Magic Circle against Good","abjuration","","evil","cleric/oracle 3, sorcerer/wizard 3, summoner/unchained summoner 3, inquisitor 3, antipaladin 3, shaman 3, occultist 3, spiritualist 3, medium 3","1 standard action","V, S, M/DF (a 3-ft.-diameter circle of powdered silver)","0","touch","10-ft.-radius emanation from touched creature","","","10 min./level","0","0","Will negates (harmless)","no; see text","This spell functions like magic circle against evil, except that it is similar to protection from good instead of protection from evil, and it can imprison a nonevil called creature.","PFRPG Core"
"Magic Circle against Law","abjuration","","chaotic","cleric/oracle 3, sorcerer/wizard 3, summoner/unchained summoner 3, inquisitor 3, antipaladin 3, shaman 3, occultist 3, spiritualist 3, medium 3","1 standard action","V, S, M/DF (a 3-ft.-diameter circle of powdered silver)","0","touch","10-ft.-radius emanation from touched creature","","","10 min./level","0","0","Will negates (harmless)","no; see text","This spell functions like magic circle against evil, except that it is similar to protection from law instead of protection from evil, and it can imprison a nonchaotic called creature.","PFRPG Core"
"Magic Fang","transmutation","","","druid 1, ranger 1, summoner/unchained summoner 1, spiritualist 1","1 standard action","V, S, DF","0","touch","","","living creature touched","1 min./level","0","0","Will negates (harmless)","yes (harmless)","Magic fang gives one natural weapon or unarmed strike of the subject a +1 enhancement bonus on attack and damage rolls. The spell can affect a slam attack, fist, bite, or other natural weapon.  The spell does not change an unarmed strike's damage from nonlethal damage to lethal damage.  Magic fang can be made permanent with a permanency spell.","PFRPG Core"
"Magic Fang, Greater","transmutation","","","druid 3, ranger 3, summoner/unchained summoner 3, spiritualist 3","1 standard action","V, S, DF","0","close (25 ft. + 5 ft./2 levels)","","","one living creature","1 hour/level","0","0","Will negates (harmless)","yes (harmless)","This spell functions like magic fang, except that the enhancement bonus on attack and damage rolls is +1 per four caster levels (maximum +5). This bonus does not allow a natural weapon or unarmed strike to bypass damage reduction aside from magic.  Alternatively, you may imbue all of the creature's natural weapons with a +1 enhancement bonus (regardless of your caster level).  Greater magic fang can be made permanent with a permanency spell.","PFRPG Core"
