"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Heightened Reflexes","transmutation","","","bard 2","1 standard action","V, S","0","30 ft.","allies within a 30-ft.-radius burst centered on you","","","1 minute/level or until discharged","0","0","Will negates (harmless)","yes (harmless)","You grant each of your allies within the area a +10 competence bonus on a single Reflex saving throw. Each ally must decide whether to use the bonus before making the roll to which it applies. When an ally uses the bonus, the spell ends for that individual.","Advanced Class Guide"
"Hex Glyph","abjuration","","","shaman 3, witch 3","10 minutes","V, S, M (powdered diamond worth 200 gp)","1","touch","object touched or up to 5 sq. ft./level","","object touched or up to 5 sq. ft./level","permanent until discharged (D)","1","0","see text","no (object) and yes (see text)","This spell functions like the spell glyph version of glyph of warding, except you can store a hex you know (but not a major hex or a grand hex) instead of a spell. If the hex has a target, it targets the intruder. If the hex has an area or an amorphous effect, the area or effect is centered on the intruder. The triggered hex uses this spell's caster level and DC.  Read magic allows its caster to identify a hex glyph with a successful DC 13 Knowledge (arcana) check. Identifying the glyph does not discharge it and indicates that it stores a hex, but does not indicate the effect of that hex.","Advanced Class Guide"
"Hex Glyph, Greater","abjuration","","","shaman 5, witch 5","10 minutes","V, S, M (powdered diamond worth 400 gp)","1","touch","object touched or up to 5 sq. ft./level","","object touched or up to 5 sq. ft./level","permanent until discharged (D)","1","0","see text","no (object) and yes (see text)","This spell functions as hex glyph, except you can store a hex or a major hex (but not a grand hex). You trace the glyph with incense, which must first be sprinkled with powdered diamond (as noted in the material line).  Read magic allows its caster to identify a greater hex glyph with a DC 16 Spellcraft check.","Advanced Class Guide"
"Hex Vulnerability","necromancy","","curse","shaman 1, witch 1","1 standard action","V, S, M (a drop of your blood)","0","close (25 ft. + 5 ft./2 levels)","","","one creature","1 round/level","0","0","Will negates","yes","The targeted creature becomes susceptible to a repeat use of your harmful hexes, even if you could not otherwise target that creature with a particular hex for a certain time period. For example, normally after you target a creature with a charm hex, you cannot target it again for 1 day. But after casting this spell on a creature, you could try the charm hex repeatedly as long as the spell persists. The end of this spell has no effect on any active or ongoing hex on a creature. Fox example, if the creature failed its save against a second use of your charm hex, it remains charmed for the normal duration, even if the spell expires before the hex does.  Each subsequent casting of this spell on a target within a 24-hour period gives the target a +4 bonus on its save against the spell and imposes a -4 penalty on your caster level check to overcome the target's spell resistance with this spell.","Advanced Class Guide"
"Holy Ice Weapon","transmutation","","cold, good, water","cleric/oracle 2, inquisitor 2","1 standard action","V, S, M (a flask of holy water, or 5 pounds of powdered silver worth 25 gp)","1","0 ft.","","one ice weapon","","1 minute/level (D)","1","0","none","no","You create a masterwork weapon that has the qualities of ice and holy water. This weapon must be a simple weapon or your deity's favored weapon. The weapon deals normal damage for a weapon of that type, plus 1 point of cold damage per caster level (maximum 10). In addition, any creature struck by the weapon is also hit by holy water, dealing 1d4 points of damage if the creature is susceptible to holy water. If the weapon leaves your hands for more than 1 round, it melts and the spell ends.  At caster level 6th, the weapon gains the returning weapon special ability when thrown, melting away after an attack and re-forming in your hand just before your next turn.","Advanced Class Guide"
"Investigative Mind","enchantment","compulsion","mind-affecting","alchemist 2, bard 2, sorcerer/wizard 2, witch 2, occultist 2, psychic 2, mesmerist 2, medium 2","1 standard action","V, S","0","personal","","","you","10 minutes/level or until discharged","0","0","","","Your mind is able to correlate information effectively. When attempting an Appraise, Knowledge, Linguistics, or Spellcraft check, you can roll twice and take the higher result. If you have an ability that allows you to roll twice, you cannot use that ability and this benefit on the same roll.  The spell is discharged once you have used its benefit a number of times equal to your caster level.","Advanced Class Guide"
"Invisibility Alarm","abjuration","","","alchemist 1, bard 1, inquisitor 1, ranger 1, sorcerer/wizard 1, psychic 1","1 standard action","V, S, F/DF (a tiny bell and a piece of very fine silver wire)","0","close (25 ft. + 5 ft./2 levels)","20-ft.-radius emanation centered on a point in space","","","10 minutes/level","0","0","none","no","This spell functions as alarm, except it is triggered only by invisible creatures entering or leaving the warded area.  The spell has a different mental alarm depending on whether the invisible creature is entering or leaving the area. This spell does not aid you in sensing or pinpointing the location of an invisible creature within the spell's area.  Invisibility alarm can be made permanent with a permanency spell by a caster of 9th level or higher at a cost of 2,500 gp.","Advanced Class Guide"
"Life Pact","necromancy","","","cleric/oracle 2, shaman 2, sorcerer/wizard 2, witch 2, psychic 2, spiritualist 2","1 standard action","V, S, DF/M (a drop of blood from each target)","0","close (25 ft. + 5 ft./2 levels)","","","one willing living creature/level, no two of which can be more than 30 ft. apart","1 minute/level","0","0","Will negates (harmless)","yes","You bind the life forces of the targets into a mystical pact. If any target is reduced to fewer than 0 hit points, that target automatically triggers the power of the pact. The triggering target drains 1 hit point from all other targets that have at least 1 hit point and are within 30 feet of the triggering target; these hit points are applied to the triggering target as magical healing. This healing can prevent the triggering creature from dying, if the attack would cause the target to have a number of negative hit points equal to its Constitution score. This healing cannot raise the triggering creature above 1 hit point; any excess hit points drained from other targets are wasted.  The pact can be triggered once per round. It's not triggered by death effects or effects that do not deal hit point damage.","Advanced Class Guide"
"Line In The Sand","abjuration","","","bloodrager 1, magus 1, sorcerer/wizard 1","1 standard action","V, S","0","5 ft.","5-ft. burst centered on you","","","1 round/level","0","0","none","no","You create a glowing crimson line around the area. Against creatures in the area, you can attempt a number of additional attacks of opportunity per round equal to your spellcasting ability score modifier (Intelligence for magi and wizards, Charisma for bloodragers and sorcerers). The spell does not allow you to make more than one attack against a creature for each action it takes that provokes such attacks.","Advanced Class Guide"
"Long Arm","transmutation","","","alchemist 1, bloodrager 1, magus 1, sorcerer/wizard 1, summoner/unchained summoner 1, witch 1, psychic 1, medium 1","1 standard action","V, S","0","personal","","","you","1 minute/level (D)","1","0","","","Your arms temporarily grow in length, increasing your reach with those limbs by 5 feet.","Advanced Class Guide"
"Longstrider, Greater","transmutation","","","druid 3, ranger 3","1 standard action","V, S, M (a pinch of dirt)","0","personal","","","you","1 hour/level (D)","1","0","","","This functions as longstrider, except it gives you a +20-foot enhancement bonus to your base speed and a +10-foot enhancement bonus to your other modes of movement (burrow, climb, fly, swim, and so on). It does not affect movement modes you do not actually have-for example, if you do not have a swim speed, this spell does not grant you a swim speed.","Advanced Class Guide"
"Magnifying Chime","transmutation","","sonic","bard 6","10 minutes","V, S","0","touch","","","Effect disruptive vibrations   one unattended object or object in your possession","1 round/level","0","0","Fortitude half (see text)","yes","You cause the touched object to vibrate and release sonic energy once per round as a loud, dangerous chime. The sound grows in strength as time passes. On your turn in the round after you cast the spell, the chime deals 1d6 points of sonic damage to all creatures and objects within 5 feet of the target. Each round after that, the damage increases by 1d6 and reaches 5 feet farther in all directions. A successful Fortitude save halves the damage for that round only.","Advanced Class Guide"
"Mantle Of Calm","enchantment","compulsion","emotion, mind-affecting","cleric/oracle 3, inquisitor 3, paladin 3, shaman 3, psychic 3, mesmerist 2","1 standard action","V, S, DF","0","personal","","","you","1 round/level (D)","1","0","none and Will negates (see text)","no and yes (see text)","You surround yourself with a mantle of calm serenity. You take a -2 penalty on attack rolls, and opponents gain a +2 bonus on saving throws against spells you cast. Any creature affected by a rage effect (barbarian's rage,  bloodrager's bloodrage, blood rage monster ability, rage spell, skald's inspired rage raging song, and so on) that strikes you with a melee attack must attempt a Will saving throw, without the rage effect's bonus to Will; failure means the rage effect ends (as if it were dispelled or the creature voluntarily ended it, as appropriate).  If you become affected by a rage effect while this spell is active, this spell immediately ends. If your rage effect comes from a skald's raging song, then it ends only for you, and you cannot regain the effects of the song.","Advanced Class Guide"
"Marching Chant","transmutation","","","bard 2, cleric/oracle 2","1 minute","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature/level","concentration","0","0","Will negates (harmless)","yes (harmless)","You invigorate your allies, who can hustle (Core Rulebook 170) as long as you continue to sing or chant (which requires your concentration). This movement counts as a walk (not a hustle) for the purpose of accruing nonlethal damage and fatigue. You can concentrate on this spell and hustle at the same time.","Advanced Class Guide"
"Mark Of Obvious Ethics","divination","","curse","cleric/oracle 3","1 standard action","V, S","0","touch","","","creature touched","1 day/level","0","0","Will negates","yes","You mark one creature with a glowing sigil. The target's alignment must be opposite yours on at least one alignment axis-if you are neutral with no other alignment components, the target must have an alignment with no neutral component. Any creature that sees the target can attempt a DC 15 Knowledge (religion) check to discern the target's alignment, even if the mark is covered. You are aware of the direction and distance to the target as long as it remains within 100 miles of you and on the same plane.","Advanced Class Guide"
"Memorize Page","enchantment","","mind-affecting","bard 1, sorcerer/wizard 1, witch 1, occultist 1, psychic 1, mesmerist 1","10 minutes","V, S, F (the page to be memorized)","0","touch","","","one living creature","instantaneous","0","0","Will negates (harmless)","yes (harmless)","The target gains a perfect memory of the page you used as a focus component. The target can visualize this page as easily as looking at it in person, including minute details visible to close scrutiny by the naked eye. The memory of the page includes text and images, such as a drawing or a map. Someone unfamiliar with the language on the page (or even an illiterate person) could relay what is written simply by copying the shapes of the letters so another person can read them.  The maximum number of pages that a particular target can memorize through repeated castings of this spell is equal to the target's Intelligence modifier (minimum 1); any attempts beyond this limit have no effect, although the target's memory of a page could be erased (using modify memory or a similar effect) to effectively make room for a different one.  A creature that memorizes magical writing (such as a scroll or a page from a spellbook) cannot borrow, duplicate, or retain any of the magic in the writing. However, this would allow a wizard to copy a spell into his spellbook so he could prepare the spell from his book (assuming the spell takes up only one page in a spellbook).","Advanced Class Guide"
"Mindlocked Messenger","enchantment","compulsion","language-dependent, mind-affecting","bard 2, shaman 3, sorcerer/wizard 3, witch 3, psychic 3, mesmerist 2, spiritualist 3","10 minutes","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one willing living creature","permanent until discharged (see text)","0","0","Will negates (harmless)","yes (harmless)","You speak a short message (up to 10 words per caster level), implanting both it and the identity of the message's intended recipient in the mind of a willing creature. The creature is aware of the message and who the recipient is.  Any attempt to speak, write, or otherwise communicate the message to anyone other than its intended recipient causes the target to forget the message for 1d6 minutes. Attempts to read the target's mind (such as with detect thoughts) or to force the target to reveal the message (such as with torture or magical compulsion) likewise cause temporary amnesia regarding the message.  The target can communicate the message only to someone it believes is the intended recipient, which means that disguises, illusions, and polymorph effects might fool the target into delivering the message. Once the target communicates the message, the message is permanently erased from the target's memory.","Advanced Class Guide"
"Mirror Hideaway","transmutation","","","sorcerer/wizard 2, witch 2, occultist 2, psychic 2","1 standard action","V, S, M (a glass or metal marble and a twisted loop of parchment)","0","touch","","","one mirror","1 hour/level (D)","1","0","none","no","You transform a mirror into a portal to an extradimensional space. The space can hold as many as eight Medium creatures. Creatures that enter this space are hidden and beyond the reach of spells (including divinations), unless those spells work across planes. If the mirror is covered (such as by a cloth, or by being placed face down or against a wall), the portal becomes inactive. If the mirror is broken or moved more than 5 feet from where it was when you cast the spell, the spell ends; any creatures within the extradimensional space are expelled from it (see below) and become nauseated for 1d6 rounds.  Spells cannot be cast across the extradimensional interface, nor can area effects cross it. Those in the space can see and hear through it as if looking through an open window the same size as the mirror. Creatures outside the extradimensional space see only what is normally reflected in the mirror. Any creature in the space can make itself visible in the reflection of the mirror for 1 round at a time, however creatures outside the space cannot hear any sounds that originate inside.  Anything inside the extradimensional space is expelled when the spell ends (even if the mirror is covered). Only one creature at a time can enter the mirror, and creatures can enter only if they can fit through an opening the same size as the mirror. For example, a hand mirror isn't big enough for a Small or larger creature to use it as a portal.  Objects can enter the extradimensional space only if brought by a creature able to fully pass through the mirror.","Advanced Class Guide"
"Mirror Polish","transmutation","","","sorcerer/wizard 1, witch 1, occultist 1","1 standard action","V, S, M (a soft cloth)","0","touch","","","one metal item of up to 1 sq. ft.","instantaneous","0","0","yes (object)","yes (object)","You polish a metal item until it is reflective enough to be used as a mirror. This does not prevent the item from later damage or corrosion that would ruin the mirrored surface.  The spell can be cast only on a metal item with a fairly smooth and contiguous surface, such as a breastplate, a helm, a shield, or a sword, but not a mace, chainmail, or scale mail.","Advanced Class Guide"
"Mirror Transport","transmutation","","","sorcerer/wizard 4, witch 4, occultist 4, psychic 4, spiritualist 4","1 standard action","V, S, M (a glass or metal marble and a twisted loop of parchment)","0","touch","","","one mirror","1 hour/level (D)","1","0","yes (object)","yes (object)","This spell functions as mirror hideaway, except any creature that enters the target mirror can spend a swift action to exit through another mirror within 500 feet as if using dimension door; this is a one-way transport. The creature can exit through a mirror only if it could fit through an opening the same size as the mirror. Each transport through the target mirror reduces the spell's duration by 1 hour.","Advanced Class Guide"
"Molten Orb","evocation","","earth, fire","bloodrager 2, magus 2, sorcerer/wizard 2, witch 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","ranged attack","","instantaneous","0","0","none","yes","You create a fist-sized, red-hot ball of molten metal that you immediately hurl as a splash weapon. A direct hit deals 2d6 points of fire damage. Every creature within 5 feet of where the ball hits takes 1d6 points of fire damage from the splash (Reflex half). Each of these creatures takes an additional 1d6 points of fire damage on its turn for the next 1d3 rounds, unless it is cooled off (with water, snow, or any effect that deals 5 or more points of cold damage).","Advanced Class Guide"
"Monkey Fish","transmutation","","","alchemist 1, druid 1, magus 1, shaman 1, sorcerer/wizard 1, psychic 1","1 standard action","V, S","0","personal","","","you","1 minute/level (D)","1","0","","","Your hands and feet alter to make you better at climbing and swimming. You gain a 10 foot climb speed and swim speed. This spell has no effect if you are wearing medium or heavy armor or carrying a medium or heavy load.","Advanced Class Guide"
"Muffle Sound","illusion","glamer","","bard 2, cleric/oracle 2, inquisitor 2, psychic 2, mesmerist 2","1 round","V, S","0","close (25 ft. + 5 ft./2 levels)","","","1 ally/level","1 minute/level (D)","1","0","Will negates","yes","You suppress sounds made by the targets, granting them a +4 bonus on Stealth checks. The targets have a 20% chance of spell failure when casting spells with verbal components or using abilities that have audible components (such as some bardic performances). This spell does not hamper the targets' ability to hear other sounds and provides no protection against language-dependent or sonic spells and effects.","Advanced Class Guide"
