"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Sculpt Sound","transmutation","","","bard 3","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature or object/level, no two of which can be more than 30 ft. apart","1 hour/level","1","0","Will negates (object)","yes (object)","You can change the sounds that creatures or objects make. You can create sounds where none exist, deaden sounds, or transform sounds into other sounds. All affected creatures or objects must be transmuted in the same way. Once the transmutation is made, you cannot change it. You can change the qualities of sounds but cannot create words with which you are unfamiliar yourself.  A spellcaster whose voice is changed dramatically is unable to cast spells with verbal components.","PFRPG Core"
"Searing Light","evocation","","","cleric/oracle 3, inquisitor 3","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","","ray","","instantaneous","0","0","none","yes","Focusing divine power like a ray of the sun, you project a blast of light from your open palm. You must succeed on a ranged touch attack to strike your target. A creature struck by this ray of light takes 1d8 points of damage per two caster levels (maximum 5d8). An undead creature takes 1d6 points of damage per caster level (maximum 10d6), and an undead creature particularly vulnerable to bright light takes 1d8 points of damage per caster level (maximum 10d8). A construct or inanimate object takes only 1d6 points of damage per two caster levels (maximum 5d6).","PFRPG Core"
"Secret Chest","conjuration","summoning","","sorcerer/wizard 5, witch 5, occultist 5, psychic 5, mesmerist 5, spiritualist 5","10 minutes","V, S, F (the chest and its replica)","0","see text","","","one chest and up to 1 cu. ft. of goods/caster level","60 days or until discharged","0","0","none","no","You hide a chest on the Ethereal Plane for as long as 60 days and can retrieve it at will. The chest can contain up to 1 cubic foot of material per caster level (regardless of the chest's actual size, which is about 3 feet by 2 feet by 2 feet). If any living creatures are in the chest, there is a 75% chance that the spell simply fails.  Once the chest is hidden, you can retrieve it by concentrating (a standard action), and it appears next to you.  The chest must be exceptionally well crafted and expensive, constructed for you by master crafters. The cost of such a chest is never less than 5,000 gp. Once it is constructed, you must make a tiny replica (of the same materials and perfect in every detail) so that the miniature of the chest appears to be a perfect copy. (The replica costs 50 gp.) The chests are nonmagical and can be fitted with locks, wards, and so on, just as any normal chest can be.  To hide the chest, you cast the spell while touching both the chest and the replica. The chest vanishes into the Ethereal Plane.  You need the replica to recall the chest. After 60 days, there is a cumulative chance of 5% per day that the chest is irretrievably lost.  If the miniature of the chest is lost or destroyed, there is no way, even with a wish spell, that the large chest can be summoned back, although an extraplanar expedition might be mounted to find it.  Living things in the chest eat, sleep, and age normally, and they die if they run out of food, air, water, or whatever they need to survive.","PFRPG Core"
"Secret Page","transmutation","","","bard 3, sorcerer/wizard 3, occultist 3, mesmerist 3","10 minutes","V, S, M (powdered herring scales and a vial of will-o'-wisp essence)","0","touch","","","page touched, up to 3 sq. ft. in size","permanent","0","0","none","no","Secret page alters the contents of a page so that it appears to be something entirely different. The text of a spell can be changed to show another spell of equal or lower level known by the caster. This spell cannot be used to change a spell contained on a scroll, but it can be used to hide a scroll. Explosive runes or sepia snake sigil can be cast upon the secret page. A comprehend languages spell alone cannot reveal a secret page's contents. You are able to reveal the original contents by speaking a special word. You can then peruse the actual page and return it to its secret page form at will. You can also remove the spell by double repetition of the special word. A detect magic spell reveals dim magic on the page in question but does not reveal its true contents. True seeing reveals the presence of the hidden material but does not reveal the contents unless cast in combination with comprehend languages. A secret page spell can be dispelled, and the hidden writings can be destroyed by means of an erase spell.","PFRPG Core"
"Secure Shelter","conjuration","creation","","bard 4, sorcerer/wizard 4, witch 4","10 minutes","V, S, M (a chip of stone, sand, a drop of water, and a wood splinter)","0","close (25 ft. + 5 ft./2 levels)","","20-ft.-square structure","","2 hours/level","1","0","none","no","You conjure a sturdy cottage or lodge made of material that is common in the area where the spell is cast. The floor is level, clean, and dry. The lodging resembles a normal cottage, with a sturdy door, two shuttered windows, and a small fireplace.  The shelter must be heated as a normal dwelling, and extreme heat adversely affects it and its occupants. The dwelling does, however, provide considerable security otherwise-it is as strong as a normal stone building, regardless of its material composition. The dwelling resists flames and fire as if it were stone. It is impervious to normal missiles (but not the sort cast by siege engines or giants).  The door, shutters, and even chimney are secure against intrusion, the former two being secured with arcane lock and the latter by an iron grate at the top and a narrow flue. In addition, these three areas are protected by an alarm spell. Finally, an unseen servant is conjured to provide service to you for the duration of the shelter.  The secure shelter contains crude furnishings-eight bunks, a trestle table, eight stools, and a writing desk.","PFRPG Core"
"See Invisibility","divination","","","bard 3, sorcerer/wizard 2, alchemist 2, summoner/unchained summoner 2, witch 2, inquisitor 2, bloodrager 2, occultist 2, psychic 2, mesmerist 3, spiritualist 2","1 standard action","V, S, M (talc and powdered silver)","0","personal","","","you","10 min./level","1","0","","","You can see any objects or beings that are invisible within your range of vision, as well as any that are ethereal, as if they were normally visible. Such creatures are visible to you as translucent shapes, allowing you easily to discern the difference between visible, invisible, and ethereal creatures.  The spell does not reveal the method used to obtain invisibility.  It does not reveal illusions or enable you to see through opaque objects. It does not reveal creatures who are simply hiding, concealed, or otherwise hard to see.  See invisibility can be made permanent with a permanency spell.","PFRPG Core"
"Seeming","illusion","glamer","","bard 5, sorcerer/wizard 5, occultist 5, psychic 5, mesmerist 5, medium 4","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature per two levels, no two of which can be more than 30 ft. apart","12 hours","1","0","Will negates or Will disbelief (if interacted with)","yes or no; see text","This spell functions like disguise self, except that you can change the appearance of other people as well. Affected creatures resume their normal appearances if slain. Unwilling targets can negate the spell's effect on them by making Will saves or with spell resistance.","PFRPG Core"
"Sending","evocation","","","cleric/oracle 4, sorcerer/wizard 5, alchemist 5, summoner 4, inquisitor 4, shaman 4, occultist 4, psychic 4, mesmerist 3, spiritualist 5, unchained summoner 5, medium 3","10 minutes","V, S, M/DF (fine copper wire)","0","see text","","","one creature","1 round; see text","0","0","none","no","You contact a particular creature with which you are familiar and send a short message of 25 words or less to the subject. The subject recognizes you if it knows you. It can answer in like manner immediately. A creature with an Intelligence score as low as 1 can understand the sending, though the subject's ability to react is limited as normal by its Intelligence. Even if the sending is received, the subject is not obligated to act upon it in any manner.  If the creature in question is not on the same plane of existence as you are, there is a 5% chance that the sending does not arrive. (Local conditions on other planes may worsen this chance considerably.)","PFRPG Core"
"Sepia Snake Sigil","conjuration","creation","force","bard 3, sorcerer/wizard 3, witch 3, occultist 3","10 minutes","V, S, M (powdered amber worth 500 gp and a snake scale)","1","touch","","","one touched book or written work","permanent or until discharged; until released or 1d4 days + 1 day/level; see text","0","0","Reflex negates","no","You cause a small symbol to appear in the text of a written work.  The text containing the symbol must be at least 25 words long.  When anyone reads the text containing the symbol, the sepia snake sigil springs into being, transforming into a large sepia serpent that strikes at the reader, provided there is line of between the symbol and the reader.  Simply seeing the enspelled text is not sufficient to trigger the spell; the subject must deliberately read it. The target is entitled to a save to evade the snake's strike. If it succeeds, the sepia snake dissipates in a flash of brown light accompanied by a puff of duncolored smoke and a loud noise. If the target fails its save, it is engulfed in a shimmering amber field of force and immobilized until released, either at your command or when 1d4 days + 1 day per caster level have elapsed.  While trapped in the amber field of force, the subject does not age, breathe, grow hungry, sleep, or regain spells. It is preserved in a state of suspended animation, unaware of its surroundings. It can be damaged by outside forces (and perhaps even killed), since the field provides no protection against physical injury. However, a dying subject does not lose hit points or become stable until the spell ends.  The hidden sigil cannot be detected by normal observation, and detect magic reveals only that the entire text is magical.  A dispel magic can remove the sigil. An erase spell destroys the entire page of text.  Sepia snake sigil can be cast in combination with other spells that hide or garble text, such as secret page.","PFRPG Core"
"Sequester","abjuration","","","sorcerer/wizard 7, summoner 5, psychic 7, unchained summoner 6","1 standard action","V, S, M (a basilisk eyelash and gum arabic)","0","touch","","","one willing creature or object (up to a 2-ft. cube/level) touched","1 day/level","1","0","none or Will negates (object)","no or yes (object)","When cast, this spell prevents divination spells from detecting or locating the target and also renders the affected target invisible (as the invisibility spell). The spell does not prevent the subject from being discovered through tactile means or through the use of devices. Creatures affected by sequester become comatose and are effectively in a state of suspended animation until the spell ends.  Note: The Will save prevents an attended or magical object from being sequestered. There is no save to see the sequestered creature or object or to detect it with a divination spell.","PFRPG Core"
"Shadow Conjuration","illusion","shadow","shadow","bard 4, sorcerer/wizard 4, mesmerist 4, spiritualist 4","1 standard action","V, S","0","see text","","see text","","see text","0","0","Will disbelief (if interacted with); varies; see text","yes; see text","You use material from the Plane of Shadow to shape quasi-real illusions of one or more creatures, objects, or forces. Shadow conjuration can mimic any sorcerer or wizard conjuration (summoning) or conjuration (creation) spell of 3rd level or lower.  Shadow conjurations are only one-fifth (20%) as strong as the real things, though creatures who believe the shadow conjurations to be real are affected by them at full strength. Any creature that interacts with the spell can make a Will save to recognize its true nature.  Spells that deal damage have normal effects unless the affected creature succeeds on a Will save. Each disbelieving creature takes only one-fifth (20%) damage from the attack. If the disbelieved attack has a special effect other than damage, that effect is only 20% likely to occur. Regardless of the result of the save to disbelieve, an affected creature is also allowed any save that the spell being simulated allows, but the save DC is set according to shadow conjuration's level (4th) rather than the spell's normal level. In addition, any effect created by shadow conjuration allows spell resistance, even if the spell it is simulating does not. Shadow objects or substances have normal effects except against those who disbelieve them. Against disbelievers, they are 20% likely to work.  A shadow creature has one-fifth the hit points of a normal creature of its kind (regardless of whether it's recognized as shadowy). It deals normal damage and has all normal abilities and weaknesses. Against a creature that recognizes it as a shadow creature, however, the shadow creature's damage is one-fifth (20%) normal, and all special abilities that do not deal lethal damage are only 20% likely to work. (Roll for each use and each affected character separately.) Furthermore, the shadow creature's AC bonuses are just one-fifth as large.  A creature that succeeds on its save sees the shadow conjurations as transparent images superimposed on vague, shadowy forms.  Objects automatically succeed on their Will saves against this spell.","PFRPG Core"
"Shades","illusion","shadow","shadow","sorcerer/wizard 9","1 standard action","V, S","0","see text","","see text","","see text","0","0","Will disbelief (if interacted with); varies; see text","yes; see text","This spell functions like shadow conjuration, except that it mimics conjuration spells of 8th level or lower. The illusory conjurations created deal four-fifths (80%) damage to nonbelievers, and nondamaging effects are 80% likely to work against nonbelievers.","PFRPG Core"
"Shadow Conjuration, Greater","illusion","shadow","shadow","sorcerer/wizard 7","1 standard action","V, S","0","see text","","see text","","see text","0","0","Will disbelief (if interacted with); varies; see text","yes; see text","This spell functions like shadow conjuration, except that it duplicates any sorcerer or wizard conjuration (summoning) or conjuration (creation) spell of 6th level or lower. The illusory conjurations created deal three-fifths (60%) damage to nonbelievers, and nondamaging effects are 60% likely to work against nonbelievers.","PFRPG Core"
"Shadow Evocation","illusion","shadow","shadow","bard 5, sorcerer/wizard 5, mesmerist 5, spiritualist 5","1 standard action","V, S","0","see text","","see text","","see text","0","0","Will disbelief (if interacted with)","yes","You tap energy from the Plane of Shadow to cast a quasi-real, illusory version of a sorcerer or wizard evocation spell of 4th level or lower. Spells that deal damage have normal effects unless an affected creature succeeds on a Will save. Each disbelieving creature takes only one-fifth damage from the attack. If the disbelieved attack has a special effect other than damage, that effect is one-fifth as strong (if applicable) or only 20% likely to occur. If recognized as a shadow evocation, a damaging spell deals only one-fifth (20%) damage. Regardless of the result of the save to disbelieve, an affected creature is also allowed any save (or spell resistance) that the spell being simulated allows, but the save DC is set according to shadow evocation's level (5th) rather than the spell's normal level.  Nondamaging effects have normal effects except against those who disbelieve them. Against disbelievers, they have no effect.  Objects automatically succeed on their Will saves against this spell.","PFRPG Core"
"Shadow Evocation, Greater","illusion","shadow","shadow","sorcerer/wizard 8","1 standard action","V, S","0","see text","","see text","","see text","0","0","Will disbelief (if interacted with)","yes","This spell functions like shadow evocation, except that it enables you to create partially real, illusory versions of sorcerer or wizard evocation spells of 7th level or lower. If recognized as a greater shadow evocation, a damaging spell deals only three-fifths (60%) damage.","PFRPG Core"
"Shadow Walk","illusion","shadow","shadow","bard 5, sorcerer/wizard 6, alchemist 6, mesmerist 5, spiritualist 6","1 standard action","V, S","0","touch","","","up to one touched creature/level","1 hour/level","1","0","Will negates","yes","To use the shadow walk spell, you must be in an area of dim light. You and any creature you touch are then transported along a coiling path of shadowstuff to the edge of the Material Plane where it borders the Plane of Shadow. The effect is largely illusory, but the path is quasi-real. You can take more than one creature along with you (subject to your level limit), but all must be touching each other.  In the region of shadow, you move at a rate of 50 miles per hour, moving normally on the borders of the Plane of Shadow but much more rapidly relative to the Material Plane. Thus, you can use this spell to travel rapidly by stepping onto the Plane of Shadow, moving the desired distance, and then stepping back onto the Material Plane.  Because of the blurring of reality between the Plane of Shadow and the Material Plane, you can't make out details of the terrain or areas you pass over during transit, nor can you predict perfectly where your travel will end. It's impossible to judge distances accurately, making the spell virtually useless for scouting or spying.  Furthermore, when the spell effect ends, you are shunted 1d10 x 100 feet in a random horizontal direction from your desired endpoint. If this would place you within a solid object, you are shunted 1d10 x 1,000 feet in the same direction. If this would still place you within a solid object, you (and any creatures with you) are shunted to the nearest empty space available, but the strain of this activity renders each creature fatigued (no save).  Shadow walk can also be used to travel to other planes that border on the Plane of Shadow, but this usage requires the transit of the Plane of Shadow to arrive at a border with another plane of reality. The transit of the Plane of Shadow requires 1d4 hours.  Any creatures touched by you when shadow walk is cast also make the transition to the borders of the Plane of Shadow.  They may opt to follow you, wander off through the plane, or stumble back into the Material Plane (50% chance for either of the latter results if they are lost or abandoned by you). Creatures unwilling to accompany you into the Plane of Shadow receive a Will saving throw, negating the effect if successful.","PFRPG Core"
"Shambler","conjuration","creation","","druid 9, shaman 9","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","","three or more shambling mounds, no two of which can be more than 30 ft. apart; see text","","7 days or 7 months ; see text","1","0","none","no","The shambler spell creates 1d4+2 shambling mounds with the advanced template (see the Pathfinder RPG Bestiary). The creatures willingly aid you in combat or battle, perform a specific mission, or serve as bodyguards. The creatures remain with you for 7 days unless you dismiss them. If the shamblers are created only for guard duty, however, the duration of the spell is 7 months. In this case, the shamblers can only be ordered to guard a specific site or location. Shamblers summoned to guard duty cannot move outside the spell's range, which is measured from the point where each first appeared. You can only have one shambler spell in at one time. If you cast this spell while another casting is still in effect, the previous casting is dispelled. The shamblers have resistance to fire as normal shambling mounds do only if the terrain where they are summoned is rainy, marshy, or damp.","PFRPG Core"
"Shapechange","transmutation","polymorph","","druid 9, sorcerer/wizard 9, shaman 9","1 standard action","V, S, F (jade circlet worth 1,500 gp)","1","personal","","","you","10 min./level","1","0","","","This spell allows you to take the form of a wide variety of creatures. This spell can function as alter self, beast form IV, elemental body IV, form of the dragon III, giant form II, and plant shape III depending on what form you take. You can change form once each round as a free action. The change takes place either immediately before your regular action or immediately after it, but not during the action.","PFRPG Core"
"Shatter","evocation","","sonic","bard 2, cleric/oracle 2, sorcerer/wizard 2, magus 2, bloodrager 2, occultist 2, psychic 2","1 standard action","V, S, M/DF (a chip of mica)","0","close (25 ft. + 5 ft./2 levels)","5-ft.-radius spread; or one solid object or one crystalline creature","","5-ft.-radius spread; or one solid object or one crystalline creature","instantaneous","0","0","Will negates (object); Will negates (object) or Fortitude half; see text","yes","Shatter creates a loud, ringing noise that breaks brittle, nonmagical objects; sunders a single solid, nonmagical object; or damages a crystalline creature.  Used as an area attack, shatter destroys nonmagical objects of crystal, glass, ceramic, or porcelain. All such unattended objects within a 5-foot radius of the point of origin are smashed into dozens of pieces by the spell. Objects weighing more than 1 pound per your level are not affected, but all other objects of the appropriate composition are shattered.  Alternatively, you can target shatter against a single solid nonmagical object, regardless of composition, weighing up to 10 pounds per caster level. Targeted against a crystalline creature (of any weight), shatter deals 1d6 points of sonic damage per caster level (maximum 10d6), with a Fortitude save for half damage.","PFRPG Core"
"Shield","abjuration","","force","sorcerer/wizard 1, alchemist 1, summoner/unchained summoner 1, magus 1, bloodrager 1, occultist 1, psychic 1, spiritualist 1","1 standard action","V, S","0","personal","","","you","1 min./level","1","0","","","Shield creates an invisible shield of force that hovers in front of you. It negates magic missile attacks directed at you. The disk also provides a +4 shield bonus to AC. This bonus applies against incorporeal touch attacks, since it is a force effect. The shield has no armor check penalty or arcane spell failure chance.","PFRPG Core"
"Shield Of Faith","abjuration","","","cleric/oracle 1, inquisitor 1","1 standard action","V, S, M (parchment with a holy text written on it)","0","touch","","","creature touched","1 min./level","0","0","Will negates (harmless)","yes (harmless)","This spell creates a shimmering, magical field around the target that averts and deflects attacks. The spell grants the subject a +2 deflection bonus to AC, with an additional +1 to the bonus for every six levels you have (maximum +5 deflection bonus at 18th level).","PFRPG Core"
"Shield of Law","abjuration","","lawful","cleric/oracle 8","1 standard action","V, S, F (a reliquary worth 500 gp)","1","20 ft.","","","one creature/level in a 20-ft.-radius burst centered on you","1 round/level","1","0","see text","yes (harmless)","A dim, blue glow surrounds the subjects, protecting them from attacks, granting them resistance to spells cast by chaotic creatures, and slowing chaotic creatures when they strike the subjects. This abjuration has four effects.  First, each warded creature gains a +4 deflection bonus to AC and a +4 resistance bonus on saves. Unlike protection from chaos, this benefit applies against all attacks, not just against attacks by chaotic creatures.  Second, a warded creature gains spell resistance 25 against chaotic spells and spells cast by chaotic creatures.  Third, the abjuration protects you from possession and mental influence, just as protection from chaos does.  Finally, if a chaotic creature succeeds on a melee attack against a warded creature, the attacker is slowed (Will save negates, as the slow spell, but against shield of law's save DC).","PFRPG Core"
"Shield Other","abjuration","","","cleric/oracle 2, paladin 2, inquisitor 2, psychic 2","1 standard action","V, S, F (a pair of platinum rings worth 50 gp worn by both you and the target)","1","close (25 ft. + 5 ft./2 levels)","","","one creature","1 hour/level (D)","1","0","Will negates (harmless)","yes (harmless)","This spell wards the subject and creates a mystic connection between you and the subject so that some of its wounds are transferred to you. The subject gains a +1 deflection bonus to AC and a +1 resistance bonus on saves. Additionally, the subject takes only half damage from all wounds and attacks (including those dealt by special abilities) that deal hit point damage. The amount of damage not taken by the warded creature is taken by you. Forms of harm that do not involve hit points, such as charm effects, temporary ability damage, level draining, and death effects, are not affected. If the subject suffers a reduction of hit points from a lowered Constitution score, the reduction is not split with you because it is not hit point damage. When the spell ends, subsequent damage is no longer divided between the subject and you, but damage already split is not reassigned to the subject.  If you and the subject of the spell move out of range of each other, the spell ends.","PFRPG Core"
"Shillelagh","transmutation","","","druid 1","1 standard action","V, S, DF","0","touch","","","one touched nonmagical oak club or quarterstaff","1 min./level","0","0","Will negates (object)","yes (object)","Your own nonmagical club or quarterstaff becomes a weapon with a +1 enhancement bonus on attack and damage rolls. A quarterstaff gains this enhancement for both ends of the weapon. It deals damage as if it were two size categories larger (a Small club or quarterstaff so transmuted deals 1d8 points of damage, a Medium 2d6, and a Large 3d6), +1 for its enhancement bonus. These effects only occur when the weapon is wielded by you. If you do not wield it, the weapon behaves as if unaffected by this spell.","PFRPG Core"
"Shrink Item","transmutation","","","sorcerer/wizard 3, occultist 3, psychic 3","1 standard action","V, S","0","touch","","","one touched object of up to 2 cu. ft./level","1 day/level; see text","0","0","Will negates (object)","yes (object)","You are able to shrink one nonmagical item (if it is within the size limit) to 1/16 of its normal size in each dimension (to about 1/4,000 the original volume and mass). This change effectively reduces the object's size by four categories. Optionally, you can also change its now shrunken composition to a clothlike one.  Objects changed by a shrink item spell can be returned to normal composition and size merely by tossing them onto any solid surface or by a word of command from the original caster. Even a burning fire and its fuel can be shrunk by this spell. Restoring the shrunken object to its normal size and composition ends the spell.  Shrink item can be made permanent with a permanency spell, in which case the affected object can be shrunk and expanded an indefinite number of times, but only by the original caster.","PFRPG Core"
"Shocking Grasp","evocation","","electricity","sorcerer/wizard 1, magus 1, bloodrager 1, occultist 1","1 standard action","V, S","0","touch","","","creature or object touched","instantaneous","0","0","none","yes","Your successful melee touch attack deals 1d6 points of electricity damage per caster level (maximum 5d6). When delivering the jolt, you gain a +3 bonus on attack rolls if the opponent is wearing metal armor (or is carrying a metal weapon or is made of metal).","PFRPG Core"
