"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Emblazon Crest","transmutation","","","magus 1, paladin 1, sorcerer/wizard 1","1 standard action","S, F (an example of the crest or coat of arms)","0","touch","","","creature touched","1 hour/level","0","0","Will negates (harmless)","yes (harmless)","This spell ensures the subject touched is always able to display her proper crest and coat of arms. Any tabard or tunic worn and any shield carried by the subject while this spell is active can be made to display a coat of arms when the spell is cast. For example, even if the subject picks up a different shield, it still displays the subject's crest, regardless of the shield's normal appearance.","Knights Of The Inner Sea"
"Keep Watch","enchantment","","","inquisitor 1, magus 1, paladin 1, ranger 1, sorcerer/wizard 1","1 standard action","V, S","0","touch","","","one creature touched/2 levels","8 hours or less; see text","0","0","Will negates (harmless)","yes (harmless)","This spell enables the subjects to stand watch or keep vigil throughout the night without any ill effects. The subjects suffer no fatigue and gain all the usual benefits of a full night's rest. The subjects gain hit points as though from resting, wizards may prepare their spells as though they had slept for 8 hours, and so on. Effects that rely on actual sleep or dreaming are ineffective, though the subjects are still susceptible to effects that would put them to sleep, such as sleep or deep slumber. Any vigorous activity, including fighting, immediately ends the effect, and the affected creatures must either have the spell cast on them again or sleep for the remaining hours to avoid fatigue and gain the benefits of a full night's rest.","Knights Of The Inner Sea"
"Serren's Armor Lock","transmutation","","","magus 2, sorcerer/wizard 3, witch 3","1 standard action","V, S, M (a pinch of rust)","0","medium (100 ft. + 10 ft./level)","","","one armored creature","1 round/level (D)","1","0","Reflex partial; see text","yes","Upon pointing at an armored foe, you cause all of the joints of the target's armor to stiffen as otherworldly chains wrap around the target. On a failed Reflex save, a target in heavy metal armor becomes staggered. A target in light or medium metal armor instead becomes entangled. Targets wearing no armor or nonmetallic armor are unaffected. If the target is wearing heavy metal armor and succeeds at its Reflex save, it becomes entangled instead of staggered; a target in light or medium metal armor that succeeds at its saving throw is unaffected by the spell.","Knights Of The Inner Sea"
"Serren's Swift Girding","transmutation","","","magus 1, paladin 1, sorcerer/wizard 1","1 standard action","V, S, M (the armor to be worn)","0","close (25 feet + 5 feet/level)","","","one willing creature/level","instantaneous","0","0","none","yes (harmless)","With a sweep of your hand, you select a number of targets and the same number of suits of armor. The targets of this spell are immediately clad in the armor that you choose. The subjects of the spell must be capable of wearing the chosen armor, cannot be wearing other armor, and must be able to properly fit into the chosen armor. The chosen armor must be empty and cannot be currently worn by another creature (thus you cannot move armor from one wearer to another with this spell). Creatures armored with this spell are considered to have donned the armor properly.","Knights Of The Inner Sea"
"Ward Shield","abjuration","","","cleric/oracle 4, inquisitor 4, magus 4, sorcerer/wizard 4","1 standard action","V, S","0","touch","","","shield touched","1 minute/level","0","0","Will negates (harmless)","yes (harmless)","With a touch, you enchant a shield and enable it to protect its wielder from hostile spells. The shield grants spell resistance 10 + your caster level against spells so long as the shield can be interposed between the wielder and the spell effect. A spell shield does not provide spell resistance against area effect spells such as fireball, but does provide a +5 bonus on Reflex saving throws against such spells.","Knights Of The Inner Sea"
"Curse Item","necromancy","","curse","cleric/oracle 2","1 minute","V, S, DF","0","touch","","","object touched","instantaneous","0","0","Will negates (object)","yes (object)","The object becomes flawed and prone to failure. The effects of this spell depend on the nature of the object.  Magic Item: The item functions intermittently, gaining either an unreliable curse or a random dependent curse (Pathfinder RPG Core Rulebook 536).  Nonmagical Armor or Shield: The item gains the fragile armor quality (Pathfinder RPG Ultimate Equipment 8).  Nonmagical Weapon: The item gains the fragile weapon quality (Ultimate Equipment 22).  Tool: The item gains the broken condition if a creature rolls a natural 1 while making a skill check with the tool.  Other Item: Each day it is used, the item has a 5% chance of gaining the broken condition.  This spell does not affect artifacts. The item can be sold or discarded as normal (the bearer is not compelled to keep it). If a cleric of Groetus is using an item that is affected by this spell, he or she may make a DC 20 Will saving throw to override the item's curse for 1 day (using it as if the item were not cursed).","AP 64"
"Lissalan Snake Sigil","see text","","","cleric/oracle 3, sorcerer/wizard 3","10 minutes","V, S, M (powdered amber worth 500 gp and a snake scale)","1","touch","","","one touched book or written work","permanent until discharged; 1 day/level; see text","0","0","Reflex negates","no","There are seven variants of this spell, one for each of the Thassilonian schools of magic. Each functions like sepia snake sigil (and counts as that spell for the purpose of combining other spells that hide or garble text), except instead of trapping the subject, the triggered sigil's effect depends on this spell's school. This effect lasts for 1 day/level. This is a curse effect that can be removed via remove curse.  Abjuration: All beneficial magical effects on the target last half as long as normal.  Conjuration: The target is nauseated. This is a poison effect.  Enchantment: The target takes a 1d6 penalty to Intelligence, Wisdom, and Charisma. This is a compulsion effect.  Evocation: The target gains vulnerability to an energy type, chosen randomly from the following: acid, cold, electricity, or fire. This is an acid, cold, electricity, or fire effect.  Illusion: The target's vision is blurred, giving it a -4 penalty on Perception checks relating to vision, and the target treats all other creatures as having displacement. This is a glamer effect.  Necromancy: The target is exhausted. This condition cannot be removed with rest.  Transmutation: Target is affected by slow.","AP 65"
"Display Aversion","illusion","shadow","","bard 2, cleric/oracle 2, inquisitor 2, sorcerer/wizard 3, witch 2","1 standard action","V, S, M (a drop of holy water)","0","personal","","","you","concentration + 1d4 rounds","0","0","","","This spell functions like minor image, except it always creates an animated illusion of you presenting to a vampire a material, object, or sound that it is averse to, such as garlic, a holy symbol, or bells ringing. You specify what aversion the illusion depicts when you cast the spell. The vampire reacts to the illusion as if it were real; it can overcome the effect by succeeding at a disbelief save or a normal Will save against the illusion's DC (instead of the normal DC 25 to overcome its revulsion). The illusion is only quasi-real and cannot otherwise affect creatures.","Blood Of The Night"
"Domination Link","divination","","mind-affecting","bard 3, inquisitor 3, sorcerer/wizard 3, witch 3","1 standard action","V, S, F/DF (a copper piece)","0","60 ft.","cone-shaped emanation","","","concentration, up to 1 min./level (D)","1","0","Will negates; see text","no","This spell functions like detect thoughts, with the additional ability to find echoes of the thoughts of a creature mentally controlling the target. For example, if the target has been dominated by a vampire, you can use evidence left in the target's mind to learn about that vampire. Each minute you concentrate on the spell, you can learn your choice of one of the following pieces of information.  Direction: The controller's general direction and distance.  Emotion: The controller's emotional state (gloating, sated, frightened, angry, and so on).  Image: A powerful iconic image relevant to the controller or its connection to the target, such as a symbol on a door or a name on a gravestone.  Location: The controller's general location, such as ""in a large city"" or ""on a ship.""  Name: The name by which the target knows its controller (if any).  All of this information is based on the last time the influencing creature linked itself to the target, either to issue a command or to receive sensory input from the target. For example, if at nightfall a vampire commanded a dominated victim to walk to a cemetery, this spell can reveal the vampire's general location at that time, though it may have moved since then.","Blood Of The Night"
"Project Weakness","necromancy","","curse, evil","cleric/oracle 3, sorcerer/wizard 4, witch 3","1 standard action","V, S","0","touch","","","living creature touched","permanent","0","0","Will negates","yes","You curse the target with the weaknesses of your kind of vampirism. The creature reacts to garlic, mirrors, ringing bells, sunlight, and so on as if it were a vampire of the same type as you. This cannot kill the target; anything that would kill it (such as a lengthy exposure to sunlight if you are a moroi vampire) renders it helpless until the curse or the harmful effect is removed. The target gains none of the benefits of being a vampire (such as fast healing or requiring special ways to be permanently killed), only the penalties.","Blood Of The Night"
"Steal Years","transmutation","","","cleric/oracle 3, druid 3, sorcerer/wizard 3, witch 3","1 standard action","V, S, M (a handful of ash)","0","touch","","","creature touched","24 hours","0","0","Fortitude negates","yes","You temporarily drain youth and vitality from the target and channel it into yourself. If the target fails its Fortitude save, it physically ages 1d4 years per two caster levels (maximum 5d4), and you decrease your age by the same number of years. If this changes the age category of you or the target, only adjust physical ability scores. This effect cannot bring your age to lower than the minimum age of adulthood for your race (see page 169 of the Core Rulebook). This stolen youth does not actually change your age or prolong your life; you will still die at your allotted time, no matter how youthful you appear. Likewise, the spell does not add to the target's true age, and cannot make the target die of old age.  When the spell ends, the sudden weight of aging makes you fatigued for 1d4 hours.","Blood Of The Night"
"Steal Years, Greater","transmutation","","","cleric/oracle 5, druid 5, sorcerer/wizard 5, witch 5","1 standard action","V, S, M (a handful of ash)","0","touch","","","creature touched","1 day/level","0","0","Fortitude negates","yes","This spell functions like steal years, except you drain 1d6 years per two caster levels (maximum 10d6).","Blood Of The Night"
"Transmute Wine To Blood","transmutation","","","cleric/oracle 2, sorcerer/wizard 2, witch 2","1 standard action","V, S, M (drop of animal blood)","0","touch","","","bottle of wine worth at least 10 gp","instantaneous","0","0","Fortitude negates (object)","yes (object)","You transform one bottle of fine wine into 1 pint of animal blood, sufficient for a creature with the blood drain ability to feed upon as if it came from a Medium animal with 1 Hit Die. If you are using the optional hunger rules (see page 22), this blood satiates an undead creature's hunger, negating any withdrawal effects, but does not grant the creature a feeding bonus. The blood coagulates and spoils at the normal rate.","Blood Of The Night"
"Winter's Grasp","conjuration","creation","cold","druid 2, witch 2","1 standard action","V, S, M/DF (ground glass)","0","medium (100 ft. + 10 ft./level)","20-ft.-radius spread","","","1 round/level","0","0","none","no","Ice encrusts the ground, radiating supernatural cold and making it difficult for creatures to maintain their balance. This icy ground is treated as normal ice, forcing creatures to spend 2 squares of movement to enter an icy square and increasing the DC of Acrobatics checks attempted in the area by 5. A creature that begins its turn in the affected area takes 1d6 points of cold damage, and takes a -2 penalty on saving throws against all spells with the cold descriptor for 1 round.","People Of The North"
"Irriseni Mirror Sight","divination","scrying","","sorcerer/wizard 3, witch 3","10 minutes","V, S, F (a mirror)","0","see text","","magical sensor","","1 minute/level","0","0","none","no","This spell lets you look into a mirror near you and see an image that is reflected in another specific mirror (chosen by you) or an individual reflected in any other mirror. This works like a scrying spell, except you can only view creatures on the same plane as you. Each time you cast the spell, you can choose to see one of three types of reflections in your mirror.  Known Mirror: The current reflection in another mirror with which you are familiar.  Known Person: The current reflection of a person you know well, assuming that person is near a mirror.  Known Place: The current reflection of a place you know well, assuming the location is being reflected in a mirror.  You receive only visual information through this ability. You can choose to transmit information both ways so that a person reflected in the remote mirror can view whatever appears in the mirror you are using.  For example, Urion Petresky knows that Queen Elvanna keeps a mirror in a hall near her throne room. He can look through his own handheld mirror and see into this hall, even if the queen is not there. Alternatively, he can attempt to find the queen (wherever she is) by looking into his mirror; if, at that moment, the queen is near any mirror at all, he can see her. He may instead cast the spell and try to see into her throne room, hoping that someone has brought a mirror there. If any of these conditions fails, Urion sees nothing but his own reflection.  This spell works with intentionally fabricated mirrors only; it is not effective with other reflective surfaces, such as still pools or polished metal shields. Effects that block scrying block this spell.","AP 67"
"Die For Your Master","enchantment","compulsion","","antipaladin 4, druid 5, sorcerer/wizard 5, witch 5","1 immediate action","V, S","0","touch","","","your animal companion, familiar, or fiendish servant","instantaneous","0","0","none","no","This spell functions as bleed for your master, but it allows your companion or familiar to intercept any attack that targets you, including those that do not require attack rolls (e.g., chain lightning, hold monster, and magic missile). Your companion or familiar cannot intercept effects that do not affect creatures of its type (e.g., dominate person).","Animal Archive"
"Familiar Figment","illusion","figment","","sorcerer/wizard 2, witch 2","1 standard action","V, S","0","touch","","","your familiar","1 round/level (D)","1","0","none","no","You create an illusory duplicate of your familiar that moves erratically around your familiar's space, frequently moving through the familiar's body with a blurring effect that makes it indistinguishable from the real creature. Attacks against the familiar have a 50% miss chance; attacks that miss instead target the familiar figment, which reacts as if damaged as appropriate to the attack but unlike a mirror image is not destroyed when struck. This spell does not grant your familiar concealment or prevent it from being targeted by spell effects that do not require an attack roll.  In addition, as a swift action, your familiar can direct the familiar figment to attempt a melee touch attack, using your base attack bonus and the familiar's Dexterity modifier. If this attack hits, your familiar (but not other creatures) treats that target as flanked until the end of its turn.","Animal Archive"
"Hunter's Friend","transmutation","","","druid 3, ranger 2","1 standard action","V, S, DF","0","touch","","","your animal companion","1 hour/level (D)","1","0","Will negates (harmless)","no","Your animal companion works in perfect harmony with your mastery of nature. You share one of the following class abilities with your companion for every 4 caster levels you possess: camouflage, favored enemy, favored terrain, hide in plain sight, resist nature's lure, swift tracker, trackless step, venom immunity, and woodland stride. You must have the ability in question to share it with your companion, and it functions for your companion just as it functions for you, save that each favored enemy or favored terrain you share counts as a separate class ability for the purpose of this spell.  At the GM's discretion, you may instead share an ability granted by an archetype that substitutes for one of the above abilities, such as the arctic endurance, arctic native, icewalking, and snowcaster abilities of an arctic druidAPG.","Animal Archive"
"Share Shape","transmutation","polymorph","","ranger 3, sorcerer/wizard 4, witch 4","1 standard action","V, S, M (a piece of the creature whose form you plan to assume)","0","personal","","","you","1 hour/level (D)","1","0","","","This spell functions as beast shape II, but you may only assume the form of an animal of a type identical to your animal companion or familiar. If your familiar or companion is not an animal, this spell has no effect.","Animal Archive"
"Flurry Of Snowballs","evocation","","cold, water","druid 2, magus 2, sorcerer/wizard 2, witch 2","1 standard action","V, S","0","30 ft.","cone-shaped burst","","","instantaneous","0","0","Reflex half","no","You send a flurry of snowballs hurtling at your foes. Any creature in the area takes 4d6 points of cold damage from being pelted with the icy spheres.","AP 67"
"Ice Spears","conjuration","","cold","druid 3, sorcerer/wizard 3, witch 3","1 standard action","V, S, M (a small stalagmite-shaped crystal)","0","close (25 ft. + 5 ft./2 levels)","","1 ice spear/4 levels","","instantaneous","0","0","Reflex half and see below","no","Favored by the spellcasters of Irrisen, this potent spell can disrupt spellcasters, topple enemies, and break even seemingly unstoppable charges.  One or more giant spears of ice lance up out of the ground. Each stalagmite-like icicle affects a 5-foot square and tapers to a height of 10 feet. You may cause a number of ice spears equal to one spear for every 4 caster levels you possess to burst from the ground. A creature that occupies a square from which a spear extends (or that is within 10 feet of the ground below) takes 2d6 points of piercing damage and 2d6 points of cold damage per square-creatures that take up more than 1 square can be hit by multiple spears if your caster level is high enough. The explosive growth can also trip foes. When the spears erupt from the ground, they attempt a combat maneuver check to trip any targets that take damage from the spears, with a total bonus equal to your caster level plus your Intelligence, Wisdom, or Charisma modifier, whichever is highest. Each additional ice spear beyond the first that strikes a single foe grants a +10 bonus on this combat maneuver check. If the check is successful, the ice spears knock the foe prone. A successful Reflex save halves the damage and prevents the trip attempt.  If you cast this spell upon an area covered with ice or snow, such as a glacier, frozen lake, or snow-covered field, the spears strike with additional force. Saves against the effect take a -2 penalty, and the spell effect gains a +4 bonus on the combat maneuver check to trip foes.  Ice spears created by this spell remain after they do their damage. They melt as normal depending on the surrounding environment. They no longer damage foes in their square, but can provide cover. An ice spear has hardness 5 and 30 hit points.","AP 67"
"Martyr's Last Blessing","conjuration","healing","","cleric/oracle 3, ranger 3","1 minute","V, S, DF","0","personal (see text)","","","you and one ally/level, no two of which can be more than 30 ft. apart (see text)","1 hour/level or instantaneous (see text)","0","0","Will half (harmless, see text)","yes (harmless)","You charge your body with healing energy, which erupts from you if you are dying or are killed before 1 hour per level has passed. If you're brought below 0 hit points or killed (including by effects that kill without dealing damage, such as phantasmal killer and power word kill), the eruption of healing energy acts as mass cure light wounds on allies (other than you). Allies with the fewest Hit Dice are affected first. Among allies with equal HD, those closest to you are affected first. If the duration ends, the stored healing energy dissipates with no effect.","AP 68"
"Peasant Armaments","transmutation","","","cleric/oracle 1, inquisitor 1, ranger 1, sorcerer/wizard 1","1 standard action","V, S, DF","0","touch","","","1 improvised weapon/level","1 minute/level (D)","1","0","Will negates (harmless, object)","yes (harmless, object)","You transform one or more improvised weapons into equivalent simple or martial weapons. The bearer of such a weapon can wield it with proficiency (no penalty for using an improvised weapon or not having the required proficiency). This does not alter the weapon's shape or appearance in any way. For example, if cast on a chair leg, butter knife, and pitchfork, the weapons function as a club, dagger, and trident, respectively, and anyone who wields them does so without a nonproficiency penalty, but the weapons look no different than they were before the spell.  The spell has no effect on items that are not improvised weapons. For example, if cast on a short sword, it does not grant proficiency to anyone wielding it.","AP 68"
"Conjure Deadfall","conjuration","creation","","magus 5, sorcerer/wizard 4","1 standard action","V, S, M (fistful of mithral tacks)","0","medium (100 ft. + 10 ft./level)","see text","one spiked, falling block","","instantaneous","0","0","Reflex negates (see text)","yes","You conjure a large metal cube covered in sharp spikes. If you conjure the block so that it appears in midair, it immediately plummets downward onto all creatures below it. When you cast this spell, you select the size of the square area you wish it to affect. If you choose to create a deadfall over a single 5-foot square, the block deals 1d6 points of bludgeoning damage per caster level (maximum 15d6) to each creature in the area. A deadfall over a 10-foot square deals 1d6 points of bludgeoning damage per 2 caster levels (maximum 7d6), a deadfall over a 15- foot square deals 1d6 points of bludgeoning damage per 3 caster levels (maximum 5d6), and so on, to a maximum size of a 25- foot square. Only creatures that are on the outer edge of the area affected by a conjure deadfall spell can attempt Reflex saves to avoid the effect; creatures whose space does not touch the edge of the deadfall do not receive a save.  In order to deal damage, the conjured deadfall must start at least 10 feet above the tallest creature in the area to be affected. A conjured deadfall is as tall as it is wide, and the spell fails if you attempt to conjure a deadfall in an area already occupied by a creature or object (including the ceiling). Regardless, a deadfall conjured by this spell disappears as soon as it deals damage or strikes the ground.","Dungeoneers Handbook"
"Create Holds","transmutation","","","druid 4, ranger 3, sorcerer/wizard 4","1 standard action","V, S, M (handful of pebbles)","0","medium (100 ft. + 10 ft./level)","","path of handholds","","1 hour/level (D)","1","0","none","no","You create a path of handholds on earthen, plaster, stone, or wooden walls (not on walls made of metal or other, harder materials). The handholds are created in pairs and are approximately 3 feet apart, located in a specific path indicated by your gestures while casting the spell. The handholds' path can span up to 30 feet out from you plus an additional 10 feet per 3 caster levels (maximum 90 feet at 18th level). The handholds protrude approximately 6 inches from the wall, measure 10 inches lengthwise, and are perfectly suited for gripping with fingers or claws. At the end of the spell's duration, any creature being supported by the handholds immediately begins to fall.","Dungeoneers Handbook"
"Determine Depth","divination","","","bard 2, druid 2, sorcerer/wizard 2","1 standard action","V, S","0","touch","","","solid surface touched","concentration, up to 1 round/level (D)","1","0","none","no","With a touch, you can determine the exact thickness of a wall, ceiling, or other solid barrier, measuring from the point you are touching to the direct opposite side of the barrier in a straight line. You can only detect depths or widths of up to 10 feet per caster level (maximum 200 feet at 20th level); amounts in excess of this limit are detected as being the maximum you are able to detect. So, for example, a 5th-level wizard using this spell on a 60-foot-thick wall would detect that the wall is 50 feet thick.  Determine depth can be used on earthen, plaster, stone, or wooden surfaces, but not on walls made of metal or other, harder materials. This spell is useful to casters who want to get an idea of their surroundings, and as a preliminary measure to casting spells such as passwall or dimension door.","Dungeoneers Handbook"
"Discern Value","divination","","","bard 3, sorcerer/wizard 3","1 standard action","V, S, F (platinum monocle worth 100 gp)","1","60 ft.","cone-shaped emanation","","","concentration, up to 1 minute/level (D)","1","0","none","no","You can quickly analyze the monetary value of objects and identify which are most valuable to an average trader. You must specify a minimum value to detect when you cast this spell (such as 1 gp, 100 gp, or 1,000 gp). The amount of information revealed depends on how long you study a particular area or subject.  1st Round: Presence or absence of objects worth at least the specified amount.  2nd Round: The most valuable object in range glows brighter than all of the others. If an aura is outside your line of sight, then you discern its direction but not its exact location.  3rd Round: Objects whose values are within 10% of the most valuable item in range glow slightly.  The spell's effect does not indicate whether an item has magical properties and does not detect artifacts or items that are priceless.","Dungeoneers Handbook"
"Nature's Ravages","necromancy","","","cleric/oracle 4, witch 3","1 minute/HD of target","V, S, M/DF (dried maggots)","0","close (25 ft. + 5 ft./level)","","","corpse of creature whose total number of HD does not exceed your caster level","instantaneous","0","0","none","no","You greatly speed up the decomposition process of a nearby corpse and warp the fibers of time that permeate it, aging the corpse an additional amount of time equal to up to 1 day per 2 caster levels (maximum 10 days at 20th level). This spell prompts all the natural effects of the intended decomposition period, including crumbled clothing, rotted or liquefied flesh, maggot infestations, and the infiltration of any surrounding vegetation.  In addition to hindering mundane autopsies and investigations, this spell may effectively prohibit the use of raise dead on the target, though more powerful magic such as resurrection or true resurrection may still work.","Dungeoneers Handbook"
