"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Beacon Of Luck","divination","","","bard 3, cleric/oracle 3, inquisitor 4, paladin 4","1 standard action","V, S, M/DF (a tuft of rabbit fur)","0","personal; see text","","","you","1 minute/level (D)","1","0","","","You send out a burst of luck with a 30-foot radius centered around you. While the beacon of luck  is in effect, you gain a +2 sacred bonus on all saving throws. As an immediate action before a saving throw is made, allies within the area can choose to benefit from this luck, rolling twice for a saving throw and taking the better result. Once a creature benefits from the beacon of luck in this way, it cannot gain the benefit of this spell for 24 hours.","Inner Sea Gods"
"Blade Snare","abjuration","","","druid 3, magus 3, ranger 3, sorcerer/wizard 3","1 standard action","V, S","0","personal","","","you","1 round/level","0","0","none","no","This spell creates an invisible magic field that does not stop weapons (whether manufactured or natural) from moving toward you, but impedes their motion when they are retracted.  When you are hit with a melee attack, attempt a caster level check against your opponent's CMD. If your check succeeds, your opponent's attacking weapon or body part becomes caught in the field, as if magically affixed to your body. If your check fails, your opponent may retract its weapon.  If your opponent's melee weapon becomes trapped in the field, the opponent may release the weapon and move away from you. If your opponent attacked with a part of its body (such as a fist, a horn, a tail, etc.) or it attacked with a weapon but refuses to release it, your opponent gains the grappled condition. Because you are not using any part of your body to maintain control over your opponent, you do not gain the grappled condition.  Once an opponent's weapon is snared, you may attempt a new caster level check against that opponent's CMD on each of your subsequent turns to maintain the grapple. This is a standard action, during which you may make any of the usual grappling actions, but if you choose to pin the opponent, you gain the grappled condition as well. On your opponent's turn, it may try to retract its weapon or limb by attempting a combat maneuver check or Escape Artist check, the DC of which is equal to the spell's saving throw.  While blade snare is active, you may make melee attacks and cast spells as normal, though you may not make ranged weapon attacks; the magic field thwarts such attacks. You may not snare more than one limb or weapon in the field at a time.  If you already have an opponent's weapon or limb stuck in the field and you are hit by a second melee attack, you must choose which weapon or limb to snare. The other limb or weapon is unaffected by the spell.","Inner Sea Gods"
"Blessing Of The Watch","enchantment","compulsion","mind-affecting","cleric/oracle 1, inquisitor 1, paladin 1","1 standard action","V, S, DF","0","50 ft.","The caster and all allies within a 50-ft. burst, centered on the caster","","","1 hour/level","0","0","none","yes (harmless)","This spell functions like bless, except as noted. It works only in the caster's home city, and in areas under the jurisdiction of the city watch. For example, if the watch patrols a shantytown outside the city walls but not the ruined subterranean tunnels that lie beneath the city, the spell works in the former area but not the latter.","Inner Sea Gods"
"Brittle Portal","transmutation","","","antipaladin 2, cleric/oracle 2, druid 2, inquisitor 2, sorcerer/wizard 2, witch 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","5-ft.-radius spread","","","1 round/level","0","0","Will negates (object)","yes (object)","This spell weakens the bonds of existence, and reduces the hardness of any nonmagical surface within its area of effect by 2 per caster level. The spell is centered on a flat surface chosen by the caster, and the hardness reduction effect persists for the duration of the spell.","Inner Sea Gods"
"Burst Of Glory","enchantment","compulsion","mind-affecting","cleric/oracle 5, inquisitor 4, paladin 4","1 standard action","V, S, DF","0","","10-ft.-radius burst, centered on you","","","1 round/level (D; see text)","0","0","Will negates (harmless)","yes (harmless)","Allies in the area of this spell at the time of casting gain a +1 sacred bonus on attack rolls and saves against fear effects, plus 1 temporary hit point per caster level (maximum 20). You shine with a white or golden radiance equal to a torch for the spell's duration, though you can dismiss the glow effect as a free action.","Inner Sea Gods"
"Caustic Blood","transmutation","","acid","alchemist 4, cleric/oracle 5, druid 4, magus 4, sorcerer/wizard 5, summoner/unchained summoner 4","1 standard action","V, S, M (vial of black adder venom)","0","personal","","","you","1 round/level","0","0","Reflex half or negates; see text","no","You imbue your blood with corrosive acid. Any time you take piercing or slashing damage, a spray of acidic blood spurts from your body in the direction of the opponent who inflicted the wound, dealing 1d6 points of acid damage per caster level (maximum 15d6, Reflex half). This spurt travels in a 10-foot line, damaging the first creature or object it touches, with no splash damage. After it contacts a creature or object, your acidic blood continues to burn that creature for 1 round, dealing 1d6 points of acid damage per 2 caster levels (maximum 7d6). A second successful Reflex save negates this additional damage.","Inner Sea Gods"
"Channel The Gift","evocation","","","bard 3, cleric/oracle 3, druid 3, ranger 3, sorcerer/wizard 3, witch 3","1 standard action","V, S, DF","0","touch","","","ally spellcaster touched","1 round or see text","0","0","Will negates (harmless) or none","yes (harmless) or no","You channel your magical power to fuel the target's spellcasting.  The next spell the target casts of 3rd level or lower does not expend a spell slot; in effect, you are using your spell slot to power the target's spell. The target must start casting this spell before your next turn, and the spell cannot have a casting time longer than 1 full round. Your alignment, prohibited wizard school, and other restrictions on your own spellcasting do not affect the target, nor do you suffer any backlash from the target's choice of spell.  If you target yourself with this spell, you may spontaneously cast any prepared spell of 3rd level or lower without expending its spell slot on your next turn (this aspect of the spell has no effect if you are a spontaneous caster). The spell that's cast after channel the gift cannot have a casting time longer than 1 full round.","Inner Sea Gods"
"Channel Vigor","transmutation","","","alchemist 3, cleric/oracle 3, inquisitor 3, magus 3","1 standard action","V, S","0","personal","","","you","1 round/level","0","0","","","You focus the energy of your mind, body, and spirit into a specific part of your being, granting yourself an exceptional ability to perform certain tasks. When you cast the spell, choose one of the following portions of your self as your focus target. Thereafter, you may change the focus target as a move action. You can gain the benefit of only one channel vigor spell at a time.  Limbs: You gain the benefits of a haste spell.  Mind: You gain a +4 competence bonus on Knowledge and Perception skill checks and on ranged attack rolls.  Spirit: You gain a +6 competence bonus on Will saving throws and Bluff and Intimidate checks.  Torso: You gain a +6 competence bonus on Fortitude saving throws and concentration checks.","Inner Sea Gods"
"Dead Eye's Arrow","evocation","","electricity","cleric/oracle 2, inquisitor 1, druid 1, magus 1, paladin 1, ranger 1","1 standard action","V, S, M (one arrow)","0","Medium (100 ft. + 10 ft./level) or see text","","arrow of electricity","","instantaneous or 1 round (see text)","0","0","none","yes","You create an arrow made of crackling electricity, which you may use for one of two effects.  Attack: You may throw the arrow up to Medium range or fire it from a bow up to the bow's maximum range. Either use is a ranged touch attack. The arrow deals 1d6 points of electricity damage + 1 point per level (maximum +5).  Beacon: You throw or fire the arrow straight up. When it reaches maximum range or a solid surface (such as the roof of a cave) it explodes in a peal of thunder and forms a forked bolt of electricity resembling Erastil's holy symbol, which lingers for 1 round. The thunder and lightning are as loud and bright as natural thunder and lightning, but they do not harm any nearby creatures.","Inner Sea Gods"
"Defending Bone","necromancy","","","cleric/oracle 2, inquisitor 2, magus 2, sorcerer/wizard 2, witch 2","1 standard action","V, S, F (a Medium creature's skull or femur), DF","0","personal","","","you","1 hour/level or until discharged","0","0","","","You animate a bone with necromantic energy, giving it the power to float near your body and interpose itself against physical attacks. This gives you damage reduction 5/bludgeoning.  Once the bone has prevented a total of 5 points of damage per caster level (maximum 50 points), it is destroyed and the spell is discharged. This spell has no effect if you have damage reduction from another source.","Inner Sea Gods"
"Dream Feast","conjuration","creation","","cleric/oracle 1, druid 1, ranger 1","1 standard action","V, S, DF","0","touch","","","creature touched","instantaneous","0","0","Will negates (harmless)","yes (harmless)","The next time the target sleeps (within the next 8 hours), she dreams of a rich feast with her favorite foods and drinks. When she awakens, she is sated as if she had eaten a nutritious meal, regardless of what she dreamed she ate. The target must sleep for at least 1 hour to gain the benefits of this spell. Being awakened during this period interrupts the spell and cancels its effects.  If you sleep with this spell prepared, you may automatically expend it while you sleep to gain the spell's benefit. This expenditure does not count as spellcasting for the purpose of determining available spell slots (you could go to sleep at midnight, expend this spell during an 8-hour period of sleep, and still prepare your full allotment of spells in the morning).","Inner Sea Gods"
"Early Judgment","divination","","","cleric/oracle 2, inquisitor 2, witch 1","1 standard action","V, S, DF","0","close (25 ft. + 5 ft./2 levels)","","","one humanoid creature","1d4 rounds","0","0","Will negates","yes","You show one creature the effect of its life so far and what it might expect when it passes under Pharasma's impartial gaze at the end of its life. Depending on the creature's alignment and its adherence to its ethos, you can provide it a brief glimpse of the reward or punishment that waits for it when it dies by showing it a mental image of its destined plane in the Great Beyond. If the target is good-aligned, it is fascinated for 1d4 rounds on a failed save. If the target is neutral-aligned, it is confused for 1d4 rounds on a failed save. If the target is evil-aligned, it is shaken for 1d4 rounds on a failed save.","Inner Sea Gods"
"Enhance Water","transmutation","","","bard 1, cleric/oracle 1, paladin 1","1 round","V, S","0","touch","","","1 pint of water/level","instantaneous","0","0","Fortitude negates (harmless, object)","yes (harmless, object)","This spell transforms water into an alcoholic beverage, typically ale, beer, mead, or wine. The alcohol is of middling quality but perfectly drinkable. The spell also serves to remove poisons, diseases, minerals, and other toxins from the water as it transforms. The more contaminants that exist in the water, the darker the ale or the more full-bodied the wine becomes. The beverage's alcohol content is not affected by the presence or absence of contaminants.  This spell does not work on unholy water, potions, or other liquids with magical power.","Inner Sea Gods"
"Face Of The Devourer","transmutation","polymorph","","adept 1, antipaladin 1, cleric/oracle 1, druid 1, sorcerer/wizard 1","1 standard action","V, S","0","touch","","","creature touched","1 minute/level","0","0","Fortitude negates (harmless)","yes (harmless)","You transform the target's face into a hideous shape, such as a half-melted visage with insect legs instead of teeth, seeping pits instead of eyes, and suckered tongues dangling from its misshapen mouth. You do not choose what shape the target's face takes, and the shape is different every time you cast the spell. This transformation does not interfere with the target's senses or its ability to breathe, though it might prevent it from speaking. The target gains a +4 circumstance bonus on Intimidate checks.  If the target does not normally have a bite attack, it gains a bite attack as a natural weapon for the duration of the spell. This bite attack deals 1d6 points of damage if the target is Medium, 1d4 points of damage if the target is Small, or 1d8 points of damage if the creature is Large. The target may use this bite as a primary attack or a secondary attack.","Inner Sea Gods"
"Fairness","enchantment","compulsion","mind-affecting","cleric/oracle 1, inquisitor 2, paladin 2","1 round","V, S, DF","0","close (25 ft. + 5 ft./2 levels)","","","one humanoid creature per level","1 minute/level","0","0","Will negates","yes","Humanoid creatures affected by this spell must trade fairly with others to the best of their knowledge. If they know the fair value (or even an estimated fair value) of a good or service, they cannot participate in a trade if it would benefit one side unfairly, and must attempt to stop such trades from occurring, preventing them from cheating another while under the influence of this spell. The symbol of Abadar appears above the heads of those affected by this spell, making those affected and unaffected by the spell immediately apparent.","Inner Sea Gods"
"Fallback Strategy","abjuration","","","cleric/oracle 1, inquisitor 1, paladin 1, magus 1","1 standard action","V, S, DF","0","personal","","","you","1 minute/level or until discharged; see text","0","0","","","While this spell is active, you may reroll one attack roll, combat maneuver check, or skill check before the result of the roll or check is known. You must take the result of the reroll, even if it's worse than the original roll. Once the reroll is used, the spell ends.  You can have no more than one fallback strategy active on you at the same time.","Inner Sea Gods"
"False Alibi","enchantment","compulsion","mind-affecting","bard 3, cleric/oracle 3, inquisitor 3","1 round","V, S, M (emerald dust worth 100 gp)","1","close (25 ft. + 5 ft./2 levels)","","","one living creature","permanent; see text","0","0","Will negates","yes","This spell functions similarly to modify memory, except you can modify the target's memory only in a specific way. In response to a triggering condition you determine, up to the last 5 minutes of the target's memory are eliminated and replaced with a memory of your choosing (or no memory at all). For example, you could cast this on an assassin, set it to trigger when he completes his kill, and replace his memory of the murder with the memory of him discovering the body and picking up the murder weapon. You can cast this spell multiple times on the same target, even with the same trigger, affecting different memories. A single casting of false alibi affects a creature only until the specified condition has been triggered; once a condition has been triggered and the target's memory altered, that condition no longer triggers this spell unless the victim is subject to another casting of false alibi that specifies the same trigger.","Inner Sea Gods"
"Firebelly","abjuration","","","alchemist 1, cleric/oracle 1, druid 1, paladin 1","1 standard action","V, S, DF","0","personal","","","you","1 minute/level","0","0","Reflex half; see text","yes; see text","A magical fire warms your belly, granting fire resistance 5 and making your gut hot to the touch (but not enough to damage you or anything else). As a standard action, you can breathe a 15-foot cone of flame that deals 1d4 points of fire damage (Reflex half, SR applies). Each time you use this breath weapon, reduce the remaining duration of the spell by 1 minute.","Inner Sea Gods"
"Fractions Of Heal And Harm","transmutation","","","bard 3, cleric/oracle 3, sorcerer/wizard 3","1 swift action","V, S","0","personal","","","you","instantaneous","0","0","","","This spell channels a portion of the next spell you cast into magic that heals you. The next instantaneous area damage spell of 3rd level or lower that you cast deals only 75% of its damage, but heals you of a number of hit points equal to the remaining 25% of the spell's damage. For example, if you cast this spell and followed it with a fireball that would normally deal 40 hit points of damage, the fireball instead deals 30 hit points of damage and heals you of 10 hit points of damage. The spell affected by this spell must be cast before the end of your next turn. This spell has no effect on spells that do not deal damage or spells higher than 3rd level. This healing is treated as if you had been affected by a cure or inflict spell (whichever would heal you), and is treated as the same spell level as the area-affecting spell for the purpose of effects that relate to the spell level of cure or inflict spells.","Inner Sea Gods"
"Freedom's Toast","conjuration","teleportation","","bard 5, cleric/oracle 5, inquisitor 5, sorcerer/wizard 4","1 standard action","V, S, M/DF (a small amount of ale in a flagon)","0","close (25 ft. + 5 ft./2 levels)","","","one creature","instantaneous","0","0","Will negates (harmless)","yes (harmless)","When the caster hoists a flagon and delivers a toast to freedom, the target is transported up to 15 feet from its position to a space of your choice, though that space must be within your line of sight. If the target was prone at the time of casting, you can choose for the target to be standing upon reaching the destination. Furthermore, if the target was bound with nonmagical ropes, manacles, or other restraints, those restraints are not transported with the target, effectively freeing the target from those restraints. If the target is bound by magical restraints, you can bar those restraints from being transported with the target with a successful caster level check against a DC based on the restraints' caster level (DC = 11 + the restraining magic item's or spell's caster level).","Inner Sea Gods"
"Ghoul Hunger","necromancy","","evil, mind-affecting","antipaladin 2, cleric/oracle 2, sorcerer/wizard 2, witch 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one humanoid creature","1 round/level; see text","0","0","Will negates; see text","yes","You awaken an unnatural hunger in the target, compelling it to fall upon a nearby helpless or dead humanoid creature and begin eating its flesh. The target defends itself normally but takes no other actions while eating. The target does not take extraordinary risks to satisfy this urge (it wouldn't jump over a pit or swim through lava to reach a suitable victim). If the target can't fulfill this urge on its next turn, the spell fails. Each round on its turn, the target can attempt a new saving throw to end the effect.","Inner Sea Gods"
"Gozreh's Trident","evocation","","electricity","cleric/oracle 2, druid 2, witch 2","1 standard action","V, S, DF","0","0 ft.","","trident-like bolt of electricity","","1 minute/level (D)","1","0","none","yes","A 4-foot-long, blazing, forked bolt of electricity springs forth from your hand. You wield this spear-like bolt as if it were a trident (you are considered proficient with the bolt). Attacks with Gozreh's trident are melee touch attacks. The bolt deals 1d8 points of electricity damage + 1 point per 2 caster levels (maximum +10). Since the bolt is immaterial, your Strength modifier does not apply to the damage. The bolt can ignite combustible materials such as parchment, straw, dry sticks, and cloth.","Inner Sea Gods"
"Hairline Fractures","transmutation","","earth","cleric/oracle 1, druid 1, witch 1","1 standard action","V, S, M (a broken twig)","0","touch","","","5-foot-square section of stone or a creature with the  earth subtype","1 round/level","0","0","Fortitude negates (object)","yes (object)","With a single touch, you create temporary hairline fractures in a piece of stone or a creature with the earth subtype. If you cast this spell on a section of stone, you reduce its hardness to 5 and its hit points to 10/inch of thickness. If you cast this spell on a creature with the earth subtype, that creature takes a -2 penalty to AC for the spell's duration. Make whole reverses this spell's effect.","Inner Sea Gods"
"Hammer Of Mending","transmutation","","","cleric/oracle 6, sorcerer/wizard 5, summoner/unchained summoner 5","1 standard action","V, S, F (a small mithral hammer worth 300 gp), DF","1","","30-ft.-radius burst centered on you","","","instantaneous","0","0","Fortitude negates (harmless)","yes (harmless)","Upon striking a piece of solid ground with the spell's focus or a holy symbol, you let out a wave of energy that repairs items within its burst. All objects or constructs within the burst are repaired of 1d6 points of damage per level. When this spell affects constructs, the spell bypasses any immunity to magic as if the spell did not allow spell resistance.  Hammer of mending can fix destroyed magic items (items with 0 hit points or fewer), and restores the magic properties of the item if your caster level is at least twice that of the item.  Items with charges (such as wands) and single-use items (such as potions and scrolls) cannot be repaired in this way.","Inner Sea Gods"
"Haze Of Dreams","enchantment","charm","emotion, mind-affecting","bard 1, cleric/oracle 1, inquisitor 1, paladin 1, witch 1","1 standard action","V, M (pinch of sand)","0","close (25 ft. + 5 ft./2 levels)","","","one creature","1 round/level","0","0","Will negates","yes","You fill an enemy's head with waking dreams, a reminder of the pleasures, delights, and terrors to be found in the dream world. While in this strange dream state, the target moves at half its normal speed (round down to the next 5-foot increment), which affects the creature's jumping distance as normal for decreased speed.  Multiple haze of dreams effects do not stack, nor does this spell's effect stack with slow.","Inner Sea Gods"
"Hunter's Blessing","transmutation","","","cleric/oracle 5, druid 5, inquisitor 5","1 standard action","V, S, DF","0","close (25 ft. + 5 ft./2 levels)","","","one creature/level, no two of which can be more than 30 ft. apart","1 hour/level","0","0","Will negates (harmless)","yes (harmless)","When casting this spell, you designate a type or type and subtype of creature (using the ranger's favored enemy categories; Pathfinder RPG Core Rulebook 6 4) and a type of terrain (using the list of ranger's favored terrain categories, Core Rulebook 65). Targets of the spell gain a +2 sacred bonus on Bluff, Perception, Sense Motive, and Survival checks attempted against creatures of the selected type, and a +2 sacred bonus on attack rolls and damage rolls made against creatures of that type. Furthermore, they gain a +2 sacred bonus on initiative checks, Perception, Stealth, and Survival checks while they are in the type of terrain you designate. Lastly, when tracking the designated creature type in the chosen terrain, the targets can follow the tracks of such creatures untrained, even if the DC for the task is 11 or higher.","Inner Sea Gods"
"Ice Armor","transmutation","","cold, water","cleric/oracle 1, druid 1","1 minute","V, S, F (5 gallons of water)","0","0 ft.; see text","","a suit of armor made of ice","","1 hour/level or until destroyed","0","0","none","no","You create a suit of armor made of ice. While cold to the touch, it does not harm the wearer, especially if worn over normal clothing (though it can hasten the effects of exposure in cold environments). It offers the same protection as a breastplate, except it has hardness 0 and 30 hit points. If the intended wearer is immersed in water when you cast this spell, you may form the armor around the wearer (who may be you); otherwise the wearer must don the armor normally. Attacks against the wearer that create heat or fire degrade the armor, reducing its armor bonus by 1 for every 5 points of fire damage the wearer takes; when the armor's bonus to AC reaches 0, the armor is destroyed and the spell ends. Because the ice is slightly buoyant, the wearer gains a +2 circumstance bonus on Swim checks, except when swimming downward. Druids can wear ice armor without penalty.","Inner Sea Gods"
"Inheritor's Smite","transmutation","","","cleric/oracle 2, inquisitor 2, paladin 2","1 swift action","V, S, DF","0","personal","","","you","see text","0","0","","","You channel the power of righteousness into your weapon arm, allowing you to strike with great force. Your next melee attack (if made before the end of your next turn) gains a +5 sacred bonus on the attack roll. If the attack hits, you may immediately attempt a bull rush combat maneuver (with a +5 sacred bonus on your combat maneuver check) against the target without provoking an attack of opportunity; if your combat maneuver check exceeds the defender's CMD by more than 5, you do not need to move with the target to push it back more than 5 feet.","Inner Sea Gods"
"Light Prison","evocation","","light","bard 2, cleric/oracle 2, inquisitor 2, magus 2, sorcerer/wizard 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature/2 levels","1 round/level (D)","1","0","Reflex negates","yes","Rays of light burst forth from your outstretched hand, encircling each target's space with a cage of light. If a target fails its Reflex save, it becomes enclosed in the light prison. A creature enclosed in a light prison can attack, cast spells, and otherwise act normally as long as it stays within the light prison. However, if a creature passes through the walls of a light prison enclosing it, it takes 1d6 points of damage and is blinded for 1 round.  Creatures do not receive saves to negate these effects. Once a creature passes through the walls of a light prison surrounding it, the effect ends for that creature.","Inner Sea Gods"
"Lighten Object","transmutation","","","bard 1, cleric/oracle 1, magus 1, sorcerer/wizard 1, summoner/unchained summoner 1","1 standard action","V, M (goose down)","0","close (25 ft. + 5 ft./2 levels)","","","1 object of up to 1 cubic ft./level","1 minute/level","0","0","Will negates (object)","yes (object)","The target's weight decreases by half. If this spell is cast on armor, the armor's armor check penalty decreases by 1, though its categorization as light, medium, or heavy does not change.","Inner Sea Gods"
"Lighten Object, Mass","transmutation","","","cleric/oracle 5, magus 5, sorcerer/wizard 5, summoner/unchained summoner 5","1 standard action","V, M (goose down)","0","close (25 ft. + 5 ft./2 levels)","","","multiple objects totaling up to 1 cubic ft./level, no two of which can be more than 30 ft. apart","10 minutes/level","0","0","Will negates (object)","yes (object)","This spell functions like lighten object, except that it affects a number of objects equal to half your caster level.","Inner Sea Gods"
"Lose The Trail","illusion","glamer","","antipaladin 2, ranger 1, sorcerer/wizard 1","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature/level","1 hour/level (D)","1","0","Will negates (harmless)","yes (harmless)","The target or targets of this spell can obscure their tracks when fleeing from a pursuer. This increases the DC of any Survival checks made to track the spell's targets by 2 per level of the caster.","Inner Sea Gods"
