"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Splinter Spell Resistance","transmutation","","","bloodrager 2, magus 2, occultist 2, psychic 2, shaman 2, sorcerer/wizard 2, witch 2","1 standard action","V, S","0","touch","","","melee or thrown weapon or up to 50 pieces of ammunition touched","1 minute/level","0","0","Fortitude negates","no","You create an aura around the target weapon that weakens a foe's magical defenses. The first time each round the weapon damages a creature with spell resistance, that creature's spell resistance is reduced by 5 for 1 round. This reduction is not cumulative for multiple attacks within the same round, even if the target is struck by different weapons, each affected by a different casting of splinter spell resistance. However, the same creature's spell resistance can be reduced on multiple rounds by subsequent hits.","Arcane Anthology"
"Winged Sword","transmutation","","","bloodrager 2, inquisitor 3, magus 2, occultist 2, paladin 2, sorcerer/wizard 2","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one melee weapon","10 minutes/level","0","0","Will negates (harmless, object)","yes (harmless, object)","The weapon targeted by this spell grows small feathered wings. For the duration of the spell, the weapon acts as if it had the throwing weapon special ability. This spell can be used in place of magic stone as a prerequisite for the throwing weapon special ability.","Arcane Anthology"
"Celestial Healing","conjuration","healing","good","bloodrager 1, cleric/oracle 1, magus 1, sorcerer/wizard 1, summoner/unchained summoner 1, witch 1","1 round","V, S, M (1 drop of blood from a good outsider or 1 dose of holy water)","0","touch","","","creature touched","1 round/2 levels","0","0","Will negates (harmless)","yes (harmless)","You anoint a wounded creature with the blood of an outsider with the good subtype (such as an angel) or holy water, giving it fast healing 1. The target radiates the aura of a good creature for the duration of the spell and can sense the righteousness of the magic, though this has no long-term effect on the target's alignment. If the target has its own evil aura, this is not suppressed by celestial healing, and can also be detected normally.","Arcane Anthology"
"Celestial Healing, Greater","conjuration","healing","good","bloodrager 4, cleric/oracle 4, magus 4, sorcerer/wizard 4, summoner/unchained summoner 4, witch 4","1 round","V, S, M (1 drop of blood from a good outsider or 1 dose of holy water)","0","touch","","","creature touched","1 round/2 levels","0","0","Will negates (harmless)","yes (harmless)","As per celestial healing, except the target gains fast healing 4 and the target radiates the aura of a good cleric.","Arcane Anthology"
"Cyclic Reincarnation","transmutation","","","druid 6","10 minutes","V, S, M, DF (oils worth 5,000 gp)","1","touch","","","dead creature touched","instantaneous","0","0","none, see text","yes (harmless)","This spell allows a dead creature that died no more than 1 year before the casting of the spell to return to life in a body that closely resembles its original body; it functions as reincarnate except as noted. Cyclic reincarnation returns the dead creature to life in a new body of the same race that the target belonged to in life, and the new body appears physically similar to the creature's previous one, to the extent that the creature could be easily mistaken for its own offspring or kin. If the affected creature isn't a humanoid, there is a 75% chance that the creature returns to life as a youth of its race, gaining the young creature simple template instead (or becomes a juvenile, in the case of dragons and other creatures whose power is determined by their age category).  You can use cyclic reincarnation on someone who was killed by a death effect or turned into an undead creature and then destroyed, but nonhumanoids so restored always return to life with the young creature simple template (or as a juvenile, in the case of creatures whose power is determined by their age category).","Arcane Anthology"
"Jatembe's Ire","transmutation","","good","druid 6, sorcerer/wizard 6","1 standard action","V, S, M (octopus or squid tentacle)","0","medium (100 ft. + 10 ft./level)","120-ft.-radius spread","","","1 round/level (D)","1","0","none","no","The scholars of the Magaambya claim that Old-Mage Jatembe developed this spell to help eradicate the lost city of Ird, although such claims have never been confirmed. This spell causes tall grass, weeds, and other plants to swell into Gargantuan vines  and tendrils that erupt from the ground, reaching for any structure or any creature of evil alignment, functioning like black tentacles except as noted. When you are determining the tendrils' CMB, the tendrils use your caster level as their base attack bonus and have a +13 bonus due to their Strength. Any tendril that succeeds in grappling a foe deals 4d6+13 points of damage to the grappled creature. Additionally, the tendrils created by this spell can detect evil auras, as if they had spent 3 rounds observing all creatures and objects within the spell's area using detect evil, and attack and impede the movement of only evil creatures, though they also attack any structures in their area. Each structure suffers a single attack each round; your caster level acts as the base attack bonus for these attacks, and the tendrils deal 4d6+13 points of damage on each successful attack. Creatures that lack evil auras are not attacked or impeded by this spell.","Arcane Anthology"
"Artificer's Curse","transmutation","","","bard 6, cleric/oracle 7, inquisitor 6, occultist 6, shaman 7, sorcerer/wizard 7, witch 7","1 standard action","V, S, M (a blank scroll or page from a spellbook)","0","close (25 ft. + 5 ft./2 levels)","","","1 magical item","1 minute/level (D)","1","0","Will negates (object)","yes","You temporarily suppress the most powerful qualities of a magical item. This item can be any object you suspect bears a magical enchantment, but if the targeted item is not magical, your spell has no effect. The spell reduces the object's caster level by an amount equal to your caster level, to a minimum of 0. If the item grants a competence, deflection, enhancement, insight, luck, morale, natural armor, profane, resistance, or sacred bonus, the bonus is reduced by 1 for every 4 caster levels the item loses. If the item's caster level is reduced to 0, all its magic qualities are suppressed (as if dispelled) for the duration of the spell. This spell has no effect on artifacts.","Arcane Anthology"
"Deft Digits","transmutation","","","bard 3, medium 3, occultist 3, psychic 3, sorcerer/wizard 3, spiritualist 3, summoner/unchained summoner 3","1 standard action","V, S","0","Medium (100 ft. + 10 ft./level)","","","1 unattended gauntlet or glove","10 minutes/level","0","0","None (harmless, object)","no","You animate the target of the spell, manipulating the glove with your own hand from a distance. The glove moves as you direct it with a fly speed of 30 feet and average maneuverability. Directing the glove is a standard action, though the glove can move up to its speed and perform a task in the same action. You can attempt Disable Device and Sleight of Hand checks using the glove, though attempting these checks at a distance increases the normal skill check DCs by 5, or by 20 if you do not have line of sight to the object you are manipulating. The glove can also lift or drag objects using your caster level as your Strength score. The glove cannot wield weapons or make attacks effectively while this spell is in effect. If you cast this spell on a magical glove, its innate magic is suppressed for the duration of the spell.","Arcane Anthology"
"Dissolution","transmutation","","","alchemist 4, sorcerer/wizard 5, spiritualist 6, summoner/unchained summoner 6","1 standard action","V, S, M (vial of alchemical reagents worth 50 gp)","1","touch","","","Tiny or smaller object touched","10 minutes/level (D)","1","0","Fortitude negates (object)","no","You touch a Tiny or smaller item, causing the item to vanish as if it did not exist at all. The item doesn't take damage or otherwise gain any condition; it simply ceases to be visible to or interact with the world in any way, as if it no longer existed. The oil vanishes with the item and leaves no residue, nor does it affect surfaces that handle or hold the item during its application. No spell or ability short of miracle or wish can locate or affect the item  while it is under the effect of this spell. Though the item seems to not exist while under the effects of this spell, its own reality is consistent (it ages normally, and any ongoing effects upon it continue normally). The target object can be one size larger than Tiny for every 5 caster levels above 5th you possess.  The target item returns to existence when the spell's duration expires. An item returns to existence in exactly the same location and condition it left. If the location no longer has room for the item, the item takes 1d0 points of damage (bypassing hardness) and is teleported to the nearest location that has room for it. If that location is more than 5 feet from the original location, there is a 25% chance the item is instead shifted to a randomly determined alternate plane.","Arcane Anthology"
"Emblem Of Greed","transmutation","polymorph","","cleric/oracle 6, inquisitor 6, magus 6, medium 6, shaman 7, sorcerer/wizard 6","1 standard action","V, S, M (a masterwork or magical melee weapon)","0","touch","","","1 masterwork melee weapon touched","1 minute/level","0","0","none (object)","no","You transform one melee weapon into a burning glaive similar to the ones wielded by the runelords of old. The target of your spell must be a masterwork or magical melee weapon appropriate to your size. The weapon becomes a glaive appropriate to your size and has a +1 enhancement bonus and the flaming weapon special ability. When wielding the glaive, you are considered proficient with it and use your caster level as your base attack bonus (which may give you multiple attacks). When you reach caster level 14th, the glaive gains the spell-storing weapon special ability. When you reach caster level 17th, it loses the flaming weapon special ability, and gains the flaming burst weapon special ability. The glaive's enhancement bonus increases to +2 at caster level 15th, and +3 at caster level 19th.  If this spell is cast on a magic weapon, the powers of the spell supersede any that the weapon normally has, rendering the normal enhancement bonus and powers of the weapon inoperative for the duration of the spell. This spell is not cumulative with greater magic weapon or any other spell that might modify the weapon in any way. This spell does not work on artifacts. A masterwork weapon's bonus on attack rolls does not stack with an enhancement bonus to attack.","Arcane Anthology"
"Full Pouch","transmutation","","","alchemist 2, bard 2, druid 2, inquisitor 3, occultist 3, ranger 3, sorcerer/wizard 2","1 swift action","V, S, M (alchemical reagents or herbs worth 1 gp)","1","touch","","","1 object touched","instantaneous","0","0","Fortitude negates (object)","no","You cast this spell as you draw out a consumable alchemical item to use. The object must be an alchemical item, but not a dose of disease, a poison, a magic potion, or another type of consumable item. The item divides itself into two nearly identical copies and the newly separated one is delivered into your hand. The new item functions as the original in all ways except the copied item suffers a slight reduction in quality. Saves against the new alchemical item's affects use the original item's save DC or the save DC of this spell, whichever is higher.","Arcane Anthology"
"Legendary Proportions","transmutation","","","alchemist 6, druid 7, shaman 7, sorcerer/wizard 7, witch 7","1 standard action","V, S, M (a dinosaur bone and powdered amber worth at least 200 gp)","1","close (25 ft. + 5 ft./2 levels)","","","1 creature (see text)","1 minute/level","0","0","Fortitude negates (harmless)","no","You call upon the primordial power of ancient megafauna to boost the size of your target. Because of its connection to living creatures of the distant past, the spell does not function on outsiders, undead, and summoned creatures. Your target grows to legendary proportions, increasing in size by one category. The creature's height doubles and its weight increases by a factor of 8. The target gains a +6 size bonus to its Strength score and a +4 size bonus to its Constitution score. It gains a +6 size bonus to its natural armor, and DR 10/adamantine. Its carrying capacity changes to reflect its new size. The creature's equipment and weapons, if any, also increase in size. Any enlarged item that leaves the creature's possession returns to its original size (though thrown weapons and ammunition deal damage at their enlarged size before returning to their true proportions).  If insufficient room is available to accommodate the creature's growth, it attains the maximum possible size and can attempt a Strength check (using its increased Strength score) to burst any  enclosures in the process. If it fails, it is constrained without harm by the materials enclosing it. The spell cannot crush a creature by enclosing it.","Arcane Anthology"
"Liquefy","transmutation","","","alchemist 3, bard 3, druid 4, sorcerer/wizard 4","1 standard action","V, S, M (a specially prepared glass bottle)","0","close (25 ft. + 5 ft./2 levels)","","","1 object weighing up to 1 pound/level","1 round/level (D)","1","0","Fortitude negates (object)","no","The object you target becomes a liquid version of itself and drips or runs like a thin oil until it pools on any flat surface. If the item has magical or alchemical properties, they become inert for the duration of the spell. If you are holding the item when you cast this spell, you can drain it into the bottle used as focus for the spell. Items with hit point damage or the broken condition regain 5 hit points/caster level if drained into a bottle in this way. The duration of temporary effects (such as applied poison or greater magic weapon) passes normally and may expire while the object is in liquid form. The liquid is clearly unsafe to drink, but if, for some reason, a creature does drink the liquid and the spell ends, the creature takes 3d6 points of damage, and brings up the solid version of the item as a standard action in a coughing fit.  Any spell or effect that would disperse or dilute an object affected by liquefy forces the object to attempt a Fortitude save (using the effect's DC, or DC 15 for effects with no saving throws of their own, such as pouring a liquefied object into a stream). A failed save causes the object to gain the broken condition. If the item is already broken, it is instead destroyed on a failed save. Liquefy has no effect on artifacts, constructs, or intelligent magic items.","Arcane Anthology"
"Open Arms","transmutation","","","sorcerer/wizard 5","1 immediate action","V, S, F (a magical or masterwork melee weapon)","0","touch","","","melee weapon touched","1 minute/level","0","0","none","no","You cast this spell in response to a specific cavalier's challenge (Pathfinder Roleplaying Game: Advanced Player's Guide 32), inquisitor's judgment (Advanced Player's Guide 38), or smite (such as a paladin's smite evil) declared against you by an enemy creature. It can also be cast if a creature uses a spell that causes you to qualify as the creature's favored enemy when you normally wouldn't, such as instant enemy (Advanced Player's Guide 229).  You imbue your weapon with a powerful ability to ward off attacks made against you by the creature that challenged you. You gain a +5 insight bonus to your AC and CMD against the attacks of the initiating creature as long as you hold the weapon. If you release the weapon for any reason, the spell ends. You can cast this spell only in response to one of the conditions listed  above. The spell fails if you attempt to cast it when you were not subject to a challenge or similar effect since your last turn.","Arcane Anthology"
"Rags To Riches","transmutation","","","alchemist 3, bard 3, cleric/oracle 4, medium 3, occultist 3, sorcerer/wizard 4, witch 4","1 standard action","V, S, M (a bit of burlap wrapped over a copper coin)","0","touch","","","1 weapon, suit or armor, shield, tool, or skill kit touched/5 levels","10 minutes/level","0","0","Fortitude negates (object)","no","The target object is enhanced to function as a masterwork item. In addition to any bonuses for the masterwork quality, the object gains other bonuses. Skill kits and other equipment add an additional +1 insight bonus for every 4 caster levels you possess to skill checks made with them that already receive a bonus from the skill kit. Armor and weapons gain temporary hit points equal to your caster level. If the object already has an enhancement bonus, this bonus increases by 1. If the object of the spell has hardness, that hardness increases by 5.","Arcane Anthology"
"Rune Of Ruin","transmutation","","curseUM","alchemist 4, bard 4, inquisitor 4, sorcerer/wizard 5, witch 5","1 standard action","V, S, M (a self-portrait on a thin sheet of paper)","0","Medium (100 ft. plus 10 ft./level)","","","1 object","instantaneous","0","0","Fortitude negates (object)","no","You curse a magic item, such as magical clothing, a suit of armor, or a weapon. The object is reduced to 1/4 its normal hit point total, gains the broken condition, and appears damaged and worn. If it grants a numeric bonus, such as a +2 deflection bonus to AC, that bonus is reduced by 1 for every 3 caster levels you possess, to a minimum of +0. Other magical qualities fail to work 50% of the time when called upon, so a resistance bonus on saves or a weapon's flaming special ability could fail each time the item is used.  If the object is an intelligent magical item, its Ego score remains unchanged despite its reduced quality. The weapon has only a 50% chance to successfully use any spells or spell-like abilities it has, and has a 25% chance of forgetting its special purpose (if any). If an intelligent weapon is actively dominating its wielder when it fails its save against rune of ruin, the wielder gains an immediate saving throw with a +4 bonus to regain control. Rune of ruin has no affect on magical artifacts.","Arcane Anthology"
"Tears To Wine","transmutation","","","alchemist 1, bard 1, cleric/oracle 2, druid 1, medium 1, occultist 1, shaman 1, sorcerer/wizard 2, witch 2","1 standard action","V, S, M (a single grape)","0","10 ft.","","","1 cu. ft./2 levels of liquid (see text)","10 minutes/level","0","0","Will negates (object)","yes (object)","Legend claims runelords used this spell to literally benefit from drinking the tears of their captured foes. This spell turns nonmagic liquids-including spoiled, rotten, diseased, poisonous, or otherwise contaminated drinks, tears, seawater, and similar fluids-into mead or wine of average quality. This spell does not prevent subsequent natural decay or spoilage. Unholy water and similar liquids of significance are spoiled by tears to wine, but the spell has no effect on creatures of any type or on magic potions.  Creatures that drink the mead or wine created by this spell become sharp-witted and clear-minded, gaining a +2 enhancement bonus on all Intelligence- and Wisdom-based skill checks. This increases to a +5 bonus at caster level 9th, and to +10 (the maximum) at caster level 15th.","Arcane Anthology"
"Transmute Golem","transmutation","polymorph","","alchemist 6, sorcerer/wizard 9","8 hours","V, S, M (powdered metals with a variable cost, see text)","0","touch","","","golem touched","instantaneous","0","0","none","no","You turn one type of golem into another. The golem must be willing-it must be commanded to transform by its master or must be a creature able to make informed decisions that opts to submit to the spell. You must provide various powdered metals with a value equal to 150% of the difference in creation costs between the old and new type of golem, even if the new golem type is cheaper to create. Both types of golems must share the same subtypes, if any. You cannot transmute a golem into a new type of golem with a CR higher than your caster level.  If all of these conditions are satisfied, the old golem completely changes to the new golem type. Its abilities and statistics are identical to one of the new golem type, including its magic immunities and special attacks. The new golem is still affected by any damage or conditions it suffered before the spell was cast.","Arcane Anthology"
"Find Fault","divination","","","bard 3, bloodrager 3, inquisitor 3, magus 3, medium 3, oracle 3, psychic 3, shaman 3, sorcerer/wizard 3, witch 3","1 standard action","V, S","0","medium (100 ft. plus 10 ft./level)","","","1 creature","instantaneous","0","0","none","yes","You instantly learn many of the target's weaknesses, as if you had made an appropriate Knowledge skill check with a result equal to 20 + your caster level. Additionally, your first melee or ranged attack roll against the creature before the end of your next turn gains a +5 insight bonus. If the creature is polymorphed, disguised, or hidden by an illusion and you are not aware of it's true form, this spell fails as if the target has spell resistance you failed to penetrate (the GM may have you attempt a caster level check to conceal the true reason for the spell's failure).","Arcane Anthology"
"Foretell Failure","divination","","","bard 4, occultist 5, oracle 4, psychic 4, sorcerer/wizard 5, witch 4","1 swift action","V, S","0","personal","","","you","instantaneous","0","0","","","You cast this spell immediately before you would take an action that requires a d20 roll, such as a skill check, attack roll, or ability check. The action must be something you can complete in a single round. The spell magically informs you whether the action will succeed if you roll a 10 or better on the d20 roll involved. If the action would be successful under those circumstances, you must take the action. If the action would not be successful, you can take a different action.","Arcane Anthology"
"Perfect Placement","divination","","","bard 2, bloodrager 2, magus 3, psychic 3, sorcerer/wizard 3, witch 3","1 standard action","V, S, M (a chess piece)","0","close (25 ft. plus 5 ft./2 levels)","","","one creature/level, no two of which can be more than 30 ft. apart","1 round/level","0","0","Will negates (harmless)","yes (harmless)","Affected creatures gain tactical knowledge and maximize their efficiency on the field of battle. Each gains a +1 insight bonus to AC and Reflex saves. Against attacks of opportunity, the insight bonus to AC increases to +3.","Arcane Anthology"
"Heckle","enchantment","compulsion","emotionUM, mind-affecting","bard 2, bloodrager 2, magus 3, mesmerist 2, psychic 2, sorcerer/wizard 2","1 standard action","V, S, M (a tomato)","0","medium (100 ft. + 10 ft./level)","","","1 creature","1 minute/level","0","0","Will negates","yes","You badger and nitpick the subject of your spell until its mood sours. The target's attitude shifts one category toward hostile regarding you and everyone within 30 feet of the target at the time the spell is cast. The target also takes a -2 penalty on attack rolls, on saving throws, and on ability and skill checks that rely on Intelligence, Wisdom, or Charisma.","Arcane Anthology"
"Stage Fright","enchantment","compulsion","emotionUM, fear, mind-affecting","antipaladin 3, bard 3, inquisitor 3, mesmerist 3, psychic 3, sorcerer/wizard 3, witch 3","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","","","1 creature/level, no two of which may be more than 30 ft. apart","1 round/level","0","0","Will negates","yes","You fill your targets with the sudden fear of failure. A creature that fails its saving throw takes a -4 penalty on ability checks, skill checks, and any checks that require concentration (such as casting a spell in difficult circumstances or operating a complex device).","Arcane Anthology"
"Tough Crowd","abjuration","","","bard 4, inquisitor 4, mesmerist 4, psychic 3, sorcerer/wizard 4, witch 3","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","","","1 creature/level","10 minutes/level","0","0","Will negates (harmless)","yes (harmless)","You fortify your allies against attempts to control or mislead them. Each ally in the spell's range gains a +4 insight bonus on the saving throw to resist the next enchantment or illusion spell cast on it. In addition, the DC of any Bluff, Diplomacy, Disguise, or Intimidate check to influence an affected character increases by 4 for the duration of the spell.","Arcane Anthology"
"First World Revisions","transmutation","polymorph","","alchemist 2, antipaladin 3, cleric/oracle 2, medium 2, psychic 2, sorcerer/wizard 3, witch 2","1 standard action","V, S","0","touch","","","willing wayang touched","24 hours (D)","1","0","Will negates (harmless)","yes (harmless)","This spell functions as ancestral regressionARG, except as noted above and as follows. The wayang loses her darkvision racial trait and gains the low-light vision racial trait in its place. The alignment and personality of the wayang are not affected by the transformation, but the spell conceals her alignment as per undetectable alignment. Unlike ancestral regression, this spell grants the target a +20 bonus on Disguise checks to pass as a gnome; even though the wayang appears as a gnomish analog of herself, the differences between gnomes and wayangs are great enough that she cannot be mistaken for a gnome by other wayangs who know her.","Blood Of Shadows"
"Darkvault","abjuration","","","alchemist 3, cleric/oracle 5, druid 5, psychic 5, shaman 5, sorcerer/wizard 5, witch 5","1 standard action","V, S, M (a stone that has never seen sunlight)","0","close (25 ft. + 5 ft./2 levels)","30-ft.-radius emanation","","","24 hours","0","0","none","no","You ward an area's shadows such that light cannot penetrate them. The illumination level in the affected area no longer changes when nonmagical light enters it. Any magical effect must succeed at a caster level check (DC = 10 + your caster level) in order to change the light level within the spell's radius. Darkvault has no effect on spells or effects that would make the spell's area darker.  The spell must be cast on an area, such as a cave or room. A spellcaster of 11th level or higher can make darkvault permanent with a permanency spell, at a cost of 7,500 gp.","Blood Of Shadows"
"Fear The Sun","transmutation","","","antipaladin 1, bloodrager 1, cleric/oracle 2, druid 2, inquisitor 2, occultist 2, psychic 2, shaman 2, sorcerer/wizard 2, witch 2","1 standard action","V, S, M (a drow eyelash)","0","medium (100 ft. + 10 ft./level)","","","up to one creature/level, no two of which can be more than 30 ft. apart","1 round/level","0","0","Fortitude negates","yes","Each target that fails its saving throw gains light blindness, as per the universal monster rule. When exposed to bright light, affected targets are blinded for 1 full round and are dazzled in successive  rounds. If you cast this spell in the presence of bright light, any target that fails its save is blinded immediately, and dazzled starting at the beginning of its first turn.","Blood Of Shadows"
"Ignoble Form","transmutation","polymorph","","alchemist 2, antipaladin 2, bard 2, druid 3, medium 2, ranger 2, sorcerer/wizard 4, witch 4","1 standard action","V, S, M (a half-elf ear)","0","touch","","","one drow","24 hours","0","0","Fortitude negates (harmless)","no","The target takes on the form of a half-elf from the surface world. Its skin, hair, and eyes change to match a specific human ethnicity. You can even change the target's facial features or produce light facial hair or stubble. The target loses its darkvision, light blindness, and light sensitivity traits, if it normally has them. The target gains low-light vision; a +3 racial bonus on a single Craft, Knowledge, Perform, or Profession skill of its choice; and both a +4 bonus on Bluff checks and a +10 bonus on Disguise checks to pass itself off as a half-elf.","Blood Of Shadows"
"Shadowmind","illusion","","phantasm","antipaladin 2, cleric/oracle 3, druid 3, inquisitor 2, mesmerist 3, occultist 3, psychic 3, shaman 3, sorcerer/wizard 3, witch 2","1 standard action","V, S, M (a small square of black silk)","0","medium (100 ft. + 10 ft./level)","","","up to one creature/level, no two of which can be more than 30 ft. apart","1 minute/level","0","0","Will negates","yes","You dim your targets' perceptions of light and shadow, convincing them the space they occupy is dark. Each creature that fails its save perceives the world around it as one light level darker than its true illumination level. The spell does not change the light level outside of the targets' perception, and does not create magical darkness. However, the spell creates an illusion of darkness rather than actual darkness, so low-light and darkvision don't allow a target to see in the conditions created by the spell. Even targets that see normally through magical darkness suffer a loss of vision from this spell.","Blood Of Shadows"
