"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Wood Shape","transmutation","","","druid 2, shaman 2, occultist 2","1 standard action","V, S, DF","0","touch","","","one touched piece of wood no larger than 10 cu. ft. + 1 cu. ft./level","instantaneous","0","0","Will negates (object)","yes (object)","Wood shape enables you to form one existing piece of wood into any shape that suits your purpose. While it is possible to make crude coffers, doors, and so forth, fine detail isn't possible. There is a 30% chance that any shape that includes moving parts simply doesn't work.","PFRPG Core"
"Word of Recall","conjuration","teleportation","","cleric/oracle 6, druid 8, psychic 7","1 standard action","V","0","unlimited","","","you and touched objects or other willing creatures","instantaneous","0","0","none or Will negates (harmless, object)","no or yes (harmless, object)","Word of recall teleports you instantly back to your sanctuary when the word is uttered. You must designate the sanctuary when you prepare the spell, and it must be a very familiar place. The actual point of arrival is a designated area no larger than 10 feet by 10 feet. You can be transported any distance within a plane but cannot travel between planes. You can transport, in addition to yourself, any objects you carry, as long as their weight doesn't exceed your maximum load. You may also bring one additional willing Medium or smaller creature (carrying gear or objects up to its maximum load) or its equivalent per three caster levels. A Large creature counts as two Medium creatures, a Huge creature counts as two Large creatures, and so forth. All creatures to be transported must be in contact with one another, and at least one of those creatures must be in contact with you. Exceeding this limit causes the spell to fail.  An unwilling creature can't be teleported by word of recall.  Likewise, a creature's Will save (or spell resistance) prevents items in its possession from being teleported. Unattended, nonmagical objects receive no saving throw.","PFRPG Core"
"Word Of Chaos","evocation","","chaotic, sonic","cleric/oracle 7, inquisitor 6","1 standard action","V","0","40 ft.","nonchaotic creatures in a 40-ft.-radius spread centered on you","","","instantaneous","0","0","none or Will negates; see text","yes","Any nonchaotic creature within the area of a word of chaos spell suffers the following ill effects, depending on their HD. HD Effect Equal to caster level Deafened Up to caster level -1 Stunned, deafened Up to caster level -5 Confused, stunned, deafened Up to caster level -10 Killed, confused, stunned, deafened The effects are cumulative and concurrent. A successful Will save reduces or eliminates these effects. Creatures affected by multiple effects make only one save and apply the result to all the effects. Deafened: The creature is deafened for 1d4 rounds. Save negates. Stunned: The creature is stunned for 1 round. Save negates. Confused: The creature is confused for 1d10 minutes. This is a mind-affecting enchantment effect. Save reduces the confused effect to 1 round. Killed: Living creatures die. Undead creatures are destroyed. Save negates. If the save is successful, the creature instead takes 3d6 points of damage + 1 point per caster level (maximum +25). Furthermore, if you are on your home plane when you cast this spell, nonchaotic extraplanar creatures within the area are instantly banished back to their home planes. Creatures so banished cannot return for at least 24 hours. This effect takes place regardless of whether the creatures hear the word of chaos or not. The banishment effect allows a Will save (at a -4 penalty) to negate. Creatures whose HD exceed your caster level are unaffected by word of chaos.","PFRPG Core"
"Zone of Silence","illusion","glamer","","bard 4, mesmerist 4","1 round","V, S","0","personal","5-ft.-radius emanation centered on you","","","1 hour/level","1","0","","","By casting zone of silence, you manipulate sound waves in your immediate vicinity so that you and those within the spell's area can converse normally, yet no one outside can hear your voices or any other noises from within, including language-dependent or sonic spell effects. This effect is centered on you and moves with you.  Anyone who enters the zone immediately becomes subject to its effects, but those who leave are no longer affected. Note, however, that a successful DC 20 Linguistics check to read lips can still reveal what's said inside a zone of silence.","PFRPG Core"
"Zone of Truth","enchantment","compulsion","mind-affecting","cleric/oracle 2, paladin 2, witch 2, inquisitor 2, psychic 2, medium 2","1 standard action","V, S, DF","0","close (25 ft. + 5 ft./2 levels)","20-ft.-radius emanation","","","1 min./level","0","0","Will negates","yes","Creatures within the emanation area (or those who enter it) can't speak any deliberate and intentional lies. Each potentially affected creature is allowed a save to avoid the effects when the spell is cast or when the creature first enters the emanation area. Affected creatures are aware of this enchantment. Therefore, they may avoid answering questions to which they would normally respond with a lie, or they may be evasive as long as they remain within the boundaries of the truth. Creatures who leave the area are free to speak as they choose.","PFRPG Core"
"Wall Of Stone","conjuration","creation","earth","cleric/oracle 5, druid 6, sorcerer/wizard 5, summoner 4, magus 5, shaman 6, occultist 5, unchained summoner 5","1 standard action","V, S, M/DF (a small block of granite)","0","medium (100 ft. + 10 ft./level)","","stone wall whose area is up to one 5-ft. square/level (S)","","instantaneous","0","0","see text","no","This spell creates a wall of rock that merges into adjoining rock surfaces. A wall of stone is 1 inch thick per four caster levels and composed of up to one 5-foot square per level. You can double the wall's area by halving its thickness. The wall cannot be conjured so that it occupies the same space as a creature or another object.  Unlike a wall of iron, you can create a wall of stone in almost any shape you desire. The wall created need not be vertical, nor rest upon any firm foundation; however, it must merge with and be solidly supported by existing stone. It can be used to bridge a chasm, for instance, or as a ramp. For this use, if the span is more than 20 feet, the wall must be arched and buttressed. This requirement reduces the spell's area by half. The wall can be crudely shaped to allow crenellations, battlements, and so forth by likewise reducing the area.  Like any other stone wall, this one can be destroyed by a disintegrate spell or by normal means such as breaking and chipping.  Each 5-foot square of the wall has hardness 8 and 15 hit points per inch of thickness. A section of wall whose hit points drop to 0 is breached. If a creature tries to break through the wall with a single attack, the DC for the Strength check is 20 + 2 per inch of thickness.  It is possible, but difficult, to trap mobile opponents within or under a wall of stone, provided the wall is shaped so it can hold the creatures. Creatures can avoid entrapment with successful Reflex saves.","PFRPG Core"
"Agonize","evocation","","evil","cleric/oracle 3, sorcerer/wizard 4, occultist 3, psychic 4, unchained summoner 4","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one conjured outsider or elemental (see text)","1 full round","0","0","Fortitude negates","yes","You afflict a creature you have conjured via planar ally (or a similar spell) with bolts of vicious energy. These foul energies inflict terrible pain upon the summoned creature, torturing it to make it more pliant to your will. The targeted creature must make a Fortitude save or take a -1 penalty for every 2 levels you possess (maximum -10) on all saves and checks made against you for the next hour. In addition, creatures that demand payment for their services reduce the payment by 20% for every 4 levels you possess (maximum 60% reduction). However, beings tortured by this spell quickly come to resent you, making them more likely to try to pervert your orders to malicious ends or try to seek retribution after their release. This spell has no effect on creatures that are immune to nonlethal damage.","Ultimate Magic"
"Burning Disarm","transmutation","","fire","cleric/oracle 1, druid 1, sorcerer/wizard 1","1 standard action","V, S","0","Short (25 ft. + 5 ft./2 levels)","","","Held metal item of one creature or 15 lbs. of unattended metal","Instantaneous","0","0","Reflex negates (object, see text)","Yes (object)","This spell causes a metal object to instantly become red hot. A creature holding the item may attempt a Reflex save to drop it and take no damage (even if it is not their turn), otherwise the hot metal deals 1d4 points of fire damage per caster level (maximum 5d4). Circumstances that prevent the creature from dropping the item (such as a locked gauntlet) mean the creature gets no saving throw. The heat does not harm the item, and it does not get hot enough or last long enough to ignite flammable objects. The item cools to its previous temperature almost instantly. If cast underwater, burning disarm deals half damage and boils the surrounding water.","Cheliax Empire Of Devils"
"Dweomer Retaliation","abjuration","","","sorcerer/wizard 3","1 immediate action","V","0","Long (400 ft. + 40 ft./level)","","","one creature you counterspelled since your last turn","instantaneous","0","0","none","yes","You may only cast this spell immediately after successfully counterspelling an opponent. Drawing upon the residual energy of the countered spells, you gain a number of temporary hit points equal to the level of the countered spell plus your Charisma or Intelligence modifier (for sorcerers and wizards, respectively); your counterspelled opponent takes damage equal to this amount.  If the countered spell was at least 4th level, you and your opponent make opposed concentration checks. If you beat your opponent by 10 or more, you retain this spell (or its spell slot, if you are a sorcerer) as if you had not cast it.","Cheliax Empire Of Devils"
"Emergency Force Sphere","evocation","","force","sorcerer/wizard 4","1 immediate action","V","0","5 ft.","","5-ft.-radius hemisphere of force centered on you","","1 round/level","1","0","None","No","As wall of force, except you create a hemispherical dome of force with hardness 20 and a number of hit points equal to 10 per caster level. The bottom edge of the dome forms a relatively watertight space if you are standing on a reasonably flat surface. The dome shape means that falling debris (such as rocks from a collapsing ceiling) tend to tumble to the side and pile up around the base of the dome. If you make a DC 20 Craft (stonemasonry), Knowledge (engineering), or Profession (architect or engineer) check, the debris is stable enough that it retains its dome-like configuration when the spell ends, otherwise it collapses.  Normally this spell is used to buy time for dealing with avalanches, floods, and rockslides, though it is also handy in dealing with ambushes.","Cheliax Empire Of Devils"
"Signifer's Rally","conjuration","teleportation","evil","cleric/oracle 7, sorcerer/wizard 7","1 standard action","V, S, M (100 gp worth of bloodstone for every ally teleported)","1","medium (100 ft. + 10 ft./level)","","","one willing ally/5 levels","instantaneous","0","0","Will negates (harmless)","yes (harmless)","You teleport up to one ally per five caster levels to your location.  You determine which allies you want to teleport at the time of casting; these allies have 1 round to decide to allow or refuse your spell, and they teleport immediately upon accepting. Allies are teleported as if you had cast teleport on them (your current location is at least ""studied carefully"" for this purpose), appearing in a puff of brimstone in a space adjacent to you. If you are in combat and your allies were not, your allies may roll initiative upon arrival but are not considered flat-footed even though they have not taken any actions. The spell does not function in areas warded against intrusion by evil creatures (such as a magic circle against evil effect).","Cheliax Empire Of Devils"
"Twine Double","illusion","shadow","","sorcerer/wizard 3","10 minutes","V, S, M (cloth and twine)","0","0 ft.","","One duplicate creature","","1 minute/level","1","0","None","No","As simulacrum, except you can only duplicate yourself, and the duplicate is created from cloth and twine rather than ice and snow. The double looks exactly like you except its eyes are balls of twine (DC 10 Perception check to recognize double's strange eyes). It wears clothing and gear that appear exactly like what you are wearing at the time of casting. Its copies of your magic items are nonfunctional but radiate magic and have the same auras as your items. Its aura is identical to yours. Attempts to scry you while the double exists have a 50% chance of targeting the double instead of you.  The double cannot attack, has no special abilities, and has a +0 bonus on all saves and checks. You may verbally give the double orders as a free action, or control it telepathically as a standard action. You know what the double is experiencing, and when controlling it telepathically you can see and hear everything it sees and hears, though events at your location may drown out the sensory inputs from the double. The double has hit points equal to half your hit points at the time of casting. If brought to 0 hit points, it is destroyed, reverting to cloth and twine. The double is an animated object.","Cheliax Empire Of Devils"
"Fear","necromancy","","fear, mind-affecting, emotion","bard 3, sorcerer/wizard 4, witch 4, inquisitor 4, antipaladin 4, bloodrager 4, shaman 4, occultist 4, psychic 4, mesmerist 3, spiritualist 4, medium 4","1 standard action","V, S, M (the heart of a hen or a white feather)","0","30 ft.","cone-shaped burst","","","1 round/level or 1 round; see text","0","0","Will partial","yes","An invisible cone of terror causes each living creature in the area to become panicked unless it succeeds on a Will save. If cornered, a panicked creature begins cowering. If the Will save succeeds, the creature is shaken for 1 round.","PFRPG Core"
"Hold Animal","enchantment","compulsion","mind-affecting","druid 2, ranger 2, psychic 2, mesmerist 2","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","","","one animal","1 round/level ; see text","1","0","Will negates; see text","yes","This spell functions like hold person, except that it affects an animal instead of a humanoid.","PFRPG Core"
"Insect Plague","conjuration","summoning","","cleric/oracle 5, druid 5, summoner 4, shaman 5, unchained summoner 5","1 round","V, S, DF","0","long (400 ft. + 40 ft./level)","","one swarm of wasps per three levels, each of which must be adjacent to at least one other swarm","","1 min./level","0","0","none","no","You summon a number of swarms of wasps (one per three levels, to a maximum of six swarms at 18th level, see the Pathfinder RPG Bestiary). The swarms must be summoned so that each one is adjacent to at least one other swarm (that is, the swarms must fill one contiguous area). You may summon the wasp swarms so that they share the area of other creatures. Each swarm attacks any creatures occupying its area. The swarms are stationary after being summoned, and won't pursue creatures that flee.","PFRPG Core"
"Baleful Polymorph","transmutation","polymorph","","druid 5, sorcerer/wizard 5, summoner 4, witch 5, magus 5, shaman 5, unchained summoner 5","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one creature","permanent","0","0","Fortitude negates, Will partial, see text","yes","As beast shape III, except that you change the subject into a Small or smaller animal of no more than 1 HD. If the new form would prove fatal to the creature, such as an aquatic creature not in water, the subject gets a +4 bonus on the save.  If the spell succeeds, the subject must also make a Will save. If this second save fails, the creature loses its extraordinary, supernatural, and spell-like abilities, loses its ability to cast spells (if it had the ability), and gains the alignment, special abilities, and Intelligence, Wisdom, and Charisma scores of its new form in place of its own. It still retains its class and level (or HD), as well as all benefits deriving therefrom (such as base attack bonus, base save bonuses, and hit points). It retains any class features (other than spellcasting) that aren't extraordinary, supernatural, or spell-like abilities.  Any polymorph effects on the target are automatically dispelled when a target fails to resist the effects of baleful polymorph, and as long as baleful polymorph remains in effect, the target cannot use other polymorph spells or effects to assume a new form. Incorporeal or gaseous creatures are immune to baleful polymorph, and a creature with the shapechanger subtype can revert to its natural form as a standard action.","PFRPG Core"
"Prying Eyes","divination","","","sorcerer/wizard 5, witch 5, occultist 5, psychic 5, mesmerist 5, spiritualist 5","1 minute","V, S, M (a handful of crystal marbles)","0","1 mile","","10 or more levitating eyes","","1 hour/level; see text","1","0","none","no","You create a number of semitangible, visible magical orbs (called ""eyes"") equal to 1d4 + your caster level. These eyes move out, scout around, and return as you direct them when casting the spell. Each eye can see 120 feet (normal vision only) in all directions.  While the individual eyes are quite fragile, they're small and difficult to spot. Each eye is a Fine construct, about the size of a small apple, that has 1 hit point, AC 18 (+8 bonus for its size), flies at a speed of 30 feet with a +20 bonus on Fly skill checks and a +16 bonus on Stealth skill checks. It has a Perception modifier equal to your caster level (maximum +15) and is subject to illusions, darkness, fog, and any other factors that affect your ability to receive visual information about your surroundings. An eye traveling in darkness must find its way by touch.  When you create the eyes, you specify instructions you want them to follow in a command of no more than 25 words. Any knowledge you possess is known by the eyes as well.  In order to report their findings, the eyes must return to your hand. Each replays in your mind all it has seen during its existence.  It takes an eye 1 round to replay 1 hour of recorded images. After relaying its findings, an eye disappears.  If an eye ever gets more than 1 mile away from you, it instantly ceases to exist. However, your link with the eye is such that you won't know if the eye was destroyed because it wandered out of range or because of some other event.  The eyes exist for up to 1 hour per caster level or until they return to you. Dispel magic can destroy eyes. Roll separately for each eye caught in an area dispel. Of course, if an eye is sent into darkness, it could hit a wall or similar obstacle and destroy itself.","PFRPG Core"
"Instant Summons","conjuration","summoning","","sorcerer/wizard 7, witch 7, psychic 7","1 standard action","V, S, M (sapphire worth 1,000 gp)","1","see text","","","one object weighing 10 lbs. or less whose longest dimension is 6 ft. or less","permanent until discharged","0","0","none","no","You call some nonliving item directly to your hand from virtually any location.  First, you must place your arcane mark on the item. Then you cast this spell, which magically and invisibly inscribes the name of the item on a sapphire worth at least 1,000 gp. Thereafter, you can summon the item by speaking a special word (set by you when the spell is cast) and crushing the gem. The item appears instantly in your hand. Only you can use the gem in this way.  If the item is in the possession of another creature, the spell does not work, but you know who the possessor is and roughly where that creature is located when the summons occurs.  The inscription on the gem is invisible. It is also unreadable, except by means of a read magic spell, to anyone but you.  The item can be summoned from another plane, but only if no other creature has claimed ownership of it.","PFRPG Core"
"Spellcasting Contract, Lesser","evocation","","","cleric/oracle 5","10 minutes","V, S, F (a written contract)","0","touch","","","willing creature touched","permanent until contractually terminated","0","0","Will negates (harmless)","yes (harmless)","This spell functions exactly like imbue with spell ability, except that you can imbue the target with any spell you have prepared (instead of just abjuration, divination, or conjuration [healing] spells) and the target may have more than one use of the imbued spells, depending upon the arrangements made when it is cast.  Casting this spell requires a contract between you and the target, explaining what spells are to be imbued and the circumstances that cause the contract to expire. The contract may be as simple as allowing the target one casting of each of the imbued spells (as per imbue with spell ability), or may continue for multiple days or even indefinitely, with the target regaining use of the imbued spells when you next prepare your own spells. You may include any proviso you see fit, such as requiring the target to pray to Asmodeus each morning, or restricting the target to only casting the imbued spells on himself. If the target does not agree to all the conditions in the contract, this spell fails when cast. The contract (and this spell) automatically expires if you or the target dies. While the contract remains in effect, you gain a profane bonus to your Armor Class, saving throws, and checks equal to the highestlevel spell you have imbued.  Once you cast this spell, you cannot prepare a new 5th-level spell to replace it until the contract expires. If the number of 5th-level spells you can cast decreases, and that number drops below your current number of active lesser spellcasting contract spells, the more recently cast imbued spells are dispelled.  Unlike imbue with spell ability, how the target uses the spell has no reflection on your alignment or relationship with Asmodeus; the Prince of Darkness accepts that allowing another access to his magic for good may benefit his plans in the long run. Note that unlike imbue with spell ability, you cannot dismiss this spell; you must abide by the contract's termination clause (though the contract may include a proviso for at-will nullification by either or both parties). This spell cannot be combined with imbue with spell ability or similar spells to give a target more spells than the limit.  Example: You cast this spell on your 5 HD fighter cohort after negotiating an appropriate contract, imbuing him with the ability to cast cure moderate wounds, magic weapon, and shield of faith once per day for 1 month. If he casts any of these spells, he recovers them when you prepare your spells. Until the contract ends, your 5th-level spell slot used to cast this spell remains expended and cannot be filled with a new spell. Because you imbued your cohort with a 2nd-level spell, you gain a +2 profane bonus to attacks, saves, and checks while the contract remains in effect.","AP 29"
"Spellcasting Contract","evocation","","","cleric/oracle 7","10 minutes","V, S, F (a written contract)","0","touch","","","willing creature touched","permanent until contractually terminated","0","0","Will negates (harmless)","yes (harmless)","This spell functions like lesser spellcasting contract, except if the target has 9 HD or more, you can imbue him with one or two 2ndlevel spells and one 3rd-level spell.","AP 29"
"Spellcasting Contract, Greater","evocation","","","cleric/oracle 9","10 minutes","V, S, F (a written contract)","0","touch","","","willing creature touched","permanent until contractually terminated","0","0","Will negates (harmless)","yes (harmless)","This spell functions like lesser spellcasting contract, except if the target has 13 HD or more you can imbue him with one or two 4thlevel spells and one 5th-level spell.","AP 29"
"Ancestral Communion","divination","","","bard 2, cleric/oracle 2","1 minute","V, S, F/DF (stone or metal image of your ancestor)","0","personal","","","you","1 minute/level","0","0","","","You contact the spirits of your ancestors and use their great wisdom to bolster your own knowledge. Consulting with the spirits is a full-round action. If you consult with the spirits before making a Knowledge check, you gain a +4 insight bonus on the check. If you have already failed at a Knowledge check, you may consult with your ancestors and make another attempt. The insight bonus on these checks increases to +6 at caster level 7th and +8 at caster level 11th. You may consult with the spirits for this purpose as often as you like while the spell remains in effect. Only you can hear the spirits speak to you.","Dwarves of Golarion"
"Ancestral Gift","conjuration","summoning","","bard 4, cleric/oracle 4","1 standard action","V, S, F/DF (stone or metal image of your ancestor)","0","personal","","magical weapon","","10 minutes/level","0","0","","","A ghostly manifestation of one of your ancestors appears before you bearing a weapon of your choice in its hands. The weapon may be any simple, martial, or dwarven weapon. It has a +1 enhancement bonus and one weapon special ability (your choice) from the Pathfinder RPG Core Rulebook with a price equivalent to a +1 bonus (if the weapon is a double weapon, the ability and the enhancement bonus only apply to one end, or the weapon can have a +1 enhancement bonus on both ends but no other magical abilities).  You may use the weapon as if you were proficient in it. The weapon may not be wielded by anyone else, and if removed from your grasp, it vanishes and the spell ends immediately.  If you conjure a weapon with the flaming, frost, shock, or thundering property, this spell has the fire, cold, electricity, or sonic descriptor (respectively).","Dwarves of Golarion"
