"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Shield Of Shards","transmutation","","","bloodrager 1, cleric/oracle 2, inquisitor 2, magus 2, medium 2, paladin 1, shaman 2","1 standard action","V, S, F (a shield)","0","personal","","","one shield you wield","1 round/level","0","0","none","no","This defensive spell must be cast on a shield you are currently wielding, and fractures the shield into two shards, plus one additional shard per 2 caster levels (to a maximum of 12 shards at 20th level). While shield of shards is active, you lose your shield's bonus to AC as its broken pieces orbit you. On your turn, you can direct the shards to attack an adjacent opponent as a move action. The shards' attack bonus is equal to your caster level + the modifier for the ability score that determines your spell save DCs. The shards deal an amount of slashing and piercing damage equal to 1d4 points + 1 point per shard beyond the first, and have a threat range of 19-20. They are considered magic weapons for the purpose of bypassing damage reduction. Additionally, if your shield is made from a special material (such as adamantine), the shards penetrate damage reduction and hardness as if they were weapons made from the same material.  At the end of this spell's duration, the shards reform into their original shield form. You regain its shield bonus to AC, provided you still have a free hand in which to wield it. Otherwise, the shield falls at your feet in your square.","Armor Masters Handbook"
"Spiritual Squire","evocation","","force","antipaladin 2, cleric/oracle 2, inquisitor 2, paladin 2, shaman 2, spiritualist 2","1 standard action","V, S, DF","0","medium (100 ft. + 10 ft./level)","","","","1 minute/level (D)","1","0","none","no","This spell causes an ally made of pure force to appear in a single 5-foot square within range. The ally takes the form of a servant of your god (if any) or an ancestor. The spiritual squire occupies its space, though you and your allies can move through it, since it is your ally. While the spiritual squire appears to wear armor and carry a weapon, it cannot make attacks and does not threaten any spaces. On your turn, the spiritual squire can do one of the following: retrieve one stowed item from your possessions, carry an object weighing no more than 10 pounds per caster level, hand you an object it is carrying, perform the aid another action on your behalf or for one of your allies, or help one creature of your choice don armor (which then takes half the normal time). When the spiritual squire attempts the aid another action in combat, its attack bonus is equal to your base attack bonus + your Wisdom modifier.  Each round after the first as a swift action, you can order the spiritual squire to move. It has a speed of 30 feet. Being a construct of force, the spiritual squire cannot be harmed by any physical attacks, but disintegrate, dispel magic, a rod of cancellation, or a sphere of annihilation affects it. A spiritual ally's AC against touch attacks is 10.","Armor Masters Handbook"
"Bone Fists","necromancy","","","bloodrager 2, cleric/oracle 2, druid 2, psychic 2, shaman 2, sorcerer/wizard 2, witch 2","1 standard action","V, S, M (the knucklebone of a dire animal)","0","close (25 ft. + 5 ft./2 levels)","","","1 creature/level, no two of which can be more than 30 feet apart","1 minute/level","0","0","none (harmless)","no","The bones of your targets' joints grow thick and sharp, protruding painfully through the skin at the knuckles, elbows, shoulders, spine, and knees. The targets each gain a +1 bonus to natural armor and a +2 bonus on damage rolls with natural weapons, and they are treated as having armor spikes, with which they are proficient.","Magic Tactics Toolbox"
"Flash Forward","conjuration","teleportation","","alchemist 4, antipaladin 4, bard 4, bloodrager 4, inquisitor 4, magus 4, medium 4, occultist 4, paladin 4, psychic 5, sorcerer/wizard 5","1 standard action","V, S, F (a single gear or bit of clockwork)","0","personal","","","you","instantaneous","0","0","none (harmless)","no","You cheat the laws of time and enter into combat before reverting back to your original position. As part of the action to cast the spell, you make a charge attack against an enemy. You make this charge attack normally, accounting for terrain,  obstacles, attacks of opportunity, attack rolls, and damage rolls. At the end of your charge action, you instantly teleport back to your original location as a free action. Any damage or conditions dealt by you or to you during this action are real and remain when you return to your original location.","Magic Tactics Toolbox"
"Particulate Form","transmutation","","","cleric/oracle 7, occultist 5, psychic 7, sorcerer/wizard 7, witch 7","1 standard action","V, S, M (a pinch of fine sand)","0","close (25 ft. + 5 ft./2 levels)","","","1 creature/level, no two of which can be more than 30 feet apart","1 round/level (D)","1","0","none (harmless)","no","The targets' physical forms undergo a bizarre transformation. They look and function normally, but are composed of countless particles that separate and reconnect to remain whole. Each target gains fast healing 1 and is immune to bleed damage, critical hits, sneak attacks, and other forms of precision damage. The value of this fast healing increases by 1 at caster levels 10th, 15th, and 20th. Any target can end the spell effect on itself as a swift action; the target then regains 5d6 hit points and can attempt an additional saving throw against any one disease or poison affecting it (at the original save DC), ending that disease or poison with a successful saving throw.","Magic Tactics Toolbox"
"Phasic Challenge","transmutation","","","cleric/oracle 8, psychic 8, shaman 8, sorcerer/wizard 8, spiritualist 6, witch 7","1 standard action","V, S, M (a scrap of a knight's banner)","0","short (25 ft. + 5 ft./2 levels)","","","two creatures within 60 feet of one another; see text","1 round/level (D)","1","0","Will negates (see below)","yes","You select one enemy and one willing ally as targets. The enemy gains a new Will saving throw at the beginning of each turn, and on a successful saving throw the spell ends. Both targets remain visible and audible, and can see and hear other creatures, but cannot physically interact with any creature save one another. Spells or weapon attacks from the affected creatures impact only each other, though spells might affect terrain or other factors not related to other creatures. If one of the creatures becomes unconscious or dies, or if the effect is dispelled, the effect ends for both of them.","Magic Tactics Toolbox"
"Spellcurse","necromancy","","curseUM","antipaladin 2, cleric/oracle 3, inquisitor 2, occultist 4, psychic 3, shaman 4, witch 3","1 standard action","V, S, M (a fragment of a destroyed magical item)","0","medium (100 ft. + 10 ft./level)","","","one creature","instantaneous","0","0","Will half","yes","You disrupt any spell energy affecting your target, causing that energy to crackle with power and harm the target. The target takes 1d6 points of damage for each spell with a duration of 1 round or greater currently affecting it. The spells themselves are not dispelled or modified.","Magic Tactics Toolbox"
"Warp Metal","transmutation","","earth","bloodrager 4, cleric/oracle 4, druid 4, medium 4, occultist 4, psychic 4, sorcerer/wizard 4","1 standard action","V, S, M (a twisted wire)","0","close (25 ft. plus 5 ft./2 levels)","","","1 Small wooden object/level, all within a 20-ft. radius; see text","instantaneous","0","0","Will negates (object)","yes (object)","You cause metal to bend and warp, permanently destroying its straightness, form, and strength. A warped door springs open (or becomes stuck, requiring a successful Strength check to open, at your option). A vehicle grinds to a halt and ceases to operate. Warped ranged weapons are useless. A warped melee weapon imposes a -4 penalty on attack rolls.  You can warp one Small or smaller object or its equivalent per caster level. A Medium object counts as two Small objects, a Large object as four, a Huge object as eight, a Gargantuan object as 16, and a Colossal object as 32.  Alternatively, you can unwarp metal (effectively warping it back to normal) with this spell. Make whole, on the other hand, does nothing to repair a warped item.  You can combine multiple consecutive castings of warp metal to warp (or unwarp) an object that is too large for you to warp with a single casting. Until the object is completely warped, it suffers no ill effects.","Magic Tactics Toolbox"
"Biting Words","evocation","","language-dependent, sonic","bard 1, bloodrager 1","1 standard action","V, S","0","personal","","","you","1 minute/level","0","0","Will negates (harmless)","no","Your voice becomes suffused with magic so that you can harm your opponents with but a word. As a standard action, you can target one  opponent within 30 feet with a ranged touch attack by speaking to it, dealing an amount of damage equal to 1d6 + your Strength or Charisma modifier, whichever is higher. The damage dealt is bludgeoning, piercing, and slashing damage and can be reduced by damage reduction. Each attack you make reduces the spell's remaining duration by 1 minute. If an attack reduces the remaining duration to 0 minutes or less, the spell ends after the attack resolves.  You can attack with biting words by shouting instead of speaking intelligibly. When doing so, the amount of damage dealt by the attack is reduced to 1d4 + 1/2 your Strength or Charisma modifier (whichever is higher), but the spell doesn't count as having the language-dependent descriptor for that attack.","Magic Tactics Toolbox"
"Bouncing Bomb Admixture","transmutation","","","alchemist 3","1 swift action","V, S","0","personal","","","you","1 round","0","0","Will negates (harmless)","no","Upon drinking an extract created with this formula, you make a significant change to your magical reserve that modifies the nature of the next bomb you create and throw during this extract's duration. This effect on your magical reserve has no effect on any discoveries that you use to modify your bombs, but you can only have one admixture effect (a formula with ""bomb admixture"" in its title) active at a time. If you drink another bomb admixture, the effects of the former bomb admixture end and the new one becomes active.  When you throw your next bomb, choose one target that would normally be hit by the bomb's splash damage. The target is affected as if it suffered a direct hit from the bomb instead.","Magic Tactics Toolbox"
"Release The Hounds","conjuration","summoning","","bard 5, druid 5, shaman 5, sorcerer/wizard 5, summoner/unchained summoner 5, witch 5","1 standard action","V, S, M/DF (shards of a canine's fang)","0","close (25 ft. + 5 ft./2 levels)","","one pack of canines","","1 round/level (D)","1","0","none","no","This spell summons a pack of canines that respond to the spellcaster's commands and act in perfect unison, causing them to function like a swarm. The pack uses the statistics for a winter wolf (Pathfinder RPG Bestiary 280), except it loses its breath weapon, the cold subtype, and its cold special attack and gains the swarm subtype, a swarm attack that deals 3d6 points of damage, and the distraction special attack (DC 17). Whenever the pack damages an opponent with its swarm attack, it can immediately attempt a trip combat maneuver check against that creature with its trip special attack. The pack does not gain any damage reduction or immunity to damage and can be attacked by effects that target a specific number of creatures, though such attacks deal 1/4 the normal amount of damage (25%) and effects that don't deal hit point damage are only 25% likely to work.","Magic Tactics Toolbox"
"Roaming Pit","conjuration","creation","","cleric/oracle 6, druid 6, psychic 6, sorcerer/wizard 5, summoner/unchained summoner 5","1 standard action","V, S, M (powered diamond dust worth 10 gp)","1","medium (100 ft. + 10 ft./level)","","mobile 10-ft.-by-10-ft. hole, 10 ft. deep/2 levels","","1 round/level","0","0","Reflex negates","no","This spell functions as create pitAPG, except the pit is capable of movement. As a move action, you can direct the pit to move up to 20 feet, though it must always remain on a horizontal surface large enough to accommodate its area. If the pit's movement causes it to share a space with a creature on the same horizontal surface, that creature must succeed at a Reflex saving throw or fall into the pit. Any creature that avoids falling into the pit when it reaches its new destination moves to the nearest safe space. Creatures that fall into the pit move with it if it is relocated.","Magic Tactics Toolbox"
"Wall Of Bone","necromancy","","","antipaladin 4, bloodrager 4, cleric/oracle 4, psychic 4, sorcerer/wizard 4, spiritualist 4","1 standard action","V, S, M (a polished humanoid femur)","0","close (25 ft. + 5 ft./2 level)","","solid wall of humanoid bones with an area of up to one 5-ft. square/level","","1 minute/level","0","0","none","yes; see text","This spell creates a vertical wall of skeletal arms that attaches itself to any solid surface. The wall of bone works identically to wall of stone e xcept a s n oted a bove a nd i n t his s pell description. The wall of bone is 1 inch thick per 4 caster levels and composed of up to one 5-foot square per level. The wall created must be vertical, and must rest upon a firm foundation. It cannot be used to bridge a chasm, for instance, or to act as a ramp. Each 5-foot square of the wall has hardness 4 and 7 hit points per inch of thickness. A section of wall whose hit points drops to 0 is breached. If a creature tries to break through the wall with a single attack, the DC of the Strength check is equal to 15 + 2 per inch of thickness.  For each creature adjacent to the wall, the skeletal hands attempt a combat maneuver check to grapple it. The skeletal hands do not provoke attacks of opportunity. They make their attacks at the start of your turn, when the wall is summoned, or when an enemy first moves adjacent to the wall. The skeletal hands' CMB is equal to your caster level, and they can grapple a Huge or smaller creature with no penalty.  If the wall successfully grapples a foe, that foe takes 1d6 points of damage and gains the grappled condition. Grappled opponents cannot move without first breaking the grapple. All other movement is prohibited unless the creature breaks the grapple first. The wall cannot move or pin foes. Each round the wall succeeds at a grapple combat maneuver check, it deals 1d6 additional points of damage. The CMD of the wall, for the purposes of escaping the grapple, is equal to 10 + its CMB.","Magic Tactics Toolbox"
"Akashic Communion","divination","","","bard 3, medium 3, mesmerist 4, occultist 3, psychic 3, shaman 3, sorcerer/wizard 4, spiritualist 4, witch 3","10 minutes","V, S, M/DF (a square of reflective silver worth 100 gp)","1","personal","","","","1 minute/level","0","0","","","You attempt to obtain a glimpse of some specific event from the Akashic Record (Occult Adventures 244), the extraplanar repository of all experiences that have ever occurred. This allows you to attempt one Knowledge skill check of your choice per 3 caster levels you have, each with a +10 insight bonus. You are treated as trained in any Knowledge skills used for these checks, and can use this spell to reroll a Knowledge skill check you have already failed. The GM rolls these Knowledge checks in secret, as the Akashic Record is incredibly remote, and impressions gleaned from the distant repository are sometimes skewed when received. On a natural 1, the resulting answer is wildly inaccurate.  This spell provides experiential guidance based on your ability to understand the flashes of insight gleaned from the Akashic Record, rather than the perfect knowledge available to those who travel to the extraplanar repository of knowledge. If you lag, discuss the answers, or go off to do anything else, the spell ends. Once you have used this spell to gain information on a specific topic or event, you cannot use it for Knowledge checks regarding that topic or event again until you have gained a caster level.","Magic Tactics Toolbox"
"Bind Sage","conjuration","calling","","occultist 5, psychic 5, shaman 5, sorcerer/wizard 4, summoner/unchained summoner 4, witch 5","10 minutes","V, S","0","close (25 ft. + 5 ft./2 levels); see text","","","one caulborn (Pathfinder RPG Bestiary 3 48)","instantaneous","0","0","Will negates","no and yes; see text","This variant of planar binding is specifically used to call one of the most knowledgeable types of outsiders: the immortal and prophetic caulborn (Pathfinder RPG Bestiary 3 48). This spell calls a single caulborn into a specially prepared trap. The caster of this spell can compel a bound caulborn only to provide information (using its Knowledge skills or detect thoughts); attempts to compel the caulborn to fight, guard a location, or perform some other task automatically fail.  This spell otherwise functions as planar binding. The most effective gifts for a caulborn are unique books or intelligent creatures upon whose thoughts the caulborn can feed. The true names of caulborn are nearly impossible to discover, as they are not inherently individualistic, but certain reclusive scholar communities in Kaer Maga may know titles by which specific caulborn can be called.","Magic Tactics Toolbox"
"Secluded Grimoire","conjuration","summoning","","magus 1, sorcerer/wizard 1","1 round","V, S","0","touch","","","spellbook touched","instantaneous","0","0","none","no","This spell sends a spellbook into a random but safe location on the Ethereal Plane, where it remains indefinitely. When you cast this spell, the target spellbook dissolves into quickly fading lines of energy and runes that reflect all of the spells stored within. Thereafter, you can retrieve the spellbook by concentrating as a standard action, causing it to reappear in your hands. You cannot cast this spell on another spellbook if you currently have a spellbook in the Ethereal Plane. No other creatures or objects accompany the spellbook you send away, and the duration of any spells currently affecting the spellbook continue normally.","Magic Tactics Toolbox"
"Alaznist's Jinx","evocation","","curseUM","antipaladin 4, bard 4, cleric/oracle 6, inquisitor 5, occultist 5, psychic 6, shaman 5, sorcerer/wizard 6, witch 5","1 standard action","V, S","0","touch","","","creature touched","permanent","0","0","Will negates","yes","You inflict a curse similar to the spell burn spellblight (Pathfinder RPG Ultimate Magic 97) on a creature. Each time a spellcaster who is afflicted with this curse casts a spell or uses a spell-like ability, her skin seems to burn as though she were on fire. With a successful concentration check (DC = 15 + double the spell level of the spell cast or spell-like ability used), the spellcaster can ignore the pain of the effect, but if she fails, she loses the spell or spell slot and is staggered for a round.  Unlike with the spell burn spellblight, the burning sensation is a tangible effect, visible during the act of spellcasting as an incorporeal, violet flame surrounding the caster.","Magic Tactics Toolbox"
"Flexile Curse","transmutation","","curseUM","bard 3, cleric/oracle 5, inquisitor 3, psychic 5, sorcerer/wizard 5, witch 3","1 standard action","V, S","0","touch","","","creature touched","permanent","0","0","Will negates","yes","You curse your target with a withering aura that degrades its armor and shield (if any). This reduces the hardness, armor bonus, and enhancement bonus of any armor or shield worn by the target by 1. For every hour the target wears a suit of armor or a shield, the hardness, armor bonus, and enhancement bonus are reduced by an additional 1. If the armor or shield's hardness is reduced to 0, anytime the target of the curse is struck while wearing that item, there is a 20% chance that it gains the broken condition. If the enhancement bonus of magic suit of armor or shield is reduced to 0, the armor or shield loses any other special abilities it had.  If the target removes the suit of armor or shield (even if it's broken or has been drained of all enhancement bonuses), the armor or shield regains its hardness, armor bonus, and enhancement bonus at the rate of 1 per 2 hours. A suit of armor or shield broken by this curse that regains its full hardness ceases to be broken. A magic suit of armor or shield that lost its special abilities regains them when its enhancement bonus is fully restored.","Magic Tactics Toolbox"
"Irregular Size","transmutation","","curseUM","antipaladin 3, bloodrager 4, cleric/oracle 3, medium 2, mesmerist 3, occultist 3, shaman 3, sorcerer/wizard 4, spiritualist 4, witch 3","1 standard action","V, S","0","touch","","","creature touched","permanent","0","0","Fortitude negates","yes","You curse a creature so one set of its limbs (typically its arms, legs, or wings) shrivels in size.  Arms: The creature counts as one size category smaller for the purpose of determining the size of weapon it can wield. If the creature is capable of making natural attacks with its arms, the damage dealt by those attacks decreases as though the target were one size category smaller than its actual size.","Magic Tactics Toolbox"
"Itching Curse","necromancy","","curseUM","antipaladin 1, bard 1, druid 1, inquisitor 1, occultist 1, shaman 1, sorcerer/wizard 1, witch 1","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one living creature with 5 HD or fewer","1 hour/level (D)","1","0","Will negates","yes","You curse the target with a distracting, unbearable itch. Unless the target scratches as a move action, it takes a -1 penalty on attack rolls, saving throws, skill checks, and ability checks.","Magic Tactics Toolbox"
"Kalistocrat's Nightmare","transmutation","","curseUM","alchemist 2, bard 2, cleric/oracle 3, inquisitor 2, investigator 2, magus 2, occultist 2, sorcerer/wizard 3, witch 2","1 standard action","V, S, M (a copper piece)","0","touch","","","creature touched","1 hour/level (see text)","0","0","Will negates","yes","You temporarily curse a creature so its touch lessens the value of coins it touches. While under the effects of this curse, whenever the target touches a coin of higher value than copper piece, that coin changes into a copper piece. The change takes place over the course of the following minute, allowing the target to interact with multiple coins before the effect of the curse becomes apparent. The affected coins are permanently transmuted from their previous material (typically gold or silver) into copper coins, though remove curse (which can affect up to 50 coins with a single casting) or a similar spell can restore them to their previous material.","Magic Tactics Toolbox"
"Lost Legacy","enchantment","","curseUM, mind-affecting","bard 6, cleric/oracle 7, inquisitor 6, occultist 6, psychic 7, sorcerer/wizard 7, witch 6","1 standard action","V, S, DF/F (a holy symbol of a dead or forgotten deity, or flag of a fallen or forgotten nation)","0","touch","","","creature touched","permanent","0","0","Will negates","yes","You inflict a powerful curse on a touched creature that causes others to quickly forget positive aspects of their interactions with the target. The target cannot attempt a Diplomacy (or wild empathy or similar ability) check to improve the attitude of other creatures. Any creature that normally has an attitude of friendly or helpful toward the target must succeed at a Will save at the spell's normal saving throw DC each time it interacts with the target, or its attitude becomes indifferent. Once this curse is removed, creatures coming back into contact with the target regain their pleasant memories of it. If their attitudes toward the target have not been reduced from indifferent, their original attitudes are restored.","Magic Tactics Toolbox"
"Earsend","necromancy","","","alchemist 4, sorcerer/wizard 4, witch 4","1 standard action","V, S, M (butterfly wing)","0","close (25 ft. + 5 ft./2 levels)","","","creature touched","10 minutes/level","0","0","Will negates (harmless)","no","You cause one of your ears to tear itself free of your body and transform into a fly-like magical creature you control. This functions like skinsendUM, except your ear is a Fine construct with a fly speed equal to your base speed and a bonus on Fly checks equal to half your caster level. Your sense of hearing functions from your animated ear as if it were connected to your head, allowing you to hear as well as you normally could from your animated ear's vantage point.","Magic Tactics Toolbox"
"Hidden Blades","illusion","glamer","","alchemist 2, antipaladin 2, bard 2, inquisitor 2, magus 2, sorcerer/wizard 2, summoner/unchained summoner 2","1 standard action","V, S, M (a shard of glass)","0","touch","","","weapon or ammunition touched; see text","10 minutes/level","0","0","Will negates (harmless, object)","yes (harmless, object)","You render a target weapon or up to 50 pieces of ammunition invisible, granting the wielder a +20 bonus on Sleight of Hand checks made to conceal the weapon or ammunition and a +5 circumstance bonus on Bluff checks to feint with the weapon or ammunition.","Magic Tactics Toolbox"
"Impenetrable Veil","abjuration","","","bard 6, mesmerist 6, psychic 9, sorcerer/wizard 9, spiritualist 6, witch 9","1 standard action","V, S, M (dust from the Dimension of Dreams worth 1,250 gp)","1","touch","","","creature touched","10 minutes/level","0","0","Will negates (harmless)","yes (harmless)","You enchant the target so it is nearly impossible to detect by both magical and mundane means, granting it the following benefits. The target gains a bonus on Stealth checks equal to half  your caster level, and can use Stealth to hide from all creatures attempting to perceive it, even when it lacks concealment or cover. It can attempt a Stealth check to avoid detection from creatures using blindsight, blindsense, or any ability that functions as either (such as lifesense or tremorsense). Furthermore, the target leaves no trail and cannot be tracked unless it chooses to leave a trail. If a creature attempts to discern the target's presence or location using divination magic (including magic items with a divination aura such as a crystal ball), that creature must succeed at a caster level check with a DC equal to the target's Stealth bonus to discern any information about the target, and on a failed check cannot do so for the spell's duration.","Magic Tactics Toolbox"
