"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Hunter's Lore","divination","","","inquisitor 2, ranger 2","1 standard action","V, S, M (a scrap of paper torn from a book about monsters)","0","personal","","","you","1 minute/level","0","0","","","Inquisitors and rangers alike learned long ago that knowledge of an enemy grants power over that enemy. This spell was created so that almost any enemy could have its vulnerabilities known and exploited.  For the duration of this spell you may spend a full-round action to take 20 on any Knowledge skill checks made to identify a foe's weaknesses, provided the foe in question is within line of sight and provided that you have at least one rank in that particular Knowledge skill. This spell allows you to make untrained Knowledge checks to determine a monster's weaknesses as if you had ranks in that skill, but you cannot take 20 on these checks.","Inner Sea Magic"
"Impart Mind","transmutation","","","cleric/oracle 6, magus 5, sorcerer/wizard 6","2 rounds","V, S, M (diamond dust worth at least 1,000 gp)","1","touch","","","permanent nonintelligent magic item touched","1 hour/level","0","0","none","no","This spell grants the target magic item temporary intelligence by siphoning off a tiny portion of your own mind to infuse the object. Only permanent magic items may be enhanced by this spell-one-use items and charged items cannot be affected by impart mind. Intelligent magic items cannot be affected by impart mind.  When you cast impart mind on a magic item, the item gains an Intelligence, Wisdom, and Charisma score of 10 and gains your alignment. You have no special control over the item once it becomes intelligent, although since it has your alignment, personality conflicts with items you wield won't be a problem. Determine the item's ego normally, as per the rules on intelligent items in the Core Rulebook.  An item made intelligent via impart mind communicates via speech and has normal senses to a range of 60 feet. It speaks and reads one language known by you-if you know multiple languages, you may choose which language the item knows.  When you cast impart mind on an item, roll once on Table 15-24 on page 534 of the Core Rulebook to randomly determine the item's power-add your caster level to this roll. By expending additional diamond dust in excess of the 1,000 gp worth of material components required to cast this spell, you can gain further bonuses on the d% roll made to determine the item's power. Every additional 100 gp in diamond dust you use in excess grants a cumulative +1 bonus to the roll, up to a maximum additional bonus equal to your caster level. If the item gains the ability to cast a spell, determine the spell it can cast randomly from spells you know of the appropriate level. If the item gains ranks in a skill, it gains ranks in a random skill in which you have at least 1 rank.  If you roll above 100, then you can choose one item power on Table 15-24 in the Core Rulebook to grant the item, and the item gains a special purpose. Roll once on Tables 15-25 and 15-26 on page 534 of the Core Rulebook to determine what the item's special purpose and dedicated powers are. These d% rolls are not modified by your caster level or any additional powdered gems you used to cast the spell.  Once this spell ends, the item reverts to its previous nature-if you cast this spell on the item again, it gains entirely different powers as determined by a new set of rolls.","Inner Sea Magic"
"Khain's Army","necromancy","","evil","cleric/oracle 5, sorcerer/wizard 5, witch 5","1 standard action","V, S, M/DF (a handful of ghoul's teeth)","0","5 feet","","1d4+1 ghouls and 1 ghast","","1 round/level","0","0","Fortitude half (see text)","no","Originally created by the priest-king of Nemret Noktoria, the ghoul Kortash Khain, for use by his minions to bolster their forces in battles against their enemies, Khain's army has become a favorite of many necromancers throughout Osirion and beyond. By scattering a handful of ghoul's teeth across the ground, you cause 1d4+1 ghouls led by a single ghast to rise up from the ground around you. The ghouls and their ghast leader must appear in squares adjacent to you, but after that they follow your spoken commands unerringly.  If one of the ghouls is destroyed while the spell's duration is still in effect, it bursts into a spray of rotten flesh and necromantic energy that deals 1d6 points of negative energy damage to all adjacent targets-this energy heals undead targets as typical for negative energy damage. If the ghast is destroyed in this manner, it deals twice as much negative energy damage as a ghoul. A successful Fortitude save halves the negative energy damage dealt. When this spell's duration expires, any remaining undead created by this spell crumble apart into dust and blow away without dealing any additional negative energy damage.","Inner Sea Magic"
"Kiss of the First World","transmutation","","","bard 4, druid 4","1 standard action","V, S, M (diamond dust worth 100 gp)","1","touch","living or undead creature touched","","","1 round/level","0","0","Will negates","yes","This spell-a favorite of fey spellcasters-is traditionally bestowed with a kiss, though all that's really required to gift someone with a kiss of the First World is a touch. This spell infuses a living creature with a surge of positive energy from the First World, filling the target with the raw energies of life. The exact effects of this spell vary, depending on the nature of the creature touched. Constructs are immune to the effects of this spell.  Living Creature: A living creature gains a 20-foot increase to his base land speed and a +2 insight bonus on all Charismabased skill checks. In addition, the creature gains fast healing 2. Fire, acid, and negative energy cause this fast healing to stop functioning on the round following the attack.  Undead Creature: An undead creature targeted by this spell is staggered for the duration of this spell. It does not gain the benefits of any channel resistance it might normally enjoy, and the save DCs for any of its special attacks (but not spell-like abilities or spells) are reduced by 2.","Inner Sea Magic"
"Light of Iomedae","conjuration","","good, light","cleric/oracle 3, inquisitor 3, paladin 2","1 minute","V, S, DF","0","medium (100 ft. +5 ft./level)","","","all undead in a 10-foot-radius spread","1 minute/level","0","0","Will partial","yes","With this spell, you create shafts of blue light that illuminate all undead creatures in the area. Affected undead take a -20 penalty on all Stealth checks. Invisible undead are not made visible by this effect, but the light does make it easy to pinpoint the exact squares in which such undead are located (they still retain the 50% miss chance granted by invisibility).  The light of Iomedae increases light levels by one step in a 5-foot radius around an affected undead creature. Once an undead is affected, it remains illuminated as long as remains within the spell's range, even if it leaves the spell's original radius, until the spell's duration ends.  Affected undead must also make a Will save when they are first illuminated by the light of Iomedae. Those who fail this save lose all benefits of channel resistance and take a -2 penalty on all saving throws made against positive energy effects.","Inner Sea Magic"
"Martial Marionette","enchantment","compulsion","mind-affecting","bard 3","1 standard action","V, S, M (a marionette's crossbar)","0","close (25 ft. + 5 ft./2 levels)","","","1 creature","1 round/level","0","0","Will negates","yes","When you cast this spell, you take partial control of an opponent's limbs, making it difficult for him to attack you.  Any attacks made against you by the target of the spell take a -2 penalty due to the erratic and random motions the spell forces onto any efforts to strike you. In addition, any creature suffering the effects of this spell cannot flank you and cannot aid other opponents in flanking you.  As long as the affected creature is adjacent to you, you can cause the creature's limbs to flail into the path of other attacks against you as an immediate action. This provides partial cover against that attack, granting you a +2 bonus to AC and a +1 bonus on Reflex saves.","Inner Sea Magic"
"Martyr's Bargain","transmutation","","good","cleric/oracle 2, paladin 2","1 immediate action","V","0","personal","","","you","1 round/level","0","0","none","no","Among the faithful followers of the gods of purity-whether they be the servants of Desna in Nidal, zealous followers of Milani struggling against Cheliax's government, paladins of Iomedae fighting against the horrors of the Worldwound, or simply those that fight evil the world over-martyr's bargain represents true faith and true sacrifice.   You cast this spell as an immediate action when you are subject to a spell or spell-like ability that deals hit point damage, after attack rolls and saving throws have been rolled but before the damage itself is determined. The damage dealt by the spell and any related effects are then delayed for you (and you only) for a number of rounds equal to your caster level.   At the end of that time (or immediately if martyr's bargain is dispelled), the delayed damage takes effect on you as it would have at the time it was cast, but is maximized as if affected by the Maximize Spell metamagic feat. Spells and spell-like abilities that were already maximized gain no additional benefit from this spell. Nothing can prevent this delayed damage from affecting you.   You can be affected by only one martyr's bargain spell at a time. If you cast this spell while you are already under the effects of a previous martyr's bargain, the previous spell effect ends and you immediately take the damage it had delayed.","Inner Sea Magic"
"Music of the Spheres","conjuration","healing","sonic","bard 5, cleric/oracle 6","1 standard action","V, S, M (a stick of incense treated with special balms)","0","20 ft.","20-ft.-radius spherical emanation, centered on you","","","concentration, up to 1 round per level","0","0","none","yes (harmless)","As any scholar of Desnan lore or astrologer can tell you, the music of the spheres is the harmonic constant that plays under and through all of reality. It is this constant song, this otherworldly music, that keeps the laws of reality constant and the connections between the planes of existence strong.  With this spell, one can amplify the underlying music of the spheres in the spell's area of effect to infuse yourself and all creatures within 20 feet of you, friend and foe alike. All creatures that begin their turn within the area of this spell's effect gain fast healing 5, resistance 10 to all energy types, and a +3 sacred bonus on all saving throws against poison and disease. Any creature that enters the area of effect does not gain the benefits of the music of the spheres until it begins its turn in that area. You must maintain concentration on the amplification of the music or the effects immediately end, but you can move around to prevent enemies from gaining the benefits of this spell.","Inner Sea Magic"
"Orchid's Drop","transmutation","","","alchemist 3","1 standard action","V, S, M (a much-diluted drop of sun orchid nectar worth 500 gp)","1","personal","","","you","1 hour/level","0","0","","","Alchemists have tried for centuries to recreate Artokus Kirran's feat of genius that created the sun orchid elixir.  Although they have yet to unlock the elixir's exact formula, their efforts have not been entirely wasted. One by-product of their experiments was the orchid's drop formula. This extract, distilled from a much-diluted drop of the nectar of a sun orchid flower, can transform an alchemist's mutagen into a potent healing tonic.  As long as you're under the effects of orchid's drop, drinking a dose of your mutagen heals you of 2d10 points of damage. For the spell's duration, you gain a +2 alchemical bonus on all saving throws.","Inner Sea Magic"
"Pugwampi's Grace","enchantment","compulsion","mind-affecting","bard 2, sorcerer/wizard 3, witch 3","1 standard action","V, S, M (a pugwampi's hair)","0","short (25 ft. + 5 ft./2 levels)","","","one creature (see below)","1 round/level","0","0","Will negates","yes","Hated by adventurers throughout the Inner Sea region, the gremlins known as pugwampis infect those around them with a malignant form of unluck-an effect that this spell emulates. If the target fails its Will save, it becomes infused with the so-called ""grace of the pugwampi."" A creature affected by this spell must roll two d20s whenever a situation calls for a d20 roll (such as an attack roll, a skill check, or a saving throw) and must use the lower of the two results generated. As with the aura shed by actual pugwampies, this spell has no effect on animals, gremlins, or gnolls. The effects of this spell are negated as long as a target gains any sort of luck bonus to a d20 roll (such as those granted by a luckstone or divine favor), but the spell's duration is not impacted by these effects. If the luck bonus goes away before the pugwampi's grace effect ends, the unluck returns and remains until the spell's normal duration runs out.","Inner Sea Magic"
"Shadow Barbs","illusion","shadow","darkness","cleric/oracle 4, inquisitor 4, sorcerer/wizard 4","1 standard action","V, S, M (a single link from a spiked chain)","0","0 ft.","","spiked chain-like shadowy weapon","","1 round/level","0","0","Will negates (see text)","no","This spell, developed originally by priests of Zon-Kuthon in Nidal's early years, has recently crossed the boundary between divine and arcane magic. Although it still bears some of the stigma of being associated with the Midnight Lord, it's rapidly becoming a favorite spell of magi and other martially minded arcane spellcasters.  When you cast this spell, you create a shadowy spiked chain that shimmers and pulses with darkness. The chain exists as long as you carry it; if you ever drop the chain, give it to another, or are disarmed, it immediately vanishes and the spell's duration ends.  The chain radiates darkness in a 10-foot-radius spread around you, reducing the illumination level in this area by one step, but not below the level of dim light.  You can wield the shadow barbs as a spiked chain as if you were fully proficient with spiked chains. Any additional abilities or feats that you possess that apply to spiked chains apply to the shadow barbs as well. The weapon functions as a +2 vicious spiked chain. Its enhancement bonus increases to +3 at caster level 11th, to +4 at caster level 15th, and finally to +5 at caster level 19th. When the spell effect ends, you can make a Will save against the spell-if successful, all of the damage caused to you by the shadow barbs' vicious weapon quality vanishes, unless you are dead or unconscious at the time the spell ends, in which case you automatically fail this Will save and the vicious weapon damage remains.","Inner Sea Magic"
"Shining Cord","evocation","","force","magus 3","1 standard action","V, S, M (a small length fine of silver chain worth 100 gp)","1","30 ft.","","","1 creature","1 round/level or instantaneous (see below)","0","0","Fortitude partial (see below)","yes","When you cast this spell, you make a ranged touch attack against a single opponent within 30 feet. If you hit, a thin silver strand extends from your body to its, forming a connection that allows you to anticipate its actions. For the duration of the spell, you receive a +5 insight bonus on all Perception and Sense Motive checks opposed by the target.  You gain a +5 insight bonus on all Spellcraft checks made to identify your opponent's spell as part of a counterspelling attempt. Finally, you gain a +2 dodge bonus to your AC against attacks made against you by the target.  Lastly, if either you or the target moves more than 30 feet away from the other, the cord crackles with a surge of light and sends a blast of force along its length to the other end.  This blast deals 1d6 points of damage per two caster levels (maximum 10d6) and stuns the one who moved out of range for 1 round-a successful Fortitude save halves the damage and negates the stun effect. This blast ends the spell and severs the connection between you and your target.  Although the shining cord makes a visible connection between you and your target, creatures can move through it without ill effect. The cord even passes through solid objects as necessary to maintain the connection between you and the target.","Inner Sea Magic"
"Siphon Magic","abjuration","","","cleric/oracle 5, sorcerer/wizard 5, witch 5","1 standard action","V, S, M (a coiled length of copper wire wrapped around the palm)","0","touch","","","creature touched","instantaneous","0","0","none","no","This spell attempts to transfer a magical effect from a creature you touch to yourself. When you touch the creature, siphon magic attempts to end one ongoing spell that has been cast on that creature, as if via a targeted dispel magic. If you know the specific spell effect you wish to target, you can name that spell effect to target that specific spell; otherwise siphon magic begins with the highest-level spell in effect and works its way down through all spells affecting the target until it dispels one or runs out of effects, as per dispel magic.  If siphon magic successfully ends a spell effect on the target, the remaining duration of that spell effect is transferred to you. That spell effect plays out for the rest of its duration as if you had been the original target. If the spell allows a saving throw to resist the effect, you gain a saving throw as if the spell were just being cast upon you, although this does not ""reset"" the spell's duration.","Inner Sea Magic"
"Song of Kyonin","conjuration","healing","","bard 4","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","up to 3 creatures, no two of which can be more than 30 ft. apart","1 round/level or until performance ends or changes (see text)","0","0","","","Certain elven bards of Kyonin are known for the restorative power of their performances-mostly as a result of this spell. You must have a bardic performance in effect to cast this spell (although this spell is called song of Kyonin, the bardic performance need not be singing). As long as that performance continues, up to 3 creatures affected by the performance gain fast healing 2. When this bardic performance ends or you change to a different bardic performance, the fast healing granted by this spell ends as well, but all creatures affected by this spell heal 1d8 points of damage + 1 point per caster level (maximum +15) and are cured of any of the following conditions: exhausted, fatigued, nauseated, paralyzed, sickened, or stunned.","Inner Sea Magic"
"Spell Absorption","abjuration","","","sorcerer/wizard 5","1 round","V, S, M (a prism)","0","personal","","","you","1 round/level","0","0","","","If you successfully counterspell a 3rd-level or lower level spell (through either dispel magic or normal means) while spell absorption is in effect, you absorb the countered spell and use it to regain spells you have already cast. If you're a wizard, you regain the use of any single spell that you have cast since the last time you prepared spells. If you're a sorcerer, you regain a single spell slot. The spell recovered or spell slot regained must be of an equal level or lower than the spell you counterspelled.","Inner Sea Magic"
"Spell Absorption, Greater","abjuration","","","sorcerer/wizard 8","1 round","V, S, M (a prism)","0","personal","","","you","1 round/level","0","0","","","This spell functions as spell absorption, save that you can absorb countered spells of 6th level or lower.","Inner Sea Magic"
"Spellscar","abjuration","","","cleric/oracle 8, sorcerer/wizard 8","1 standard action","V, S, M (a pinch of sand from the Spellscar Desert)","0","medium (100 ft. + 10 ft./level)","two 10-ft. cubes per level (S)","","","10 minutes/level (D)","1","1","","","This potent spell invokes the same sort of magical devastation that created the Mana Wastes so long ago- albeit on a much more localized (and thankfully temporary) scale. Within the area you choose to affect with spellscar, the terrain takes on a strange pale hue, as if colors were muted. Periodically, ripples of vibrant color wriggle through the terrain. Within this area, any spell, spell-like ability, or magic item activation automatically triggers a primal magic event-a spellcaster can avoid triggering such an event by making a concentration check (DC 15 + twice the spell's level), but non-spellcasters who activate magic items have no such option.  You gain a +4 insight bonus on concentration checks made to avoid triggering primal magic events while within a spellscar you have created, and if you do trigger a primal magic event, you may roll d% twice and pick which of the two results you wish to have occur.","Inner Sea Magic"
"Suppress Primal Magic","abjuration","","","cleric/oracle 4, sorcerer/wizard 4","1 standard action","V, S, M (a pinch of sand from the Spellscar Desert)","0","10 ft.","10-ft.-radius emanation centered on you","","","1 round/level","0","0","","","Nexian wizards first created this spell while researching the nature of the Mana Wastes, hoping to create small zones within the magic-starved region where their own spells could still function reliably. The best the Nexians could manage was this spell-a method to temporarily stabilize magic so that spellcasting within a small area can be accomplished without fear of triggering primal magic events. In the area of effect of this spell, primal magic events cannot be triggered.  The emanation grants a +4 circumstance bonus on all saving throws against effects generated by primal magic outside of the spell's effect that expand into the area.  Unfortunately, suppressed primal magic tends to build up around the emanation created by this spell. When suppress primal magic's duration ends (or when the spell is dispelled), a primal magic event is immediately triggered at the center of the emanation if that point is still in an area where primal magic is active. The CR of this event is equal to the caster level of the recently ended suppress primal magic spell. The original caster of the suppress primal magic spell can attempt to negate this triggered primal magic event by making a DC 20 Will save-most spellcasters instead relocate to an area not affected by primal magic if they can so that they can end the spell's effect safely.","Inner Sea Magic"
"Tattoo Potion","transmutation","","","alchemist 2, bard 2, sorcerer/wizard 2, witch 2","1 minute","V, S, M (a potion to be tattooed, special inks worth 500 gp)","1","one potion","","one spell tattoo","","instantaneous","0","0","none","no","When you cast this spell, you mix special tattoo inks into a potion of your choice. Once you finish casting tattoo potion, the potion begins bubbling and fizzing-if no one drinks the potion within 1 minute of the spell being cast, the potion bubbles away into vapor and is destroyed.  When a potion under the effects of tattoo potion is imbibed, the effects of the potion do not occur. Instead, the potion transforms into a spell tattoo (see page 16) on the drinker's chest tattoo slot-if the drinker already has a magic tattoo in this location, the tattoo potion is wasted. Once the potion transforms into a spell tattoo, it remains in place permanently until it is used as a spell tattoo.","Inner Sea Magic"
"Transfer Tattoo","transmutation","","","bard 1, sorcerer/wizard 1, witch 1","1 standard action","V, S, M (tattooing needle)","0","touch","","","one magic tattoo","instantaneous","0","0","Fortitude negates","yes","With this spell, you can transfer one magic tattoo from one creature to another. A target that isn't willing to have his tattoo removed or to receive the transferred tattoo can resist this spell with a Fortitude save-if successful, the transfer fails and the caster of this spell is staggered for 1 round by the backlash of magical energy. A tattoo can be transferred from a dead creature in this manner to a living host, provided the body has been dead no longer than one hour per caster level.","Inner Sea Magic"
"Vengeful Comets","evocation","","cold","druid 3, sorcerer/wizard 3","1 standard action","V, S","0","long (400 ft. + 40 ft./level)","","1 comet per 4 levels","","1 round/level or until completely discharged (see below)","0","0","none","yes","This spell causes a number of miniature comets (up to one per four caster levels) to orbit in the air above your head. Bits of snow and cold wind drift down from the orbiting comets, granting you a circumstance bonus equal to the number of comets on all saving throws against fire effects.  The actual use for the comets, though, is to make vengeful strikes against foes who dare to target you with offensive spells. As an immediate action whenever you are affected by a spell cast by another creature, you can fire one of your vengeful comets as a bolt of icy retribution (provided the source of the offensive spell is within range of your vengeful comet, of course). The comet requires a ranged touch attack to hit. If it hits, a comet deals 1d6 points of bludgeoning damage and 3d6 points of cold damage to the target, plus an additional amount of cold damage equal to the level of the spell you are retaliating against. If the spell you're retaliating against had the fire descriptor, you may opt to fire two comets instead of one.","Inner Sea Magic"
"Vex Giant","transmutation","","","ranger 3","1 standard action","V, S, M (a fragment from a Large or larger weapon)","0","personal","","","you","1 round per level","0","0","","","The giants and their kin have long plagued the peoples of Varisia, particularly the Shoanti of the Storval Plateau. Among the various tactics and methods the Shoanti have developed to fight against their enemies, this spell is one of the most widespread today.  When you cast vex giant, your senses and reflexes become particularly honed against a single target within 60 feet, provided the target is at least one size category larger than you. You may select your focused foe as a free action when you cast this spell-switching your focus to a different foe within 60 feet is a move action. If a foe moves beyond 60 feet from you, you lose your focus on that foe, although you may regain it by moving within 60 feet and spending a move action. Although the name of the spell is vex giant, it works equally well on any foe that's at least one size category larger than you.  Against a foe you are focused on, you do not provoke attacks of opportunity by moving through their threatened area. Additionally, the first successful melee attack you make against the foe in a round deals an additional 1d6 points of damage. Finally, you gain a +4 insight bonus on all combat maneuver checks made against your focused foe.","Inner Sea Magic"
