"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Summoner Conduit","necromancy","","","cleric/oracle 4, sorcerer/wizard 5, summoner/unchained summoner 4, witch 5, occultist 4, psychic 5","1 standard action","V, S, M (two flies)","0","close (25 ft. + 5 ft./2 levels)","","","one summoned creature or eidolon","1 minute/level","0","0","Will negates","yes","You exploit the invisible, mystic connection between the target creature and its summoner to harm that summoner. Whenever the target's summoned creature is the target of a spell that deals damage, the target's summoner is also considered to be a target of that spell. Such a summoner gains his normal defenses against the spell, such as a saving throw and spell resistance, and cannot be affected if he is on another plane of existence.","Ultimate Combat"
"Sun Metal","transmutation","","fire","cleric/oracle 1, paladin 1, ranger 1","1 standard action","V, S","0","touch","","","one melee weapon","1 round/level (see text)","0","0","Fortitude negates (object)","yes (object)","The target weapon ignites into flame that does not hurt the weapon or the wielder, but damages those hit by the weapon. When the weapon's wielder hits with this weapon, it deals an additional 1d4 points of fire damage. This damage is not multiplied in the case of a critical hit. This effect immediately ends if the weapon is submerged in water. This effect does not stack with the flaming or flaming burst weapon special ability or any other effect that grants the weapon extra fire damage. It does not function on weapons with the frost or icy burst weapon special ability or any other effect that grants a weapon extra cold damage.","Ultimate Combat"
"Symbol Of Striking","illusion","shadow","","cleric/oracle 5, magus 5, sorcerer/wizard 5, witch 5","10 minutes","V, S, M (a masterwork melee weapon costing at least 300 gp)","1","0 ft.; see text","","one symbol","","see text","0","0","Will half, see text","yes, see text","This spell functions like symbol of death, except that using the material component, you scribe a symbol of striking so it fills a 5-foot square. Once triggered, the symbol of striking glows and  lasts for 10 minutes per caster level or until it has made a number of attacks of opportunity equal to your level, whichever comes first. When triggered, the symbol threatens its area and the area around it as if it were a Medium creature wielding a magic version of the weapon you used as the material component. Using your caster level + 1 + your Intelligence modifier (magus, witch, wizard) or Wisdom modifier (cleric) or Charisma modifier (oracle, sorcerer) as its attack bonus, the symbol can make a number of attacks of opportunity each round equal to 1 + the same ability score modifier you used to determine its attack bonus. It gains a bonus on damage rolls equal to the same ability score modifier you used to determine its attack bonus. A shadowy version of you wielding the material component appears to make these attacks.  The symbol attacks any non-attuned creature that provokes an attack of opportunity from the symbol. However, when the symbol first attacks a creature, the symbol must overcome that creature's spell resistance or be rendered unable to harm it. The symbol never again attacks such creatures. Further, when the symbol first attacks a creature, a successful Will saving throw allows the creature to see the shadow nature of the attacks and take half damage when such attacks hit.  Symbol of striking can be made permanent with a permanency spell by a caster of 13th level or higher for the cost of 10,000 gp.","Ultimate Combat"
"Tactical Acumen","enchantment","compulsion","mind-affecting","bard 2, inquisitor 2, magus 2, paladin 1, sorcerer/wizard 2, occultist 2, psychic 2, medium 2","1 standard action","V, S, M/DF (a small piece of a map)","0","30 ft.","The caster and all allies within a 30-ft.-radius burst, centered on the caster","","","1 round/level (D)","1","0","Will negates (harmless)","yes (harmless)","Tactical acumen grants you and your allies a mastery of battlefield tactics. Whenever you would gain a bonus on attack rolls or to AC due to battlefield position, such as flanking, higher ground, or cover, you gain an additional +1 insight bonus. This bonus increases by +1 for every five caster levels above 5th you possess (maximum +4).","Ultimate Combat"
"Tar Pool","transmutation","","earth, fire","druid 6, sorcerer/wizard 6, summoner 5, unchained summoner 6","1 standard action","V, S, M/DF (a ball of hardened tar)","0","close (25 ft. + 5 ft./2 levels)","20-ft.-radius burst","","","1 round/level","0","0","Reflex partial, see text","no","You convert a layer of the ground to hot tar. Creatures in the area when the tar appears take 1d6 points of fire damage per two caster levels (maximum of 10d6) and must succeed at a Reflex save or become entangled. An entangled creature receives a saving throw each round to free itself from the tar, and can also attempt to free itself by spending a move action to attempt a Strength check or Escape Artist check (DC = spell saving throw DC).  It costs 2 squares of movement to enter a square in the area of effect, and the DC of Acrobatics checks within the area of effect increases by 5. The area is difficult terrain. A creature that moves into or starts its turn in the area takes 2d6 points of fire damage and must reattempt this Reflex save or become entangled. A creature that falls prone in the area takes a -4 penalty on its Reflex save against the tar and on Strength and Escape Artist checks to escape the tar.  A creature that escapes the tar still takes fire damage from the tar until the spell ends or that creature spends a full-round action removing the tar. A creature with tar on it takes a -4 penalty on Acrobatics and Fly checks made to fly with wings or similar appendages.","Ultimate Combat"
"Targeted Bomb Admixture","transmutation","","","alchemist 1","1 standard action","V, S","0","personal","","","you","1 round/level","0","0","","","Upon drinking an extract created with this formula, you make a significant change to your magical reserve that modifies the nature of all bombs you create and throw during this extract's duration. This effect on your magical reserve has no effect on any discoveries that you use to modify your bombs, but you can only have one admixture effect (formula with the word ""bomb admixture"" in its title) active at a time. If you drink another bomb admixture, the effects of the former bomb admixture end and the new one becomes active.  When you throw bombs, they can only hit a direct target; they do not splash. However, the bomb deals its base damage plus double your Intelligence modifier instead of just its base damage plus your Intelligence modifier.","Ultimate Combat"
"Telekinetic Assembly","transmutation","","","magus 2, sorcerer/wizard 2, occultist 2, psychic 2","Casting time 1 minute","V, S, F (a miniature of the target siege engine, costing 10 gp)","1","close (25 ft + 5 ft./2 levels)","","","one disassembled siege engine","instantaneous","0","0","none","no","You assemble a siege engine, using up to one fewer worker per two caster levels you possess. You can do without one additional worker if you have any ranks in Knowledge (engineering), plus one additional worker per 5 ranks you have in that skill. If your  caster level combined with Knowledge (engineering) fails to eliminate the need for workers, this spell fails.","Ultimate Combat"
"Telekinetic Charge","evocation","","force","sorcerer/wizard 4, bloodrager 4, psychic 4, spiritualist 4","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one willing creature","instantaneous","0","0","Will negates (harmless)","yes (harmless)","You telekinetically launch an ally across the battlefield to anywhere within this spell's range. While moving, your ally is flying just above the ground unless you wish otherwise. Movement from this spell provokes attacks of opportunity as normal, although you can lift your ally over objects or out of enemy reach, as long as your ally remains within this spell's range. If your ally lands adjacent to an opponent, he can spend an immediate action to make a melee attack against that opponent with a +2 bonus on the attack roll.","Ultimate Combat"
"Terrain Bond","enchantment","compulsion","mind-affecting","ranger 4","1 standard action","V, S, M (a pinch of earth taken from your most favored terrain)","0","personal","","","you","1 hour/2 levels (D)","1","0","","","You call upon the spirits of nature to help you adapt to your environment. You treat the terrain you are in as your most favored terrain until this spell ends.  If you do not have the favored terrain class feature, you gain no benefit from this spell.","Ultimate Combat"
"Thunder Fire","transmutation","","","bard 2, sorcerer/wizard 2, witch 2","1 standard action","V, S, M (a piece of spent thunderstone)","0","close (25 ft. + 5 ft./2 levels)","","","1 loaded firearm","instantaneous","0","0","Will negates (object), see text","yes (object), see text","The firearm targeted creates a thunderous report, even if the firearm is not loaded. Every creature within 15 feet of the creature wielding or carrying the firearm must succeed at a Fortitude save or be deafened for 1 minute. The creature wielding or carrying the firearm takes a -4 penalty on this saving throw, and his misfire range increases by 1 for 1d4 rounds. If the firearm was loaded when it was targeted by this spell, that ammunition is wasted.","Ultimate Combat"
"Tongues, Communal","divination","","","alchemist 4, bard 3, cleric/oracle 5, sorcerer/wizard 4, summoner/unchained summoner 4, witch 4, psychic 4, mesmerist 3","1 standard action","V, M/DF (a clay model of a ziggurat)","0","touch","","","creatures touched","10 min./level","0","0","Will negates (harmless)","no","This spell functions like tongues, except you divide the duration in 10-minute intervals among the creatures touched.","Ultimate Combat"
"Touch Injection","transmutation","","","alchemist 2, sorcerer/wizard 3, psychic 3","1 standard action","V, S","0","personal","","","you","1 hour/level","0","0","none","no","You must hold an elixir, infused extract, poison, or potion in hand as you cast this spell. The held substance drains from its container into a magical sac in your body. While the spell lasts, you can deliver the substance with a mere touch. To do so to an opponent, you must make a successful melee touch attack. If you hit, the substance takes effect immediately, despite any onset period, and that opponent receives the normal saving throw (if any) against the substance. In the case of a personal infused extract, the opponent receives both a Fortitude save and spell resistance. If you miss, the substance remains in the magical sac for you to use later.  This spell protects you from poison in the sac, but unless you have the poison use class feature, you suffer a 5% chance of exposing yourself to the poison when you first cast the spell. If you roll a natural 1 while attempting to inject the poison into an enemy, you are exposed to it.","Ultimate Combat"
"Twisted Space","transmutation","","","magus 2, sorcerer/wizard 2, summoner/unchained summoner 2, psychic 2","1 standard action","V, S, M (a length of wire bent into a circle)","0","close (25 ft. + 5 ft./2 levels)","","","one creature","1 round","0","0","Will negates","yes","You distort the space around a creature, twisting the path of its melee attacks unpredictably, but always toward a nearby creature that the target threatens. Until the start of your next turn, melee attacks made by the target creature affect a random target instead of their intended target.","Ultimate Combat"
"Unerring Weapon","transmutation","","","inquisitor 1, magus 1, sorcerer/wizard 1, witch 1, bloodrager 1, occultist 2, psychic 1, medium 1","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","one weapon or 20 projectiles, all of which must be together at the time of casting","1 round/level","0","0","Will negates (harmless, object)","yes (harmless, object)","This spell causes a weapon to veer closer to vital areas, improving the result of a critical threat. This transmutation grants a +2 bonus on attack rolls to confirm critical hits plus 1 additional bonus point per four caster levels (maximum total bonus +7). If the spell is cast on projectiles, the effect ends on a specific projectile whenever that projectile is used to make an attack, regardless of whether the attack hits. For this spell, shuriken are considered projectiles.","Ultimate Combat"
"Viper Bomb Admixture","conjuration","creation","","alchemist 4","1 standard action","V, S","0","personal","","","you","1 round/level","0","0","","","Upon drinking an extract created with this formula, you make a significant change to your magical reserve that modifies the nature of all bombs you create and throw during this extract's duration. This effect on your magical reserve has no effect on any discoveries that you use to modify your bombs, but you can only have one admixture effect (formula with the word ""bomb admixture"" in its title) active at a time. If you drink another bomb admixture, the effects of the former bomb admixture end and the new one becomes active.  When you throw a bomb and hit a target directly, up to four vipers are released from the bomb. One viper attacks the target of the direct hit, and the other vipers attack up to three creatures that take damage from the splash damage. The vipers make melee touch attacks (using your base attack bonus + Intelligence modifier) and on a hit deal 1d4 + your Intelligence modifier damage, and the target is poisoned as if by a venomous snake (Pathfinder RPG Bestiary 255). Hit or miss, the conjured vipers disappear after they make the attack. The conjured snakes are not damaged or adversely affected by the bombs you throw.","Ultimate Combat"
"Walk Through Space","conjuration","teleportation","","alchemist 6, magus 6, sorcerer/wizard 7, summoner/unchained summoner 6, witch 7, psychic 7","1 standard action","V, S, M (a wren's egg)","0","personal","","","you","1 round/level","0","0","","","When under the effects of this spell, you can teleport up to 30 feet as a move action. You must end this movement in an unoccupied space that you can stand on within line of sight. Alternatively, you can spend a move action to teleport to a standing position from lying prone. Teleporting does not provoke attacks of opportunity.","Ultimate Combat"
"Warding Weapon","abjuration","","","magus 1, sorcerer/wizard 2, summoner/unchained summoner 2, bloodrager 1, occultist 1, psychic 2","1 standard action","V, S, F (one melee weapon you are proficient in and you are holding)","0","personal","","","you","1 round/level","0","0","","","The focus of this spell flies upward above your head and takes a defensive position within your space. It lunges at opponents, as if guided by a martially trained hand, parrying and turning back melee attacks aimed at you, but does not strike back at any opponent nor does it damage them. The weapon serves only as a defense. While it protects you, you can cast spells without provoking attacks of opportunity, without the need to cast them defensively.  A creature with the Disruptive feat (Core Rulebook 122) can easily bypass this spell's defenses. You provoke attacks of opportunity for casting spells against these creatures even when subject to this spell, though you can still choose to cast defensively.","Ultimate Combat"
"Water Walk, Communal","transmutation","","water","cleric/oracle 2, ranger 2, psychic 4","1 standard action","V, S, DF","0","touch","","","creatures touched","10 min./level (D)","1","0","Will negates (harmless)","yes (harmless)","This spell functions like water walk, except you divide the duration in 10-minute intervals among the creatures touched.","Ultimate Combat"
"Weaken Powder","transmutation","","","druid 1, sorcerer/wizard 1, witch 1","1 standard action","V, S, M/DF (an empty paper cartridge)","0","close (25 ft. + 5 ft./2 levels)","","","1 loaded firearm","instantaneous","0","0","Will negates (object)","yes (object)","Ammunition in the target firearm generates less of an explosive charge when fired. With such ammunition, the firearm's range increment is halved and the firer takes a -2 penalty on damage rolls. If aware of this spell's effect prior to firing the altered ammunition (a DC 16 Spellcraft check to identify the spell being cast or similar effect), the firearm's user can spend a standard action to clear the altered ammunition from the firearm. Doing so destroys that ammunition.","Ultimate Combat"
"Wilderness Soldiers","transmutation","","","druid 2, ranger 2","1 standard action","V, S","0","30 ft.","30-ft.-radius emanation, centered on you","","","1 round/level","0","0","none","no","You call on the plants nearby to aid you in combat. This spell is ineffective if no plants you can direct are within the area. You can spend a swift action and/or a standard action on each of your turns to direct one of the following attacks. The attack bonus or CMB for these attacks equals your base attack bonus + your Wisdom modifier. You grant a +1 bonus per three caster levels (maximum +5) on damage rolls due to this spell. Your wilderness soldiers never provoke attacks of opportunity, and they do not count as allies for flanking or other purposes.  Tree: A tree makes a melee attack with a 10-foot reach from its trunk. A hit deals an amount of damage equal to 1d8 points + your Wisdom modifier. The tree can instead attempt a bull rush, drag, or reposition combat maneuver with the same reach, but the tree cannot move itself.  Undergrowth or Hedgerow: Acting as a Medium creature, one square of undergrowth or hedgerow attempts a grapple combat maneuver against an opponent within or adjacent to that square. Heavy undergrowth gains a +2 bonus to its CMD. Undergrowth cannot move the grapple or pin a foe, but it can deal an amount of damage equal to 1d4 points + your Wisdom modifier by making a successful grapple check against a foe it is grappling. The undergrowth's CMD is 5 + its CMB. If you fail to direct the undergrowth to maintain the grapple, it releases its opponent.","Ultimate Combat"
"Wreath of Blades","abjuration","","","magus 4, sorcerer/wizard 5, summoner/unchained summoner 5, witch 5, bloodrager 4, occultist 4, psychic 5","1 standard action","V, S, F (four mithral daggers, each worth at least 502 gp each)","1","personal","5-foot-radius emanation centered on you","","you","1 round/level","0","0","Reflex half (special, see below)","no (special, see below)","The daggers serving as focus of this spell take on a deadly sharpness as they animate and spin around you, creating a 5-foot-radius emanation of spinning mithral blades that moves with you. Any creature that starts its turn within the area of the spinning blades takes 1d4 points of damage for every two caster levels (maximum 10d4 at 20th level) and the damage bypasses DR/silver.  Furthermore, the daggers ward off some attacks, in a way similar to the warding weapon spell (see page 48). While subject to this spell, you do not provoke attacks of opportunity for casting spells, even from creatures with the Disruptive feat. Creatures with the Spellbreaker feat (Core Rulebook 134) can easily bypass this defensive property, though they still take damage from the spell. Your casting (even failing to cast defensively) still provokes attacks of opportunity from creatures with that feat.  Lastly, the blades that serve as the focus for this spell can be enchanted for greater effect. When all of the blades share the same enhancement bonus and special weapon qualities, a creature that is damaged by this spell is also treated as if hit by one of these weapons. For example, if a 12th-level magus casts this spell using four +1 frost mithral daggers as focus, the damage dealt by the blades would be 6d4+1 plus 1d6 cold damage, as long as the daggers were commanded to be sheathed in ice. No matter the modifications made to the focus weapons, they must always be mithral daggers. No other type of weapons can serve as a focus for this spell.","Ultimate Combat"
"Aspect of the Nightingale","transmutation","polymorph","","bard 1, cleric/oracle 1, druid 1, paladin 1, ranger 1","1 standard action","V, S, DF","0","personal","","","you","1 minute/level","0","0","","","You take on an aspect of a nightingale. Your voice becomes clear and pleasant. You gain a +2 competence bonus on Perform (sing) checks and a +2 competence bonus on Diplomacy checks. Once per minute, if you are subject to a charm effect that allows a saving throw, you may roll twice and take the more favorable result.","AP 50"
"Vampiric Hunger","necromancy","polymorph","evil","antipaladin 3, cleric/oracle 3, druid 3, sorcerer/wizard 3, witch 3","1 round","V, S","0","touch","","","one creature","1 minute/level","0","0","Will negates","yes","The target of this spell grows the fangs of a vampire, as well as a thirst for blood. For the duration of this spell, the target gains the ability to drain an opponent's blood during a grapple; if the target establishes or maintains a pin, it drains blood, dealing 1d4 points of Constitution damage. Each round it drains blood in this way, the target heals 5 hit points or gains 5 temporary hit points for the duration of the spell (up to a maximum number of temporary hit points equal to its full normal hit points). If the target does not drain blood in this way while under the effects of this spell, it becomes exhausted at the end of the spell's duration.","Faiths Of Corruption"
"Daemon Ward","necromancy","","","cleric/oracle 4, druid 5, paladin 4, sorcerer/wizard 4, witch 4","1 standard action","V, S, M (50 gp worth of powdered silver)","1","touch","","","living creature touched","1 min./level","0","0","Will negates (harmless)","yes (harmless)","This spell functions like death ward, except as noted above and it only protects against these attacks from daemons.","Horsemen Of The Apocalypse"
"Death Knell Aura","necromancy","","death, evil","cleric/oracle 4, inquisitor 4, sorcerer/wizard 4, witch 4","1 standard action","V, S","0","20 ft.","20-ft.-radius emanation, centered on you","","","1 round/level (D)","1","0","Will negates","yes","You gain a shimmering gray aura that feeds on the souls of creatures who die within it. The aura sheds light as a candle. If a creature at -1 or fewer hit points is within the aura at the start of its turn, it must save or die, granting you the benefits of death knell.","Horsemen Of The Apocalypse"
"Death Knell Aura, Greater","necromancy","","death, evil","cleric/oracle 6, inquisitor 6, sorcerer/wizard 6, witch 6","1 standard action","V, S","0","20 ft.","20-ft.-radius emanation, centered on you","","","1 round/level (D)","1","0","Will negates","yes","This spell functions as death knell aura, except a dying creature in the area cannot stabilize on its own and automatically takes 1 point of bleed damage on its turn each round. An incorporeal undead or living spirit traveling outside the body (such as a person using astral projection or magic jar) within the aura at the start of its turn takes 1d8 points of damage.","Horsemen Of The Apocalypse"
"Scourge of the Horsemen","necromancy","","acid, evil","cleric/oracle 9, sorcerer/wizard 9","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","30-ft. burst","","","instantaneous","0","0","Fortitude half","yes","This spell blasts the area with a horrific combination of soul-rending energy and physical corrosion. Creatures in the area of effect gain 1d4 negative levels, and take 1d6 points of acid damage per caster level (maximum 20d6).","Horsemen Of The Apocalypse"
"Summon Cacodaemon","conjuration","summoning","evil","cleric/oracle 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2","1 round","V, S, F (a silver hook)","0","close (25 ft. + 5 ft./2 levels)","","one summoned creature","","1 round/level (D)","1","0","none","no","This spell functions like summon monster, except it summons a single cacodaemon.","Horsemen Of The Apocalypse"
"Summon Cacodaemon, Greater","conjuration","summoning","evil","cleric/oracle 4, sorcerer/wizard 4, summoner/unchained summoner 3, witch 4","1 round","V, S, F (a silver hook)","0","close (25 ft. + 5 ft./2 levels)","","one summoned creature","","1 round/level (D)","1","0","none","no","This spell functions like summon cacodaemon, except it summons 1d4+1 cacodaemons.","Horsemen Of The Apocalypse"
"Summon Ceustodaemon","conjuration","summoning","evil","cleric/oracle 5, sorcerer/wizard 5, summoner/unchained summoner 4, witch 5","1 round","V, S, F (ashes of a dead animal)","0","close (25 ft. + 5 ft./2 levels)","","one summoned creature","","1 round/level (D)","1","0","none","no","This spell functions like summon monster, except it summons a single ceustodaemon.","Horsemen Of The Apocalypse"
"Summon Derghodaemon","conjuration","summoning","evil","cleric/oracle 9, sorcerer/wizard 9, witch 9","1 round","V, S, F (a handful of bug carapaces)","0","close (25 ft. + 5 ft./2 levels)","","one summoned creature","","1 round/level (D)","1","0","none","no","This spell functions like summon monster, except it summons a single derghodaemon.","Horsemen Of The Apocalypse"
"Summon Erodaemon","conjuration","summoning","evil","cleric/oracle 8, sorcerer/wizard 8, summoner/unchained summoner 6, witch 8","1 round","V, S, F (a bent or tarnished wedding band)","0","close (25 ft. + 5 ft./2 levels)","","one summoned creature","","1 round/level (D)","1","0","none","no","This spell functions like summon monster, except it summons a single erodaemon.","Horsemen Of The Apocalypse"
"Summon Meladaemon","conjuration","summoning","evil","cleric/oracle 8, sorcerer/wizard 8, summoner/unchained summoner 6, witch 8","1 round","V, S, F (an empty wooden bowl)","0","close (25 ft. + 5 ft./2 levels)","","one summoned creature","","1 round/level (D)","1","0","none","no","This spell functions like summon monster, except it summons a single meladaemon.","Horsemen Of The Apocalypse"
"Summon Thanadaemon","conjuration","summoning","evil","cleric/oracle 9, sorcerer/wizard 9, witch 9","1 round","V, S, F (two silver coins)","0","close (25 ft. + 5 ft./2 levels)","","one summoned creature","","1 round/level (D)","1","0","none","no","This spell functions like summon monster, except it summons a single thanadaemon. You can only use this spell in an area with enough open water to accommodate the daemon's skiff, or when on the Astral Plane or Ethereal Plane.","Horsemen Of The Apocalypse"
"Call the Void","evocation","","","sorcerer/wizard 3, witch 3","1 standard action","V, S","0","personal","","","you","1 round/level (D)","1","0","Reflex for half; see text","yes","This spell surrounds you with an aura of nothingness that channels the mysterious energies of the Dark Tapestry. Creatures adjacent to you when this spell is cast and at the start of your turn take 2d6 points of damage. In addition, creatures affected by your aura are fatigued, cannot breathe, and cannot speak or cast spells with somatic components. Creatures adjacent to you are allowed a Reflex save to halve the damage and negate the fatigue effect, but cannot breathe or speak regardless of whether their save is successful as long as they are adjacent to you.","Dragon Empires Primer"
"Black Spot","necromancy","","","cleric/oracle 4, sorcerer/wizard 5, witch 4","1 standard action","V, S","0","touch","","","creature touched","permanent","0","0","Will negates","yes","The black spot is a specific and feared pirate curse. An intangible, illusory black spot manifests above the target's head and remains until the target dies or the curse is lifted. The black spot cannot be covered or hidden by any means, including other illusions.  The black spot radiates a cursed aura in a 10-foot radius around its target. Anyone within the aura gains a +2 bonus on weapon attack and damage rolls against the target. In addition, the target has a -4 penalty on saving throws against death effects.  Every day in which a creature bears a black spot, it must make a Fortitude save. On a failed save, the creature takes 1 point of Constitution damage. The damage cannot be healed until the black spot is removed. If the creature's Constitution reaches 0, it dies. Pirates killed by this spell often return as ghosts, but that is not a direct effect of this spell.  The black spot cannot be dispelled, but it can be removed with break enchantment, limited wish, miracle, remove curse, or wish.","Pirates Of The Inner Sea"
"Salvage","transmutation","","","cleric/oracle 9, sorcerer/wizard 9","1 standard action","V, S, M","0","long (400 ft. + 40 ft./level)","","","one shipwreck","see text","0","0","Fortitude negates (object)","yes (object)","An invisible force pulls together the remains of a shipwreck. Bits of hull, tattered sails, broken masts, and smashed figureheads knit themselves back together. Rotten wood turns solid once more, and sails re-weave themselves as the rigging snakes across the masts. It takes a variable amount of time for the ship to rebuild itself, depending on its size. Size Duration Raft 1 minute Rowboat 1 minute Keelboat 10 minutes Longship 1 hour Sailing ship 2 hours Warship 3 hours Galleon 4 hours At the end of the duration, an air bubble forms around the repaired ship. If submerged, the ship shoots to the surface, erupting with a great splash before settling on the water. Though the spell requires time to repair the ship, its effects are instantaneous. A salvaged ship cannot be dispelled to return it to a shipwreck. However, before the spell's duration ends and while the ship is still being repaired, salvage can be dispelled to interrupt the repair process. The ship remains in the condition it was in when the spell was interrupted until a new salvage spell is cast (but continues to age normally and suffers the effects of its environments). A new salvage spell's duration is modified by any repairs already begun.","Pirates Of The Inner Sea"
"Skeleton Crew","necromancy","","","cleric/oracle 3, sorcerer/wizard 4, summoner/unchained summoner 4, witch 4","1 standard action","V, S, M","0","touch","","","one or more humanoid corpses touched","1 day/level","0","0","none","no","This spell turns corpses into skeletons (Pathfinder RPG Bestiary 250) that act as crew and obey your commands to the extent of their abilities.  The undead you create are 1 Hit Die skeletons that possess Profession (sailor) scores equal to half your character level plus your Wisdom modifier (for clerics), Intelligence modifier (for witches and wizards), or Charisma modifier (for sorcerers and summoners). Each skeleton can perform the duties of one crew member but has no other abilities. The created skeletons cannot speak, attack, or even defend themselves. The only orders they obey are ones pertaining to the operation of a ship. Skeletal crew members are not proficient with any weapons or armor.  You can't create more Hit Dice of skeletal crew members than twice your caster level with a single casting of skeleton crew. The desecrate spell doubles this limit.  The undead you create by casting skeleton crew remain under your control for the duration of the spell, and do not count against your limit of total Hit Dice worth of undead creatures you can control.  A skeletal crew member can only be created from a mostly intact humanoid corpse. The corpse must have bones. When you cast this spell, any flesh left on the corpses melts away into fog.","Pirates Of The Inner Sea"
